gyrox;gyroy;gyroz;promx;promy;promz;label
5.700341043;0.347448586;1.882461176;2.342260436;0.810956985;-0.46977049;mal
5.851292346;0.407845202;2.122675541;2.450648682;0.760647694;-0.428293005;mal
5.970881253;0.441023683;2.336293622;2.386623211;0.738583443;-0.416476236;mal
6.262653078;0.501579035;2.554315308;2.22273354;0.75712989;-0.404776603;mal
6.717293733;0.584426789;2.776134387;1.973507401;0.718738242;-0.37134333;mal
7.144589517;0.634050139;2.905056184;1.676090608;0.631033843;-0.357317575;mal
7.57025208;0.640437826;3.011541375;1.344382024;0.585721716;-0.344958384;mal
7.989684027;0.581683694;3.167971769;1.00183761;0.567498803;-0.3192104;mal
8.271522185;0.539285635;3.31624792;-0.141841619;-0.117312059;1.197942311;mal
8.100287133;0.452665003;3.397993788;-0.210270163;-0.117728406;1.30079523;mal
7.742255463;0.397059235;3.520054409;-0.297246391;-0.063615565;1.466061616;mal
7.63041198;0.597557349;3.678734498;-0.337791071;-0.005344599;1.589612325;mal
7.985928009;0.770066167;3.846265169;-0.324924936;-0.003949073;1.531402711;mal
8.5115;0.896833333;3.9735;-0.293884335;-0.001581775;1.413189623;mal
0.461;0.346833333;0.931166667;-0.203328492;0.051304565;1.374773432;mal
0.612170906;0.134134239;0.525553741;-0.039363069;0.12887923;1.360031842;mal
0.698725221;0.139675604;0.543974676;0.154543991;0.230653033;1.39327271;mal
0.834065658;0.013367423;0.542453077;0.258933977;0.334910879;1.467491947;mal
0.976070242;0.081557981;0.479702303;0.396102331;0.43252493;1.594797012;mal
1.145246018;0.298976166;0.3380652;0.575347224;0.418668945;1.700425331;mal
1.225243784;0.412352813;0.193612811;0.698278209;0.364994254;1.751020263;mal
1.119954853;0.441136931;0.122876991;0.781245858;0.329050618;1.798134423;mal
1.06928005;0.462614759;0.08165538;0.792954717;0.300744028;1.842031492;mal
0.821343818;0.448405523;0.065748883;0.786666258;0.239618549;1.891925874;mal
0.572831443;0.434476051;0.031415435;0.711104908;0.141889354;1.963548758;mal
0.479491406;0.441263894;-0.049771686;0.553391488;0.036113606;2.033867361;mal
0.329152114;0.513671537;-0.147284691;0.341726559;-0.069346827;2.132607167;mal
0.024655036;0.545376704;-0.237231924;0.148248915;-0.14717123;2.245484243;mal
-0.166024063;0.570356136;-0.285168099;0.015024137;-0.204805268;2.36860927;mal
-0.312979145;0.583792197;-0.293693881;-0.087337456;-0.268003814;2.504944142;mal
-0.330497422;0.666971239;-0.262723846;-0.168784235;-0.327202214;2.6621995;mal
-0.281706256;0.733135499;-0.235778102;-0.20295031;-0.370856387;2.886153504;mal
-0.129772946;0.806724247;-0.20269623;-0.187616017;-0.452038123;3.18956697;mal
0.293266644;0.907406841;-0.219356251;-0.19481788;-0.632254605;3.561502092;mal
0.642854646;0.992120087;-0.212162026;-0.279986744;-0.82760901;3.994903275;mal
0.820574195;0.978846797;-0.154766529;-0.433282937;-1.016367212;4.437317675;mal
1.015754555;0.873480291;-0.100343532;-0.644815129;-1.238895974;4.853714714;mal
1.23377329;0.735945743;-0.074951931;-0.890274502;-1.521540221;5.23703756;mal
1.405385585;0.616956457;-0.041953306;-1.098721703;-1.833403179;5.655917357;mal
1.449075971;0.602536725;-0.004197834;-1.293103444;-2.186593779;6.108664466;mal
1.36766088;0.698826573;0.086951873;-1.429184381;-2.602437865;6.505513113;mal
1.385912685;0.795216627;0.194449467;-1.235932236;-2.965005907;6.851797984;mal
1.574921737;0.827608858;0.329136244;-0.672368641;-3.234643197;7.244318333;mal
1.879362095;0.884049158;0.486727111;-0.217101789;-3.316826728;7.624199709;mal
2.252643176;0.980764925;0.6155923;0.012282382;-3.307305135;8.045185541;mal
2.54382537;1.050149536;0.696647645;0.287330732;-3.425904656;8.524205598;mal
2.722969692;1.136996391;0.780379225;0.640008364;-3.699818119;8.997077379;mal
2.857099003;1.173918987;0.923302853;0.87314597;-3.970818505;9.399658129;mal
2.890176865;1.115125702;0.994200699;1.1429496;-4.082963648;9.735585295;mal
2.743579695;1.132263951;1.01516913;1.156043285;-4.007567548;10.15460931;mal
2.526330812;1.139870689;0.973677209;0.930533268;-3.7804231;10.74552803;mal
2.260796551;1.106132176;0.882142603;1.167206337;-3.657322145;11.46831675;mal
2.010155494;1.162771514;0.8655762;1.908832716;-3.8813552;12.21033926;mal
1.758260456;1.17148814;0.919399507;2.983866195;-4.334583238;12.88971885;mal
1.583418471;1.132300332;0.936707517;4.20642471;-4.812621185;13.62187635;mal
1.512202647;1.137345823;0.889557293;5.581158111;-4.999227923;14.73149707;mal
1.558228945;1.186969291;0.833999828;5.881364115;-4.65190155;16.09681;mal
1.566766586;1.261419445;0.774540965;5.098815452;-4.401878302;17.36117251;mal
1.473930331;1.215013521;0.755632978;4.545082612;-4.600976253;18.14984615;mal
1.21596316;1.082907815;0.729215252;4.031921673;-4.853385199;18.36146491;mal
0.979813567;1.086433711;0.687634181;2.974463409;-4.857516593;18.38828846;mal
0.938819927;1.044287728;0.620136817;1.630566563;-4.644211477;18.73744181;mal
1.092314999;0.960873611;0.532700355;1.109973066;-4.458451472;19.35357396;mal
1.056910565;0.989868053;0.508240461;1.419225781;-4.352118775;19.8872776;mal
1.059328292;1.004347599;0.510500115;1.601216588;-4.420838375;20.38480025;mal
1.072246075;0.913295634;0.476850751;1.5372906;-4.661125831;21.20880733;mal
0.884237653;0.745101925;0.440458176;1.712282957;-4.978880595;22.18628678;mal
0.488151083;0.665148791;0.450963962;3.013660909;-5.446593087;22.92369179;mal
0.046050991;0.655835568;0.416484703;4.413583735;-6.051812309;23.43158931;mal
-0.346870517;0.570920018;0.337785952;5.453129254;-6.637138858;24.23274693;mal
-0.745151369;0.475634582;0.260124556;6.2687961;-6.938982219;25.54401436;mal
-1.062759539;0.511875788;0.21150487;6.98633811;-7.268292519;26.8303449;mal
-1.318106222;0.593624212;0.204805431;8.332326099;-7.322364859;27.99899918;mal
-1.462222356;0.637597112;0.17821359;9.50441966;-7.479153637;29.08037752;mal
-1.549450842;0.697492495;0.202213132;9.287633166;-7.146190406;30.20174965;mal
-1.634568809;0.824088748;0.276716226;8.432141218;-6.238733538;31.61166979;mal
-1.449230492;0.970396585;0.286940988;8.071170974;-5.844523341;32.93442489;mal
-1.209541194;1.065666094;0.307299244;7.598994569;-6.439435703;33.72828092;mal
-1.109303827;1.073165521;0.333090696;7.004067711;-7.238383146;34.21838234;mal
-0.882010771;1.033112925;0.363399851;6.940512805;-8.063596435;34.58261864;mal
-0.695342959;1.01856858;0.425697376;7.686167152;-8.541972498;35.73250701;mal
-0.593026126;1.034578263;0.489250487;9.219277323;-8.197941684;37.50188826;mal
-0.530908502;1.012734273;0.490681334;10.76212462;-8.202712757;39.06508158;mal
-0.488707574;0.983572362;0.44632388;11.42888041;-8.639093029;39.29534823;mal
-0.507457144;0.897227398;0.412238513;12.08995627;-8.851624828;38.9378901;mal
-0.56470448;0.871794145;0.356740117;13.46721973;-8.638151875;39.4526346;mal
-0.581644036;0.861964306;0.329162427;14.85625635;-8.362901776;40.28299906;mal
-0.552629999;0.792568122;0.360032314;15.35505267;-8.049207475;40.58218256;mal
-0.59789733;0.712342271;0.416262175;15.34484093;-7.879514601;41.24056685;mal
-0.665299186;0.676901914;0.462729518;15.53565558;-7.842396313;42.49954712;mal
-0.76332388;0.646168443;0.46593331;15.7486855;-7.919397229;43.06648173;mal
-0.986177323;0.587179386;0.425367079;15.36142377;-8.599050711;42.84977902;mal
-1.142737539;0.51332663;0.429729403;14.86111151;-8.879973151;42.66582843;mal
-1.115702819;0.457788473;0.43008743;13.52423598;-8.701660275;42.41443743;mal
-1.029625702;0.43373032;0.436415091;11.5698898;-8.469402157;41.77689899;mal
-0.974252206;0.485265727;0.44546803;11.17337903;-8.399215149;40.98383076;mal
-1.012221668;0.525077919;0.424462645;12.4513225;-8.290704045;40.90613047;mal
-0.966911252;0.543660536;0.39365051;14.06269681;-7.95092863;41.43592316;mal
-0.935640655;0.5633586;0.362594993;14.96661355;-7.63329173;41.61057262;mal
-0.906684829;0.569727111;0.364530079;14.98741451;-7.489694637;41.05258578;mal
-0.858480979;0.524820958;0.315798843;14.6430437;-7.368710504;41.15756368;mal
-0.969311791;0.509671021;0.303424716;13.00341407;-7.302322703;41.46227359;mal
-1.097238054;0.513157786;0.303362668;10.37943681;-7.645744645;40.68855896;mal
-1.230740747;0.482469463;0.375289103;8.813499416;-7.902049485;39.81585395;mal
-1.175134869;0.444645812;0.428801249;7.811702427;-8.013570436;38.60659673;mal
-0.910497651;0.446377449;0.467406096;6.845037349;-8.222727672;37.63512229;mal
-0.557580268;0.447103816;0.485315973;6.371697353;-8.079292451;36.71228976;mal
-0.295363813;0.415211126;0.535700871;5.840892377;-8.353950054;36.22464393;mal
-0.226005156;0.399558783;0.648796093;5.592384001;-8.558854825;35.6292392;mal
-0.20049238;0.30301186;0.711233184;5.992302499;-8.836009022;34.83449696;mal
-0.177853386;0.18550063;0.670441102;6.679955516;-8.828604434;33.96549713;mal
-0.280100264;0.158461499;0.573048757;7.06735667;-8.50514725;32.81532546;mal
-0.425422768;0.13693056;0.488454223;7.153765094;-8.035292089;31.24477338;mal
-0.474713132;0.108172281;0.37217973;6.806117871;-7.77146238;29.8975095;mal
-0.472569153;0.069383007;0.249758623;6.154476034;-7.516463947;28.79931032;mal
-0.402675146;0.06369961;0.189676292;5.495614632;-7.431954431;27.904719;mal
-0.386086284;0.099535178;0.131829953;4.801932552;-7.537238374;26.85788148;mal
-0.492567492;0.09051862;0.095192048;4.563410621;-7.273454643;25.62017846;mal
-0.549927295;0.083621462;0.029651541;4.900468064;-7.055139323;24.0829404;mal
-0.555053455;0.166425404;0.009827661;5.423248892;-6.518623075;22.74759143;mal
-0.59086135;0.210616134;-0.043177896;5.900177446;-5.784126228;21.93407127;mal
-0.748948092;0.19275719;-0.090164833;6.213197594;-5.229937073;21.22213534;mal
-1.068902085;0.118057408;-0.137887189;6.088250023;-4.594956395;19.57158429;mal
-1.504489458;0.007918128;-0.217330583;5.679356065;-4.406899827;17.54293937;mal
-1.897149822;-0.027559814;-0.293048986;5.438457303;-4.043867151;16.01258182;mal
-2.182469291;-0.015762175;-0.298998969;5.242399653;-3.354937422;14.530481;mal
-2.371403289;0.040350693;-0.323157729;3.933265982;-2.937825698;12.69788566;mal
-2.392814083;0.069225507;-0.369540163;2.361562179;-2.46853271;10.7443207;mal
-2.319149307;0.066499255;-0.382979031;2.101665876;-2.140935733;9.525129262;mal
-2.143781712;0.06290432;-0.3717337;0.792068449;-1.620390001;8.58985563;mal
-1.723551851;0.023905981;-0.343345594;-1.267598296;-0.743741459;7.422110655;mal
-1.348667526;0.031441675;-0.279273634;-2.21561771;-0.450967964;6.070451332;mal
-0.984457431;0.07386834;-0.234924373;-2.997999861;-0.688211725;4.397163918;mal
-0.719492896;0.078747966;-0.191783946;-3.779336475;-0.926866474;2.752489762;mal
-0.618220293;0.080251862;-0.16219136;-4.1244938;-0.779081227;1.05244782;mal
-0.580019537;0.144195428;-0.106386502;-4.220104688;-0.03824888;-0.717273526;mal
-0.466771628;0.188028589;-0.047576945;-4.157171356;0.811263884;-2.777008466;mal
-0.319235591;0.237770712;0.054671078;-4.357925299;1.663544783;-5.039378361;mal
-0.197303025;0.311938238;0.100995818;-5.098335007;2.659105462;-7.060530448;mal
-0.153135442;0.325539704;0.143455483;-6.489221582;3.362476721;-8.753302274;mal
-0.056150624;0.344229059;0.147525381;-7.273092321;3.830752766;-9.931672181;mal
0.008078836;0.426976166;0.16631775;-7.47713377;4.437029896;-11.09893331;mal
-0.178973187;0.467838146;0.167404435;-8.022940084;4.947924182;-12.89518659;mal
-0.309174802;0.425159333;0.163926779;-8.724863024;5.342558752;-14.8301856;mal
-0.385849891;0.33382875;0.142500688;-9.29609687;5.693093944;-16.17337451;mal
-0.571504813;0.283747794;0.098132119;-9.631981775;6.017517309;-17.14977191;mal
-0.725916122;0.277718976;0.112202532;-10.34594013;6.288994841;-17.94298794;mal
-0.875937894;0.355487625;0.143450728;-11.13534223;6.546198306;-18.37236565;mal
-0.887584107;0.415580784;0.172046064;-11.61819895;6.602655765;-18.85468538;mal
-0.746679329;0.41878303;0.217760972;-11.60673544;6.996102391;-19.73131377;mal
-0.514092586;0.404623181;0.234985447;-10.95930906;7.546850146;-20.76052978;mal
-0.253884955;0.457745961;0.244018907;-10.30779927;7.660090671;-21.60259918;mal
0.001130113;0.482566919;0.30543755;-9.24065081;7.963124439;-22.19839963;mal
0.245645869;0.480239659;0.326514323;-7.753566899;8.462958605;-22.48495858;mal
0.381822505;0.454036897;0.29071972;-7.096530298;8.388650306;-23.08611449;mal
0.356043887;0.41085436;0.28240833;-7.336243268;7.941425826;-23.89592351;mal
0.141669474;0.371102842;0.357099175;-7.787411802;7.307906276;-24.50587723;mal
0.046328578;0.379792025;0.42619348;-7.204358695;7.281735097;-25.21456914;mal
0.097112868;0.414844105;0.387512719;-6.685569435;7.42719986;-26.00572297;mal
0.230760857;0.423210783;0.341315687;-6.57390394;7.503140481;-26.64171811;mal
0.354206829;0.417949238;0.331742409;-6.451204279;7.220751116;-26.791655;mal
0.447820328;0.455402372;0.32747989;-6.219885449;7.027549836;-26.83199863;mal
0.506032199;0.470143119;0.343426149;-5.867618332;7.151594096;-27.17887361;mal
0.457719377;0.432063023;0.34472121;-5.907049676;7.171562752;-27.51024175;mal
0.438094305;0.462692678;0.353507391;-6.128036327;7.431993463;-27.55181637;mal
0.40227753;0.513749914;0.373723043;-6.351250266;7.911867238;-27.36198664;mal
0.320953993;0.532314083;0.372945399;-7.763559387;8.142504994;-27.52530973;mal
0.354429414;0.512455426;0.419458176;-9.989942896;8.140752313;-28.06216032;mal
0.403112811;0.480758795;0.474259998;-10.51458462;8.117926538;-28.04221834;mal
0.468820156;0.520699267;0.458893205;-10.15540799;8.154558783;-28.06085262;mal
0.462315687;0.576497995;0.460594133;-10.44803723;8.104209306;-28.27082458;mal
0.391283717;0.570762519;0.423388335;-10.48139294;7.844992021;-28.37382465;mal
0.439927237;0.550238455;0.385745502;-9.878371033;7.959439958;-28.26983005;mal
0.476722814;0.537017761;0.410946545;-9.737977092;7.786843579;-28.10404212;mal
0.453493182;0.550370459;0.469102441;-8.22943938;8.006335846;-27.51966692;mal
0.356018907;0.524894007;0.471193423;-6.603640465;8.37906347;-27.28210618;mal
0.283341985;0.546274608;0.472207631;-6.073452511;7.925379387;-27.34390547;mal
0.279591727;0.564611378;0.457629254;-4.625141973;7.756598118;-26.96957381;mal
0.267599519;0.575149307;0.430231637;-3.384414561;7.642398778;-26.53137807;mal
0.177191417;0.569580383;0.419633551;-3.049000137;7.179684652;-26.37088346;mal
0.164989057;0.526678125;0.378928555;-2.258978122;6.983695004;-26.31706107;mal
0.192078034;0.501633608;0.386541423;-1.355510025;7.021970558;-26.26333923;mal
0.070761029;0.448397788;0.407119571;-0.703181697;6.962447828;-26.35244912;mal
-0.136690272;0.345880486;0.353354818;-0.917095482;7.116390274;-26.38665788;mal
-0.382545376;0.273449295;0.263821302;-1.498854843;7.330414384;-25.95355783;mal
-0.758350922;0.282343073;0.186574195;-1.954304876;7.753821889;-25.41306048;mal
-1.145503037;0.304305088;0.132600149;-1.961667657;7.725337802;-25.36377892;mal
-1.432385184;0.252428727;0.065759425;-0.751096467;7.297837737;-25.20104905;mal
-1.602163229;0.166361121;-0.014873496;0.15968878;7.253326274;-24.9008954;mal
-1.710709236;0.087662255;-0.090217944;-0.642775667;7.780068056;-24.93368409;mal
-1.760739888;0.062828979;-0.112952905;-0.763783239;8.039794924;-24.48010358;mal
-1.794196746;0.04495491;-0.103655953;-0.192545933;8.343976232;-23.83258464;mal
-1.887531912;-0.055787441;-0.078352928;-0.011323626;8.499201832;-23.50204909;mal
-2.008617795;-0.121230721;-0.048102555;-1.096665062;8.202863034;-23.21264202;mal
-2.145127764;-0.162745732;-0.02534737;-1.839413176;7.802582537;-22.36995991;mal
-2.23463378;-0.197934743;0.042464879;-1.782842716;7.746255652;-21.90130384;mal
-2.238060387;-0.136223158;0.087903346;-1.777529344;7.806633826;-21.68390123;mal
-2.124802338;-0.091720121;0.116495417;-2.662049254;7.439410653;-21.31524656;mal
-1.925246476;-0.094564341;0.166820041;-3.644214479;7.22774323;-20.84133901;mal
-1.652238685;-0.012135213;0.227599461;-4.913210948;6.972652144;-20.40800049;mal
-1.323458118;0.06283276;0.27390071;-5.916536842;6.744148485;-20.21480119;mal
-1.034110863;0.080885241;0.328708262;-6.011748404;6.718232624;-20.09652501;mal
-0.6915271;0.117363011;0.402779649;-5.076173965;6.648654391;-19.7839609;mal
-0.309582617;0.201780394;0.452502464;-4.160670702;6.454460672;-19.35080134;mal
0.079928097;0.299308411;0.559844047;-3.548348396;6.387936636;-19.08603565;mal
0.43825318;0.40442655;0.663460926;-2.984407523;6.470208909;-18.92625821;mal
0.671746133;0.51687785;0.713369084;-2.818989099;6.342646024;-18.7343172;mal
0.915241607;0.637329667;0.770109087;-2.819278866;6.082128952;-18.5289033;mal
1.183660995;0.751998568;0.77024957;-2.747621714;5.872878454;-18.266378;mal
1.379665865;0.7656194;0.716846683;-2.344753141;5.586849653;-17.8474857;mal
1.422609373;0.685645525;0.721735362;-1.813052835;5.359522688;-17.22189851;mal
1.268767904;0.657280681;0.779865991;-1.947899129;5.205159764;-16.72264684;mal
1.007212387;0.66685774;0.855119686;-1.946776929;5.066732604;-16.37990191;mal
0.801062794;0.689184198;0.839038673;-1.743423365;4.761553912;-16.1557731;mal
0.718863011;0.706850063;0.840993125;-1.831128712;4.29948916;-16.13787489;mal
0.676041251;0.740241549;0.836611207;-2.150622168;3.86757805;-15.87690284;mal
0.649384611;0.744509453;0.794138364;-2.49493493;3.961477717;-15.28024981;mal
0.671659104;0.687935316;0.754099175;-3.62983489;3.95479976;-14.97361787;mal
0.652637619;0.647329896;0.707868282;-4.247427304;3.688553116;-14.54647101;mal
0.598992724;0.574932566;0.701765441;-4.681394435;3.48977471;-14.16400318;mal
0.5310923;0.530464134;0.679774321;-4.739773931;3.421210709;-13.63047944;mal
0.574502635;0.58652647;0.644987625;-5.009837196;3.205148545;-13.38751766;mal
0.671148562;0.598947748;0.618407929;-5.407085231;3.214815324;-12.8893422;mal
0.722431649;0.625780623;0.546746534;-5.688988323;3.204858616;-12.51060985;mal
0.711557637;0.616381861;0.523928498;-5.738449661;3.155445731;-12.37642842;mal
0.661855219;0.617394924;0.539533803;-5.647311421;3.15185358;-12.2956848;mal
0.643147645;0.611797983;0.55186559;-5.5970975;3.282092896;-12.07160897;mal
0.617569955;0.621631259;0.551577919;-5.530063506;3.414470467;-11.81240241;mal
0.576402143;0.62603535;0.591552538;-5.569644521;3.423423051;-11.54295087;mal
0.564453821;0.557037928;0.544972786;-5.326188718;3.443643836;-11.3318208;mal
0.487680818;0.496721153;0.499266185;-4.687929245;3.367153702;-10.99756511;mal
0.379094534;0.465866277;0.473706428;-3.878918788;3.235515943;-10.59074774;mal
0.168327833;0.501942707;0.446477197;-2.435178441;3.299076485;-10.17008185;mal
-0.079531798;0.49223857;0.432372694;-0.96947667;3.051736885;-9.903321921;mal
-0.310453191;0.446107941;0.402897903;-0.533297951;2.574674895;-9.713849701;mal
-0.492964134;0.488081242;0.370564684;-0.320973263;2.433168532;-9.610431713;mal
-0.494457144;0.531622894;0.330968202;0.221466149;2.520938041;-9.38199861;mal
-0.431796379;0.514991463;0.288673542;0.532059631;2.584613894;-9.161197874;mal
-0.373980864;0.450409304;0.265042454;0.680671559;2.52073618;-9.066019867;mal
-0.367558554;0.413499083;0.280589091;1.174323323;2.524814184;-8.837780131;mal
-0.307948952;0.417191246;0.307748253;1.855839202;2.539391819;-8.473215029;mal
-0.218729575;0.439738914;0.315561304;2.154061239;2.312133824;-8.128851356;mal
-0.247697433;0.436721382;0.32460817;2.194741323;2.139672311;-7.774789269;mal
-0.378543257;0.393428326;0.317218517;2.141748144;2.022596844;-7.471102699;mal
-0.437315802;0.39228091;0.322746648;2.164251394;1.873703847;-7.203478186;mal
-0.461229632;0.364895325;0.337369428;2.414540633;1.708138319;-6.834232233;mal
-0.40167463;0.362009683;0.308934857;2.625146393;1.639934338;-6.41858439;mal
-0.300152515;0.399726538;0.258505328;2.03565336;1.654290586;-6.193342508;mal
-0.265098717;0.415522344;0.262907242;1.698591041;1.614323956;-6.000956673;mal
-0.299216397;0.395260857;0.260596425;1.565146148;1.526193921;-5.731465913;mal
-0.333941962;0.372388793;0.235846511;1.255929983;1.258758065;-5.49707496;mal
-0.321824166;0.357358428;0.226579008;0.961664979;1.114538317;-5.332613428;mal
-0.305143119;0.383247279;0.212232783;0.343996364;1.063746877;-5.197333954;mal
-0.242703907;0.410035465;0.199361235;-0.329770807;1.151793046;-4.985591174;mal
-0.190957202;0.428948436;0.194502578;-0.746201824;1.28395862;-4.741994798;mal
-0.112408617;0.457217429;0.232711413;-0.109578735;1.288259402;-4.252289716;mal
0.002544059;0.48102922;0.274600836;0.013196403;1.413569601;-4.119896471;mal
0.055921737;0.446568237;0.270814885;-0.316086726;1.483033978;-4.272818708;mal
0.014479374;0.382154635;0.214970895;-0.078178316;1.552217151;-4.302677042;mal
-0.125388507;0.360917669;0.184920649;-0.016867314;1.482149276;-4.2770469;mal
-0.2510436;0.389868569;0.191224991;-0.349708833;1.288901178;-4.120519539;mal
-0.337175662;0.410222241;0.236706428;-0.324160708;1.276097907;-3.878738014;mal
-0.265814713;0.439367767;0.286991692;-0.32476897;1.3630923;-3.662779328;mal
-0.117481838;0.469545777;0.303665578;-0.779976231;1.353739585;-3.594196923;mal
-0.003855678;0.46745554;0.306671594;-1.017083096;1.343980478;-3.486499416;mal
0.119310244;0.465229575;0.338878939;-0.930610383;1.396317599;-3.441743701;mal
0.237592357;0.471178927;0.33792844;-0.714872484;1.513380456;-3.424412217;mal
0.359514724;0.428847599;0.365237596;-0.219823769;1.653112138;-3.329614559;mal
0.367112868;0.486461671;0.385647359;0.092998762;1.650613736;-3.396450931;mal
0.382891543;0.564475765;0.374514553;0.378952691;1.614737817;-3.489382489;mal
0.358124441;0.576377564;0.377603816;0.579924076;1.459230179;-3.452620937;mal
0.315719147;0.529903461;0.388226939;0.33564239;1.248017774;-3.447329689;mal
0.275868626;0.480766128;0.427354074;-0.039275864;1.222375264;-3.436211853;mal
0.221641629;0.464662255;0.472176006;-0.489805789;1.335407518;-3.391258962;mal
0.174242179;0.491773118;0.522106623;-0.90156797;1.356150293;-3.28610707;mal
0.197775238;0.580709579;0.496121462;-1.086633114;1.291674328;-3.162768613;mal
0.270723731;0.594770253;0.435270597;-1.409504526;1.314554411;-3.229359321;mal
0.350316604;0.565648275;0.378654062;-1.438775493;1.296586955;-3.194718347;mal
0.368946774;0.529226366;0.375091784;-1.486185463;1.22475791;-3.105443965;mal
0.308705626;0.468487281;0.392925633;-1.771686651;1.143775603;-3.051865396;mal
0.246218517;0.430678584;0.407717199;-2.069896308;1.10496651;-2.916139121;mal
0.182451301;0.411259367;0.386090925;-2.322561362;1.141390571;-2.771017791;mal
0.035823078;0.499202991;0.37950888;-2.455602624;1.142552496;-2.650180763;mal
-0.145847485;0.563002865;0.380143978;-2.419804588;1.165528657;-2.487935981;mal
-0.140987338;0.56452773;0.389212731;-2.303473781;1.172071784;-2.309714357;mal
-0.16312679;0.53547078;0.431929071;-2.033044335;1.167375837;-2.109808515;mal
-0.174777415;0.46535562;0.41662553;-1.641754716;1.225638069;-1.868008309;mal
-0.233929357;0.450878194;0.404012948;-1.344705877;1.281186496;-1.645066985;mal
-0.171675662;0.4949458;0.388104274;-1.055206177;1.287565663;-1.468947507;mal
-0.083396585;0.473374241;0.362367939;-0.614503083;1.195718562;-1.325243495;mal
0.021257248;0.470356824;0.346784004;-0.040962945;1.087184542;-1.219994394;mal
0.086468832;0.533215538;0.341478228;0.409104834;1.024891691;-1.158344967;mal
0.112468718;0.590449066;0.330661224;0.698931518;0.957107873;-1.127491547;mal
0.098474676;0.55429764;0.368192105;0.992849525;0.848109284;-1.080619159;mal
-0.01944242;0.459093961;0.369115675;1.312086536;0.763585184;-1.001382335;mal
-0.159518735;0.379116248;0.340219491;1.584139271;0.759822158;-0.867172395;mal
-0.293231752;0.336005615;0.335102498;1.824964302;0.777632729;-0.70836798;mal
-0.353638536;0.373005271;0.265790134;1.976061877;0.76956249;-0.612642368;mal
-0.343259024;0.459504182;0.271991922;2.076514398;0.757042698;-0.57053027;mal
-0.290778962;0.524090696;0.273656354;2.200846937;0.803766446;-0.518289839;mal
-0.233948264;0.533927868;0.249585997;2.342260436;0.810956985;-0.46977049;mal
-0.131532772;0.562888851;0.272078893;2.450648682;0.760647694;-0.428293005;mal
-0.043384668;0.604414805;0.311522115;2.386623211;0.738583443;-0.416476236;mal
0.076884325;0.637874527;0.407581242;2.22273354;0.75712989;-0.404776603;mal
0.180407414;0.682124785;0.474806806;1.973507401;0.718738242;-0.37134333;mal
0.326405179;0.691976338;0.478941217;1.676090608;0.631033843;-0.357317575;mal
0.381102555;0.681628968;0.426133551;1.344382024;0.585721716;-0.344958384;mal
0.30298602;0.598913258;0.426736507;1.00183761;0.567498803;-0.3192104;mal
0.201872407;0.537082789;0.422632176;-0.141841619;-0.117312059;1.197942311;mal
0.131420305;0.528658015;0.419253466;-0.210270163;-0.117728406;1.30079523;mal
0.082748195;0.518315515;0.412890569;-0.297246391;-0.063615565;1.466061616;mal
0.009212731;0.5093205;0.356791223;-0.337791071;-0.005344599;1.589612325;mal
-0.045108628;0.527803942;0.357665234;-0.324924936;-0.003949073;1.531402711;mal
-0.035925232;0.510336255;0.338080726;-0.293884335;-0.001581775;1.413189623;mal
0.020151541;0.484834135;0.32860691;-0.203328492;0.051304565;1.374773432;mal
0.134823192;0.48008955;0.360063997;-0.039363069;0.12887923;1.360031842;mal
0.258462186;0.476436061;0.399057408;0.154543991;0.230653033;1.39327271;mal
0.391437436;0.483288129;0.41763928;0.258933977;0.334910879;1.467491947;mal
0.462823078;0.493372522;0.436063481;0.396102331;0.43252493;1.594797012;mal
0.502730721;0.51375255;0.399659276;0.575347224;0.418668945;1.700425331;mal
0.484209465;0.518907987;0.344010141;0.698278209;0.364994254;1.751020263;mal
0.441787785;0.512524006;0.290893377;0.781245858;0.329050618;1.798134423;mal
0.379994672;0.527637275;0.21342592;0.792954717;0.300744028;1.842031492;mal
0.407051106;0.534181735;0.163261201;0.786666258;0.239618549;1.891925874;mal
0.322842271;0.485638364;0.088705855;0.711104908;0.141889354;1.963548758;mal
-0.018562622;0.381850521;0.071066575;0.553391488;0.036113606;2.033867361;mal
-0.284384038;0.30276693;0.032795061;0.341726559;-0.069346827;2.132607167;mal
-0.444541538;0.277983729;-0.000907872;0.148248915;-0.14717123;2.245484243;mal
-0.623970838;0.303049272;-0.016291051;0.015024137;-0.204805268;2.36860927;mal
-0.712551965;0.266232669;-0.042150338;-0.087337456;-0.268003814;2.504944142;mal
-0.856897216;0.183342328;-0.012605821;-0.168784235;-0.327202214;2.6621995;mal
-1.0228531;0.126299301;-0.021114988;-0.20295031;-0.370856387;2.886153504;mal
-1.039757362;0.159966254;-0.057639739;-0.187616017;-0.452038123;3.18956697;mal
-0.956418586;0.226265498;-0.033418643;-0.19481788;-0.632254605;3.561502092;mal
-0.86224069;0.220017073;0.015032485;-0.279986744;-0.82760901;3.994903275;mal
-0.858586055;0.142031053;0.025645869;-0.433282937;-1.016367212;4.437317675;mal
-0.831854761;0.058795348;-0.018324625;-0.644815129;-1.238895974;4.853714714;mal
-0.846729346;0.057116191;-0.024738226;-0.890274502;-1.521540221;5.23703756;mal
-0.900956915;0.084224705;-0.020495302;-1.098721703;-1.833403179;5.655917357;mal
