gyrox;gyroy;gyroz;promx;promy;promz;label
1.947733943;0.688688741;0.204173766;-1.017083096;1.343980478;-3.486499416;mal
1.329027066;0.733928896;-0.107579201;-0.930610383;1.396317599;-3.441743701;mal
0.605056572;0.695269273;-0.41434315;-0.714872484;1.513380456;-3.424412217;mal
-0.114902052;0.723521298;-0.685065225;-0.219823769;1.653112138;-3.329614559;mal
-0.849643649;0.768544648;-0.917377427;0.092998762;1.650613736;-3.396450931;mal
-1.442859845;0.829127177;-1.183082529;0.378952691;1.614737817;-3.489382489;mal
-2.060165114;0.929169218;-1.452888519;0.579924076;1.459230179;-3.452620937;mal
-2.716523239;0.979159512;-1.680633555;0.33564239;1.248017774;-3.447329689;mal
-3.350112313;1.012422518;-1.848260566;-0.039275864;1.222375264;-3.436211853;mal
-3.88452274;1.00726345;-1.921107876;-0.489805789;1.335407518;-3.391258962;mal
-4.300396229;0.916468497;-1.952714476;-0.90156797;1.356150293;-3.28610707;mal
-4.604885469;0.789510094;-1.923995507;-1.086633114;1.291674328;-3.162768613;mal
-4.705353134;0.716312812;-1.875119412;-1.409504526;1.314554411;-3.229359321;mal
-4.484613089;0.741866001;-1.77420416;-1.438775493;1.296586955;-3.194718347;mal
-3.905657515;0.822075153;-1.595659179;-1.486185463;1.22475791;-3.105443965;mal
-3.20641137;0.862607155;-1.421510039;-1.771686651;1.143775603;-3.051865396;mal
-2.369930449;0.891636217;-1.263131226;-2.069896308;1.10496651;-2.916139121;mal
-1.518561453;0.953219246;-1.131500111;-2.322561362;1.141390571;-2.771017791;mal
-0.657114309;1.049918691;-0.970981309;-2.455602624;1.142552496;-2.650180763;mal
0.127242374;1.131267332;-0.814091237;-2.419804588;1.165528657;-2.487935981;mal
0.826145258;1.120630505;-0.638507709;-2.303473781;1.172071784;-2.309714357;mal
1.40070355;1.092735219;-0.492626955;-2.033044335;1.167375837;-2.109808515;mal
1.903546478;1.09151919;-0.405969163;-1.641754716;1.225638069;-1.868008309;mal
2.310060621;1.133196062;-0.344182418;-1.344705877;1.281186496;-1.645066985;mal
2.644272047;1.195641986;-0.300688852;-1.055206177;1.287565663;-1.468947507;mal
2.927085635;1.205671492;-0.273390349;-0.614503083;1.195718562;-1.325243495;mal
3.099637604;1.18884975;-0.282564393;-0.040962945;1.087184542;-1.219994394;mal
3.099673932;1.176799945;-0.351890294;0.409104834;1.024891691;-1.158344967;mal
2.932281253;1.17933178;-0.460100666;0.698931518;0.957107873;-1.127491547;mal
2.684028286;1.145541043;-0.604562396;0.992849525;0.848109284;-1.080619159;mal
2.318803106;1.171853855;-0.739488741;1.312086536;0.763585184;-1.001382335;mal
1.895947366;1.231216362;-0.873049307;1.584139271;0.759822158;-0.867172395;mal
1.381863228;1.276641154;-1.043869994;1.824964302;0.777632729;-0.70836798;mal
0.870093178;1.293502274;-1.177615363;1.976061877;0.76956249;-0.612642368;mal
0.434946201;1.331167776;-1.251292291;2.076514398;0.757042698;-0.57053027;mal
-0.030415086;1.272285413;-1.32694193;2.200846937;0.803766446;-0.518289839;mal
-0.385786633;1.149368164;-1.370113145;2.342260436;0.810956985;-0.46977049;mal
-0.697656961;1.067055962;-1.378735718;2.450648682;0.760647694;-0.428293005;mal
-0.918156517;0.993830338;-1.384072934;2.386623211;0.738583443;-0.416476236;mal
-0.933034942;0.95983777;-1.400641154;2.22273354;0.75712989;-0.404776603;mal
-0.783589018;1.012627066;-1.403454077;1.973507401;0.718738242;-0.37134333;mal
-0.663575652;1.107619135;-1.404586578;1.676090608;0.631033843;-0.357317575;mal
-0.581731059;1.191804825;-1.422167221;1.344382024;0.585721716;-0.344958384;mal
-0.496626345;1.278295618;-1.40030305;1.00183761;0.567498803;-0.3192104;mal
-0.365868552;1.334372712;-1.364071825;-0.141841619;-0.117312059;1.197942311;mal
-0.172008985;1.366723627;-1.283178148;-0.210270163;-0.117728406;1.30079523;mal
0.075845147;1.397725069;-1.191986467;-0.297246391;-0.063615565;1.466061616;mal
0.298527121;1.413702052;-1.078912091;-0.337791071;-0.005344599;1.589612325;mal
0.517286578;1.406082196;-0.947285968;-0.324924936;-0.003949073;1.531402711;mal
0.714777593;1.367570993;-0.846721021;-0.293884335;-0.001581775;1.413189623;mal
0.897190128;1.379140266;-0.761844038;-0.203328492;0.051304565;1.374773432;mal
1.064507654;1.3853934;-0.722222518;-0.039363069;0.12887923;1.360031842;mal
1.119844925;1.370529895;-0.647919024;0.154543991;0.230653033;1.39327271;mal
1.168997781;1.344494786;-0.603331503;0.258933977;0.334910879;1.467491947;mal
1.161740155;1.341957571;-0.513267055;0.396102331;0.43252493;1.594797012;mal
0.955256905;1.256921797;-0.388829728;0.575347224;0.418668945;1.700425331;mal
0.513479201;1.032107099;-0.249846811;0.698278209;0.364994254;1.751020263;mal
-0.011807876;0.762431669;-0.146385469;0.781245858;0.329050618;1.798134423;mal
-0.569346811;0.533490072;-0.092633777;0.792954717;0.300744028;1.842031492;mal
-0.929505269;0.387384637;0.004072934;0.786666258;0.239618549;1.891925874;mal
-1.172892124;0.337435774;0.126376983;0.711104908;0.141889354;1.963548758;mal
-1.37691015;0.257469384;0.214115363;0.553391488;0.036113606;2.033867361;mal
-1.49888619;0.227673267;0.296625624;0.341726559;-0.069346827;2.132607167;mal
-1.447949029;0.244127787;0.395705546;0.148248915;-0.14717123;2.245484243;mal
-1.290776484;0.243484193;0.492968663;0.015024137;-0.204805268;2.36860927;mal
-1.102416029;0.29163777;0.588639823;-0.087337456;-0.268003814;2.504944142;mal
-0.779215252;0.313210372;0.693859124;-0.168784235;-0.327202214;2.6621995;mal
-0.489252634;0.281511703;0.841162119;-0.20295031;-0.370856387;2.886153504;mal
-0.2104198;0.321557959;0.947020688;-0.187616017;-0.452038123;3.18956697;mal
-0.054164171;0.414934554;1.041116473;-0.19481788;-0.632254605;3.561502092;mal
-0.038670549;0.487928896;1.097650028;-0.279986744;-0.82760901;3.994903275;mal
-0.103361009;0.510667221;1.174369662;-0.433282937;-1.016367212;4.437317675;mal
-0.231392346;0.523816029;1.206266334;-0.644815129;-1.238895974;4.853714714;mal
-0.437408375;0.463984637;1.227744703;-0.890274502;-1.521540221;5.23703756;mal
-0.691406822;0.391385191;1.259212146;-1.098721703;-1.833403179;5.655917357;mal
-1.016796229;0.349186689;1.331696617;-1.293103444;-2.186593779;6.108664466;mal
