-3.088;-2.6805;-1.091;-0.141841619;-0.117312059;1.197942311
-3.618464182;-2.704619935;-1.115257518;-0.210270163;-0.117728406;1.30079523
-5.425511088;-1.530958319;-0.854557878;-0.297246391;-0.063615565;1.466061616
-7.009614246;-0.246104493;-0.548292059;-0.337791071;-0.005344599;1.589612325
-7.432707419;0.826757285;0.059893185;-0.324924936;-0.003949073;1.531402711
-6.955226576;1.666238825;0.887032161;-0.293884335;-0.001581775;1.413189623
-5.629768548;2.567946186;1.779986068;-0.203328492;0.051304565;1.374773432
-3.327539533;2.98829322;2.441799025;-0.039363069;0.12887923;1.360031842
-0.108815511;2.952325206;2.820610414;0.154543991;0.230653033;1.39327271
2.688904911;2.859634274;2.926432079;0.258933977;0.334910879;1.467491947
5.519441426;2.19215436;2.672587542;0.396102331;0.43252493;1.594797012
6.933729246;1.454487229;2.075034483;0.575347224;0.418668945;1.700425331
7.312940091;0.261778649;1.43008255;0.698278209;0.364994254;1.751020263
6.447101997;-1.066182225;0.865773598;0.781245858;0.329050618;1.798134423
4.907281667;-2.65452055;0.620593696;0.792954717;0.300744028;1.842031492
2.568402125;-4.041467433;0.735299547;0.786666258;0.239618549;1.891925874
0.076850226;-4.468446186;1.129414374;0.711104908;0.141889354;1.963548758
-1.820858992;-3.945207535;1.78676402;0.553391488;0.036113606;2.033867361
-3.401873041;-2.669777952;2.451874608;0.341726559;-0.069346827;2.132607167
-3.821893881;-0.791667247;2.811178335;0.148248915;-0.14717123;2.245484243
-2.277651225;1.476552595;2.763721642;0.015024137;-0.204805268;2.36860927
0.613205852;3.407021073;2.562104319;-0.087337456;-0.268003814;2.504944142
3.987381865;4.554010856;2.596991699;-0.168784235;-0.327202214;2.6621995
6.84173569;5.149771276;2.848440555;-0.20295031;-0.370856387;2.886153504
9.281193661;5.127679728;3.044801115;-0.187616017;-0.452038123;3.18956697
11.98014559;4.777506966;3.085066005;-0.19481788;-0.632254605;3.561502092
14.22380245;4.273203704;3.17330094;-0.279986744;-0.82760901;3.994903275
15.10338454;3.484983804;3.218970742;-0.433282937;-1.016367212;4.437317675
14.4048187;2.530750842;3.012612969;-0.644815129;-1.238895974;4.853714714
12.05620875;1.72276431;2.546814815;-0.890274502;-1.521540221;5.23703756
