epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681470215316,2023-04-14T13:03:35.316,7.730,-0.997,0.042,-0.182
1681470215326,2023-04-14T13:03:35.326,7.740,-0.994,0.048,-0.179
1681470215336,2023-04-14T13:03:35.336,7.750,-0.995,0.057,-0.176
1681470215346,2023-04-14T13:03:35.346,7.760,-0.999,0.063,-0.174
1681470215356,2023-04-14T13:03:35.356,7.770,-1.000,0.057,-0.166
1681470215366,2023-04-14T13:03:35.366,7.780,-0.995,0.055,-0.161
1681470215376,2023-04-14T13:03:35.376,7.790,-0.990,0.062,-0.154
1681470215386,2023-04-14T13:03:35.386,7.800,-0.990,0.065,-0.159
1681470215396,2023-04-14T13:03:35.396,7.810,-0.993,0.060,-0.163
1681470215406,2023-04-14T13:03:35.406,7.820,-0.993,0.056,-0.157
1681470215416,2023-04-14T13:03:35.416,7.830,-0.988,0.066,-0.140
1681470215426,2023-04-14T13:03:35.426,7.840,-0.990,0.063,-0.134
1681470215436,2023-04-14T13:03:35.436,7.850,-0.995,0.048,-0.152
1681470215446,2023-04-14T13:03:35.446,7.860,-1.005,0.036,-0.177
1681470215456,2023-04-14T13:03:35.456,7.870,-1.003,0.038,-0.171
1681470215466,2023-04-14T13:03:35.466,7.880,-1.002,0.048,-0.167
1681470215476,2023-04-14T13:03:35.476,7.890,-1.004,0.052,-0.168
1681470215486,2023-04-14T13:03:35.486,7.900,-1.000,0.061,-0.159
1681470215496,2023-04-14T13:03:35.496,7.910,-0.993,0.073,-0.144
1681470215506,2023-04-14T13:03:35.506,7.920,-0.986,0.078,-0.146
1681470215516,2023-04-14T13:03:35.516,7.930,-0.989,0.076,-0.159
1681470215526,2023-04-14T13:03:35.526,7.940,-0.998,0.063,-0.165
1681470215536,2023-04-14T13:03:35.536,7.950,-1.004,0.049,-0.164
1681470215546,2023-04-14T13:03:35.546,7.960,-1.001,0.043,-0.163
1681470215556,2023-04-14T13:03:35.556,7.970,-0.997,0.040,-0.173
1681470215566,2023-04-14T13:03:35.566,7.980,-0.990,0.048,-0.179
1681470215576,2023-04-14T13:03:35.576,7.990,-0.986,0.062,-0.186
1681470215586,2023-04-14T13:03:35.586,8.000,-0.990,0.071,-0.185
1681470215596,2023-04-14T13:03:35.596,8.010,-0.996,0.077,-0.179
1681470215606,2023-04-14T13:03:35.606,8.020,-0.995,0.067,-0.170
1681470215616,2023-04-14T13:03:35.616,8.030,-0.998,0.049,-0.169
1681470215626,2023-04-14T13:03:35.626,8.040,-0.995,0.028,-0.169
1681470215636,2023-04-14T13:03:35.636,8.050,-0.993,0.015,-0.174
1681470215646,2023-04-14T13:03:35.646,8.060,-0.991,0.012,-0.176
1681470215656,2023-04-14T13:03:35.656,8.070,-0.993,0.031,-0.171
1681470215666,2023-04-14T13:03:35.666,8.080,-0.997,0.051,-0.158
1681470215676,2023-04-14T13:03:35.676,8.090,-1.000,0.054,-0.153
1681470215686,2023-04-14T13:03:35.686,8.100,-1.001,0.054,-0.152
1681470215696,2023-04-14T13:03:35.696,8.110,-0.999,0.061,-0.155
1681470215706,2023-04-14T13:03:35.706,8.120,-0.996,0.055,-0.154
1681470215716,2023-04-14T13:03:35.716,8.130,-0.994,0.051,-0.156
1681470215726,2023-04-14T13:03:35.726,8.140,-0.993,0.050,-0.164
1681470215736,2023-04-14T13:03:35.736,8.150,-0.995,0.053,-0.167
1681470215746,2023-04-14T13:03:35.746,8.160,-0.997,0.057,-0.171
1681470215756,2023-04-14T13:03:35.756,8.170,-0.995,0.057,-0.169
1681470215766,2023-04-14T13:03:35.766,8.180,-0.993,0.057,-0.175
1681470215776,2023-04-14T13:03:35.776,8.190,-0.992,0.059,-0.182
1681470215786,2023-04-14T13:03:35.786,8.200,-0.992,0.062,-0.186
1681470215796,2023-04-14T13:03:35.796,8.210,-0.995,0.065,-0.181
1681470215806,2023-04-14T13:03:35.806,8.220,-0.995,0.066,-0.177
1681470215816,2023-04-14T13:03:35.816,8.230,-0.998,0.064,-0.173
1681470215826,2023-04-14T13:03:35.826,8.240,-0.995,0.060,-0.164
1681470215836,2023-04-14T13:03:35.836,8.250,-0.993,0.055,-0.166
1681470215846,2023-04-14T13:03:35.846,8.260,-0.993,0.050,-0.171
1681470215856,2023-04-14T13:03:35.856,8.270,-0.992,0.050,-0.176
1681470215866,2023-04-14T13:03:35.866,8.280,-0.993,0.057,-0.172
1681470215876,2023-04-14T13:03:35.876,8.290,-0.996,0.063,-0.166
1681470215886,2023-04-14T13:03:35.886,8.300,-0.998,0.056,-0.162
1681470215896,2023-04-14T13:03:35.896,8.310,-0.994,0.052,-0.163
1681470215906,2023-04-14T13:03:35.906,8.320,-0.995,0.055,-0.162
1681470215916,2023-04-14T13:03:35.916,8.330,-0.996,0.055,-0.162
1681470215926,2023-04-14T13:03:35.926,8.340,-0.997,0.056,-0.161
1681470215936,2023-04-14T13:03:35.936,8.350,-0.996,0.058,-0.161
1681470215946,2023-04-14T13:03:35.946,8.360,-0.992,0.057,-0.159
1681470215956,2023-04-14T13:03:35.956,8.370,-0.992,0.056,-0.162
1681470215966,2023-04-14T13:03:35.966,8.380,-0.996,0.057,-0.166
1681470215976,2023-04-14T13:03:35.976,8.390,-0.997,0.053,-0.178
1681470215986,2023-04-14T13:03:35.986,8.400,-0.999,0.053,-0.188
1681470215996,2023-04-14T13:03:35.996,8.410,-0.997,0.057,-0.191
1681470216006,2023-04-14T13:03:36.006,8.420,-0.993,0.056,-0.191
1681470216016,2023-04-14T13:03:36.016,8.430,-0.990,0.057,-0.182
1681470216026,2023-04-14T13:03:36.026,8.440,-0.990,0.061,-0.183
1681470216036,2023-04-14T13:03:36.036,8.450,-0.991,0.062,-0.188
1681470216046,2023-04-14T13:03:36.046,8.460,-0.995,0.065,-0.182
1681470216056,2023-04-14T13:03:36.056,8.470,-0.995,0.060,-0.175
1681470216066,2023-04-14T13:03:36.066,8.480,-0.994,0.054,-0.165
1681470216076,2023-04-14T13:03:36.076,8.490,-0.995,0.051,-0.163
1681470216086,2023-04-14T13:03:36.086,8.500,-1.000,0.050,-0.174
1681470216096,2023-04-14T13:03:36.096,8.510,-0.997,0.052,-0.175
1681470216106,2023-04-14T13:03:36.106,8.520,-0.998,0.057,-0.175
1681470216116,2023-04-14T13:03:36.116,8.530,-0.995,0.063,-0.177
1681470216126,2023-04-14T13:03:36.126,8.540,-0.990,0.067,-0.179
1681470216136,2023-04-14T13:03:36.136,8.550,-0.990,0.068,-0.178
1681470216146,2023-04-14T13:03:36.146,8.560,-0.991,0.066,-0.178
1681470216156,2023-04-14T13:03:36.156,8.570,-0.994,0.058,-0.182
1681470216166,2023-04-14T13:03:36.166,8.580,-0.991,0.051,-0.181
1681470216176,2023-04-14T13:03:36.176,8.590,-0.990,0.051,-0.188
1681470216186,2023-04-14T13:03:36.186,8.600,-0.992,0.056,-0.188
1681470216196,2023-04-14T13:03:36.196,8.610,-0.992,0.060,-0.183
1681470216206,2023-04-14T13:03:36.206,8.620,-0.994,0.061,-0.175
1681470216216,2023-04-14T13:03:36.216,8.630,-0.996,0.058,-0.167
1681470216226,2023-04-14T13:03:36.226,8.640,-0.996,0.056,-0.168
1681470216236,2023-04-14T13:03:36.236,8.650,-0.994,0.056,-0.165
1681470216246,2023-04-14T13:03:36.246,8.660,-0.993,0.054,-0.168
1681470216256,2023-04-14T13:03:36.256,8.670,-0.991,0.054,-0.170
1681470216266,2023-04-14T13:03:36.266,8.680,-0.995,0.056,-0.171
1681470216276,2023-04-14T13:03:36.276,8.690,-0.997,0.054,-0.176
1681470216286,2023-04-14T13:03:36.286,8.700,-0.999,0.056,-0.173
1681470216296,2023-04-14T13:03:36.296,8.710,-0.997,0.058,-0.172
1681470216306,2023-04-14T13:03:36.306,8.720,-0.993,0.057,-0.165
1681470216316,2023-04-14T13:03:36.316,8.730,-0.994,0.057,-0.161
1681470216326,2023-04-14T13:03:36.326,8.740,-0.996,0.055,-0.170
1681470216336,2023-04-14T13:03:36.336,8.750,-0.998,0.054,-0.177
1681470216346,2023-04-14T13:03:36.346,8.760,-0.992,0.051,-0.177
1681470216356,2023-04-14T13:03:36.356,8.770,-0.989,0.054,-0.182
1681470216366,2023-04-14T13:03:36.366,8.780,-0.990,0.062,-0.189
1681470216376,2023-04-14T13:03:36.376,8.790,-0.989,0.069,-0.190
1681470216386,2023-04-14T13:03:36.386,8.800,-0.993,0.066,-0.189
1681470216396,2023-04-14T13:03:36.396,8.810,-0.995,0.063,-0.178
1681470216406,2023-04-14T13:03:36.406,8.820,-0.994,0.064,-0.170
1681470216416,2023-04-14T13:03:36.416,8.830,-0.994,0.063,-0.161
1681470216426,2023-04-14T13:03:36.426,8.840,-0.996,0.061,-0.152
1681470216436,2023-04-14T13:03:36.436,8.850,-0.998,0.063,-0.144
1681470216446,2023-04-14T13:03:36.446,8.860,-1.002,0.065,-0.136
1681470216456,2023-04-14T13:03:36.456,8.870,-1.004,0.067,-0.125
1681470216466,2023-04-14T13:03:36.466,8.880,-1.005,0.070,-0.116
1681470216476,2023-04-14T13:03:36.476,8.890,-1.006,0.074,-0.103
1681470216486,2023-04-14T13:03:36.486,8.900,-1.007,0.076,-0.073
1681470216496,2023-04-14T13:03:36.496,8.910,-1.020,0.076,-0.047
1681470216506,2023-04-14T13:03:36.506,8.920,-1.025,0.073,-0.020
1681470216516,2023-04-14T13:03:36.516,8.930,-1.047,0.067,0.022
1681470216526,2023-04-14T13:03:36.526,8.940,-1.058,0.054,0.072
1681470216536,2023-04-14T13:03:36.536,8.950,-1.061,0.035,0.102
1681470216546,2023-04-14T13:03:36.546,8.960,-1.053,0.010,0.129
1681470216556,2023-04-14T13:03:36.556,8.970,-1.041,-0.012,0.132
1681470216566,2023-04-14T13:03:36.566,8.980,-1.035,-0.037,0.058
1681470216576,2023-04-14T13:03:36.576,8.990,-0.982,-0.033,-0.038
1681470216586,2023-04-14T13:03:36.586,9.000,-1.005,-0.046,-0.147
1681470216596,2023-04-14T13:03:36.596,9.010,-0.993,-0.031,-0.152
1681470216606,2023-04-14T13:03:36.606,9.020,-0.977,0.000,-0.168
1681470216616,2023-04-14T13:03:36.616,9.030,-0.981,0.052,-0.166
1681470216626,2023-04-14T13:03:36.626,9.040,-0.984,0.099,-0.155
1681470216636,2023-04-14T13:03:36.636,9.050,-0.990,0.115,-0.151
1681470216646,2023-04-14T13:03:36.646,9.060,-0.980,0.103,-0.118
1681470216656,2023-04-14T13:03:36.656,9.070,-0.975,0.078,-0.017
1681470216666,2023-04-14T13:03:36.666,9.080,-0.954,-0.010,0.113
1681470216676,2023-04-14T13:03:36.676,9.090,-0.937,-0.167,0.227
1681470216686,2023-04-14T13:03:36.686,9.100,-0.893,-0.291,0.307
1681470216696,2023-04-14T13:03:36.696,9.110,-0.896,-0.329,0.270
1681470216706,2023-04-14T13:03:36.706,9.120,-0.935,-0.317,0.172
1681470216716,2023-04-14T13:03:36.716,9.130,-0.927,-0.219,-0.044
1681470216726,2023-04-14T13:03:36.726,9.140,-0.995,-0.106,-0.246
1681470216736,2023-04-14T13:03:36.736,9.150,-0.991,-0.053,-0.242
1681470216746,2023-04-14T13:03:36.746,9.160,-0.921,0.066,-0.212
1681470216756,2023-04-14T13:03:36.756,9.170,-0.889,0.189,-0.151
1681470216766,2023-04-14T13:03:36.766,9.180,-0.882,0.209,-0.069
1681470216776,2023-04-14T13:03:36.776,9.190,-0.852,0.154,-0.075
1681470216786,2023-04-14T13:03:36.786,9.200,-0.883,0.125,-0.062
1681470216796,2023-04-14T13:03:36.796,9.210,-0.941,0.099,0.009
1681470216806,2023-04-14T13:03:36.806,9.220,-1.003,0.079,0.041
1681470216816,2023-04-14T13:03:36.816,9.230,-1.027,0.058,0.027
1681470216826,2023-04-14T13:03:36.826,9.240,-1.033,0.008,0.024
1681470216836,2023-04-14T13:03:36.836,9.250,-1.002,0.007,0.035
1681470216846,2023-04-14T13:03:36.846,9.260,-0.948,0.007,0.011
1681470216856,2023-04-14T13:03:36.856,9.270,-0.871,-0.043,0.140
1681470216866,2023-04-14T13:03:36.866,9.280,-0.868,-0.067,0.201
1681470216876,2023-04-14T13:03:36.876,9.290,-0.953,-0.056,0.015
1681470216886,2023-04-14T13:03:36.886,9.300,-1.055,-0.032,-0.144
1681470216896,2023-04-14T13:03:36.896,9.310,-1.083,-0.014,-0.071
1681470216906,2023-04-14T13:03:36.906,9.320,-1.049,0.021,0.156
1681470216916,2023-04-14T13:03:36.916,9.330,-1.022,0.031,0.243
1681470216926,2023-04-14T13:03:36.926,9.340,-1.031,0.041,0.223
1681470216936,2023-04-14T13:03:36.936,9.350,-1.032,0.021,0.245
1681470216946,2023-04-14T13:03:36.946,9.360,-1.006,0.007,0.343
1681470216956,2023-04-14T13:03:36.956,9.370,-1.010,0.036,0.260
1681470216966,2023-04-14T13:03:36.966,9.380,-1.045,0.012,0.126
1681470216976,2023-04-14T13:03:36.976,9.390,-1.028,-0.073,0.137
1681470216986,2023-04-14T13:03:36.986,9.400,-1.043,-0.126,0.148
1681470216996,2023-04-14T13:03:36.996,9.410,-1.022,-0.036,0.224
1681470217006,2023-04-14T13:03:37.006,9.420,-0.989,0.104,0.272
1681470217016,2023-04-14T13:03:37.016,9.430,-0.982,0.171,0.306
1681470217026,2023-04-14T13:03:37.026,9.440,-0.997,0.174,0.362
1681470217036,2023-04-14T13:03:37.036,9.450,-1.024,0.117,0.416
1681470217046,2023-04-14T13:03:37.046,9.460,-1.038,0.108,0.403
1681470217056,2023-04-14T13:03:37.056,9.470,-1.053,0.143,0.346
1681470217066,2023-04-14T13:03:37.066,9.480,-1.059,0.103,0.358
1681470217076,2023-04-14T13:03:37.076,9.490,-1.038,-0.007,0.355
1681470217086,2023-04-14T13:03:37.086,9.500,-1.003,-0.051,0.340
1681470217096,2023-04-14T13:03:37.096,9.510,-0.968,-0.026,0.393
1681470217106,2023-04-14T13:03:37.106,9.520,-0.948,0.052,0.461
1681470217116,2023-04-14T13:03:37.116,9.530,-0.962,0.133,0.475
1681470217126,2023-04-14T13:03:37.126,9.540,-0.974,0.128,0.496
1681470217136,2023-04-14T13:03:37.136,9.550,-0.976,0.099,0.498
1681470217146,2023-04-14T13:03:37.146,9.560,-0.989,0.086,0.470
1681470217156,2023-04-14T13:03:37.156,9.570,-0.966,0.064,0.490
1681470217166,2023-04-14T13:03:37.166,9.580,-0.930,0.033,0.501
1681470217176,2023-04-14T13:03:37.176,9.590,-0.895,0.010,0.523
1681470217186,2023-04-14T13:03:37.186,9.600,-0.880,0.025,0.558
1681470217196,2023-04-14T13:03:37.196,9.610,-0.900,0.055,0.567
1681470217206,2023-04-14T13:03:37.206,9.620,-0.921,0.063,0.552
1681470217216,2023-04-14T13:03:37.216,9.630,-0.910,0.050,0.564
1681470217226,2023-04-14T13:03:37.226,9.640,-0.898,0.044,0.561
1681470217236,2023-04-14T13:03:37.236,9.650,-0.893,0.055,0.554
1681470217246,2023-04-14T13:03:37.246,9.660,-0.902,0.083,0.559
1681470217256,2023-04-14T13:03:37.256,9.670,-0.931,0.105,0.540
1681470217266,2023-04-14T13:03:37.266,9.680,-0.937,0.091,0.536
1681470217276,2023-04-14T13:03:37.276,9.690,-0.932,0.093,0.533
1681470217286,2023-04-14T13:03:37.286,9.700,-0.937,0.086,0.539
1681470217296,2023-04-14T13:03:37.296,9.710,-0.958,0.062,0.519
1681470217306,2023-04-14T13:03:37.306,9.720,-0.967,0.042,0.500
1681470217316,2023-04-14T13:03:37.316,9.730,-0.956,0.022,0.482
1681470217326,2023-04-14T13:03:37.326,9.740,-0.945,0.001,0.478
1681470217336,2023-04-14T13:03:37.336,9.750,-0.934,-0.017,0.499
1681470217346,2023-04-14T13:03:37.346,9.760,-0.938,-0.018,0.497
1681470217356,2023-04-14T13:03:37.356,9.770,-0.951,-0.010,0.481
1681470217366,2023-04-14T13:03:37.366,9.780,-0.949,0.003,0.464
1681470217376,2023-04-14T13:03:37.376,9.790,-0.948,0.012,0.447
1681470217386,2023-04-14T13:03:37.386,9.800,-0.942,-0.003,0.451
1681470217396,2023-04-14T13:03:37.396,9.810,-0.931,-0.003,0.441
1681470217406,2023-04-14T13:03:37.406,9.820,-0.935,0.005,0.412
1681470217416,2023-04-14T13:03:37.416,9.830,-0.937,0.020,0.414
1681470217426,2023-04-14T13:03:37.426,9.840,-0.945,0.033,0.408
1681470217436,2023-04-14T13:03:37.436,9.850,-0.957,0.034,0.397
1681470217446,2023-04-14T13:03:37.446,9.860,-0.967,0.025,0.384
1681470217456,2023-04-14T13:03:37.456,9.870,-0.971,0.020,0.370
1681470217466,2023-04-14T13:03:37.466,9.880,-0.964,0.018,0.373
1681470217476,2023-04-14T13:03:37.476,9.890,-0.963,0.022,0.355
1681470217486,2023-04-14T13:03:37.486,9.900,-0.959,0.008,0.322
1681470217496,2023-04-14T13:03:37.496,9.910,-0.952,-0.001,0.308
1681470217506,2023-04-14T13:03:37.506,9.920,-0.939,0.009,0.335
1681470217516,2023-04-14T13:03:37.516,9.930,-0.938,0.043,0.342
1681470217526,2023-04-14T13:03:37.526,9.940,-0.956,0.078,0.317
1681470217536,2023-04-14T13:03:37.536,9.950,-0.980,0.098,0.286
1681470217546,2023-04-14T13:03:37.546,9.960,-0.999,0.087,0.253
1681470217556,2023-04-14T13:03:37.556,9.970,-1.013,0.069,0.240
1681470217566,2023-04-14T13:03:37.566,9.980,-1.002,0.064,0.250
1681470217576,2023-04-14T13:03:37.576,9.990,-0.980,0.056,0.243
1681470217586,2023-04-14T13:03:37.586,10.000,-0.968,0.016,0.233
1681470217596,2023-04-14T13:03:37.596,10.010,-0.966,-0.005,0.209
1681470217606,2023-04-14T13:03:37.606,10.020,-0.948,-0.001,0.220
1681470217616,2023-04-14T13:03:37.616,10.030,-0.936,0.034,0.247
1681470217626,2023-04-14T13:03:37.626,10.040,-0.945,0.064,0.213
1681470217636,2023-04-14T13:03:37.636,10.050,-0.966,0.075,0.177
1681470217646,2023-04-14T13:03:37.646,10.060,-0.955,0.083,0.198
1681470217656,2023-04-14T13:03:37.656,10.070,-0.954,0.097,0.196
1681470217666,2023-04-14T13:03:37.666,10.080,-0.970,0.097,0.183
1681470217676,2023-04-14T13:03:37.676,10.090,-0.956,0.068,0.188
1681470217686,2023-04-14T13:03:37.686,10.100,-0.935,0.040,0.193
1681470217696,2023-04-14T13:03:37.696,10.110,-0.929,0.023,0.176
1681470217706,2023-04-14T13:03:37.706,10.120,-0.950,0.019,0.156
1681470217716,2023-04-14T13:03:37.716,10.130,-0.955,0.026,0.160
1681470217726,2023-04-14T13:03:37.726,10.140,-0.963,0.040,0.120
1681470217736,2023-04-14T13:03:37.736,10.150,-0.967,0.037,0.118
1681470217746,2023-04-14T13:03:37.746,10.160,-0.961,0.043,0.153
1681470217756,2023-04-14T13:03:37.756,10.170,-0.961,0.037,0.143
1681470217766,2023-04-14T13:03:37.766,10.180,-0.960,0.027,0.126
1681470217776,2023-04-14T13:03:37.776,10.190,-0.947,0.026,0.111
1681470217786,2023-04-14T13:03:37.786,10.200,-0.940,0.033,0.111
1681470217796,2023-04-14T13:03:37.796,10.210,-0.942,0.047,0.125
1681470217806,2023-04-14T13:03:37.806,10.220,-0.933,0.077,0.105
1681470217816,2023-04-14T13:03:37.816,10.230,-0.933,0.086,0.094
1681470217826,2023-04-14T13:03:37.826,10.240,-0.945,0.097,0.092
1681470217836,2023-04-14T13:03:37.836,10.250,-0.944,0.098,0.037
1681470217846,2023-04-14T13:03:37.846,10.260,-0.956,0.091,0.022
1681470217856,2023-04-14T13:03:37.856,10.270,-0.934,0.078,0.063
1681470217866,2023-04-14T13:03:37.866,10.280,-0.920,0.052,0.074
1681470217876,2023-04-14T13:03:37.876,10.290,-0.949,0.049,0.113
1681470217886,2023-04-14T13:03:37.886,10.300,-0.897,0.032,0.078
1681470217896,2023-04-14T13:03:37.896,10.310,-0.952,0.010,0.001
1681470217906,2023-04-14T13:03:37.906,10.320,-0.999,-0.035,0.018
1681470217916,2023-04-14T13:03:37.916,10.330,-0.967,-0.095,0.035
1681470217926,2023-04-14T13:03:37.926,10.340,-0.987,-0.164,0.013
1681470217936,2023-04-14T13:03:37.936,10.350,-1.018,-0.191,0.049
1681470217946,2023-04-14T13:03:37.946,10.360,-0.996,-0.182,0.088
1681470217956,2023-04-14T13:03:37.956,10.370,-1.000,-0.148,0.094
1681470217966,2023-04-14T13:03:37.966,10.380,-0.992,-0.118,0.073
1681470217976,2023-04-14T13:03:37.976,10.390,-1.007,-0.090,0.023
1681470217986,2023-04-14T13:03:37.986,10.400,-1.041,-0.044,0.006
1681470217996,2023-04-14T13:03:37.996,10.410,-1.065,0.016,0.069
1681470218006,2023-04-14T13:03:38.006,10.420,-1.004,0.012,0.060
1681470218016,2023-04-14T13:03:38.016,10.430,-0.989,0.021,-0.014
1681470218026,2023-04-14T13:03:38.026,10.440,-1.000,0.044,-0.043
1681470218036,2023-04-14T13:03:38.036,10.450,-1.004,0.067,-0.042
1681470218046,2023-04-14T13:03:38.046,10.460,-1.024,0.071,-0.063
1681470218056,2023-04-14T13:03:38.056,10.470,-1.046,0.054,-0.069
1681470218066,2023-04-14T13:03:38.066,10.480,-1.051,0.034,-0.050
1681470218076,2023-04-14T13:03:38.076,10.490,-1.026,0.014,-0.026
1681470218086,2023-04-14T13:03:38.086,10.500,-0.996,-0.012,-0.057
1681470218096,2023-04-14T13:03:38.096,10.510,-1.007,-0.003,-0.062
1681470218106,2023-04-14T13:03:38.106,10.520,-1.004,0.021,-0.033
1681470218116,2023-04-14T13:03:38.116,10.530,-0.990,0.037,-0.103
1681470218126,2023-04-14T13:03:38.126,10.540,-1.014,0.069,-0.142
1681470218136,2023-04-14T13:03:38.136,10.550,-1.019,0.103,-0.101
1681470218146,2023-04-14T13:03:38.146,10.560,-1.013,0.106,-0.096
1681470218156,2023-04-14T13:03:38.156,10.570,-1.014,0.078,-0.127
1681470218166,2023-04-14T13:03:38.166,10.580,-1.027,0.034,-0.136
1681470218176,2023-04-14T13:03:38.176,10.590,-1.029,0.003,-0.119
1681470218186,2023-04-14T13:03:38.186,10.600,-1.028,-0.030,-0.118
1681470218196,2023-04-14T13:03:38.196,10.610,-1.030,-0.038,-0.114
1681470218206,2023-04-14T13:03:38.206,10.620,-1.011,-0.029,-0.115
1681470218216,2023-04-14T13:03:38.216,10.630,-0.996,-0.007,-0.130
1681470218226,2023-04-14T13:03:38.226,10.640,-0.984,0.013,-0.158
1681470218236,2023-04-14T13:03:38.236,10.650,-0.983,0.034,-0.186
1681470218246,2023-04-14T13:03:38.246,10.660,-0.985,0.060,-0.224
1681470218256,2023-04-14T13:03:38.256,10.670,-0.993,0.082,-0.224
1681470218266,2023-04-14T13:03:38.266,10.680,-0.992,0.090,-0.193
1681470218276,2023-04-14T13:03:38.276,10.690,-0.991,0.078,-0.176
1681470218286,2023-04-14T13:03:38.286,10.700,-0.994,0.060,-0.167
1681470218296,2023-04-14T13:03:38.296,10.710,-1.001,0.048,-0.153
1681470218306,2023-04-14T13:03:38.306,10.720,-1.018,0.043,-0.137
1681470218316,2023-04-14T13:03:38.316,10.730,-1.021,0.031,-0.116
1681470218326,2023-04-14T13:03:38.326,10.740,-1.012,0.026,-0.116
1681470218336,2023-04-14T13:03:38.336,10.750,-1.008,0.035,-0.130
1681470218346,2023-04-14T13:03:38.346,10.760,-1.000,0.045,-0.144
1681470218356,2023-04-14T13:03:38.356,10.770,-0.996,0.053,-0.153
1681470218366,2023-04-14T13:03:38.366,10.780,-0.991,0.054,-0.174
1681470218376,2023-04-14T13:03:38.376,10.790,-0.986,0.056,-0.202
1681470218386,2023-04-14T13:03:38.386,10.800,-0.985,0.069,-0.215
1681470218396,2023-04-14T13:03:38.396,10.810,-0.987,0.073,-0.222
1681470218406,2023-04-14T13:03:38.406,10.820,-0.991,0.071,-0.213
1681470218416,2023-04-14T13:03:38.416,10.830,-0.993,0.064,-0.202
1681470218426,2023-04-14T13:03:38.426,10.840,-0.995,0.057,-0.183
1681470218436,2023-04-14T13:03:38.436,10.850,-1.000,0.046,-0.163
1681470218446,2023-04-14T13:03:38.446,10.860,-1.000,0.039,-0.147
1681470218456,2023-04-14T13:03:38.456,10.870,-0.997,0.041,-0.146
1681470218466,2023-04-14T13:03:38.466,10.880,-0.997,0.068,-0.143
1681470218476,2023-04-14T13:03:38.476,10.890,-0.993,0.095,-0.137
1681470218486,2023-04-14T13:03:38.486,10.900,-0.994,0.091,-0.145
1681470218496,2023-04-14T13:03:38.496,10.910,-0.995,0.070,-0.154
1681470218506,2023-04-14T13:03:38.506,10.920,-0.994,0.050,-0.163
1681470218516,2023-04-14T13:03:38.516,10.930,-0.994,0.036,-0.175
1681470218526,2023-04-14T13:03:38.526,10.940,-0.998,0.037,-0.175
1681470218536,2023-04-14T13:03:38.536,10.950,-0.993,0.051,-0.166
1681470218546,2023-04-14T13:03:38.546,10.960,-0.993,0.057,-0.163
1681470218556,2023-04-14T13:03:38.556,10.970,-0.993,0.052,-0.163
1681470218566,2023-04-14T13:03:38.566,10.980,-0.998,0.046,-0.166
1681470218576,2023-04-14T13:03:38.576,10.990,-1.007,0.043,-0.177
1681470218586,2023-04-14T13:03:38.586,11.000,-1.002,0.044,-0.183
1681470218596,2023-04-14T13:03:38.596,11.010,-0.991,0.047,-0.188
1681470218606,2023-04-14T13:03:38.606,11.020,-0.989,0.055,-0.188
1681470218616,2023-04-14T13:03:38.616,11.030,-0.996,0.049,-0.185
1681470218626,2023-04-14T13:03:38.626,11.040,-0.994,0.035,-0.182
1681470218636,2023-04-14T13:03:38.636,11.050,-0.996,0.037,-0.172
1681470218646,2023-04-14T13:03:38.646,11.060,-0.999,0.056,-0.169
1681470218656,2023-04-14T13:03:38.656,11.070,-0.999,0.062,-0.160
1681470218666,2023-04-14T13:03:38.666,11.080,-0.997,0.059,-0.150
1681470218676,2023-04-14T13:03:38.676,11.090,-1.000,0.052,-0.146
1681470218686,2023-04-14T13:03:38.686,11.100,-0.998,0.044,-0.148
1681470218696,2023-04-14T13:03:38.696,11.110,-0.994,0.038,-0.156
1681470218706,2023-04-14T13:03:38.706,11.120,-0.991,0.041,-0.157
1681470218716,2023-04-14T13:03:38.716,11.130,-0.993,0.052,-0.163
1681470218726,2023-04-14T13:03:38.726,11.140,-1.000,0.065,-0.170
1681470218736,2023-04-14T13:03:38.736,11.150,-0.999,0.072,-0.161
1681470218746,2023-04-14T13:03:38.746,11.160,-0.992,0.070,-0.150
1681470218756,2023-04-14T13:03:38.756,11.170,-0.990,0.065,-0.154
1681470218766,2023-04-14T13:03:38.766,11.180,-0.991,0.058,-0.164
1681470218776,2023-04-14T13:03:38.776,11.190,-0.990,0.053,-0.179
1681470218786,2023-04-14T13:03:38.786,11.200,-0.992,0.058,-0.177
1681470218796,2023-04-14T13:03:38.796,11.210,-0.993,0.062,-0.174
1681470218806,2023-04-14T13:03:38.806,11.220,-0.995,0.049,-0.176
1681470218816,2023-04-14T13:03:38.816,11.230,-0.995,0.042,-0.182
1681470218826,2023-04-14T13:03:38.826,11.240,-0.997,0.049,-0.188
1681470218836,2023-04-14T13:03:38.836,11.250,-1.000,0.060,-0.173
1681470218846,2023-04-14T13:03:38.846,11.260,-0.998,0.069,-0.164
1681470218856,2023-04-14T13:03:38.856,11.270,-0.994,0.067,-0.164
1681470218866,2023-04-14T13:03:38.866,11.280,-0.994,0.061,-0.165
1681470218876,2023-04-14T13:03:38.876,11.290,-0.996,0.056,-0.167
1681470218886,2023-04-14T13:03:38.886,11.300,-0.999,0.047,-0.170
1681470218896,2023-04-14T13:03:38.896,11.310,-0.996,0.042,-0.174
1681470218906,2023-04-14T13:03:38.906,11.320,-0.995,0.046,-0.177
