epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681470222476,2023-04-14T13:03:42.476,14.890,-0.992,0.044,-0.197
1681470222486,2023-04-14T13:03:42.486,14.900,-0.988,0.049,-0.194
1681470222496,2023-04-14T13:03:42.496,14.910,-0.988,0.052,-0.197
1681470222506,2023-04-14T13:03:42.506,14.920,-0.988,0.055,-0.198
1681470222516,2023-04-14T13:03:42.516,14.930,-0.991,0.054,-0.198
1681470222526,2023-04-14T13:03:42.526,14.940,-0.991,0.057,-0.196
1681470222536,2023-04-14T13:03:42.536,14.950,-0.992,0.051,-0.198
1681470222546,2023-04-14T13:03:42.546,14.960,-0.994,0.045,-0.195
1681470222556,2023-04-14T13:03:42.556,14.970,-0.993,0.047,-0.195
1681470222566,2023-04-14T13:03:42.566,14.980,-0.990,0.048,-0.197
1681470222576,2023-04-14T13:03:42.576,14.990,-0.987,0.051,-0.189
1681470222586,2023-04-14T13:03:42.586,15.000,-0.990,0.052,-0.189
1681470222596,2023-04-14T13:03:42.596,15.010,-0.994,0.052,-0.192
1681470222606,2023-04-14T13:03:42.606,15.020,-0.993,0.052,-0.186
1681470222616,2023-04-14T13:03:42.616,15.030,-0.994,0.050,-0.182
1681470222626,2023-04-14T13:03:42.626,15.040,-0.995,0.046,-0.183
1681470222636,2023-04-14T13:03:42.636,15.050,-0.993,0.040,-0.188
1681470222646,2023-04-14T13:03:42.646,15.060,-0.991,0.039,-0.191
1681470222656,2023-04-14T13:03:42.656,15.070,-0.991,0.045,-0.189
1681470222666,2023-04-14T13:03:42.666,15.080,-0.992,0.047,-0.187
1681470222676,2023-04-14T13:03:42.676,15.090,-0.992,0.052,-0.183
1681470222686,2023-04-14T13:03:42.686,15.100,-0.993,0.053,-0.187
1681470222696,2023-04-14T13:03:42.696,15.110,-0.993,0.051,-0.191
1681470222706,2023-04-14T13:03:42.706,15.120,-0.991,0.045,-0.194
1681470222716,2023-04-14T13:03:42.716,15.130,-0.991,0.046,-0.192
1681470222726,2023-04-14T13:03:42.726,15.140,-0.991,0.044,-0.196
1681470222736,2023-04-14T13:03:42.736,15.150,-0.991,0.045,-0.196
1681470222746,2023-04-14T13:03:42.746,15.160,-0.991,0.048,-0.198
1681470222756,2023-04-14T13:03:42.756,15.170,-0.988,0.052,-0.196
1681470222766,2023-04-14T13:03:42.766,15.180,-0.989,0.055,-0.193
1681470222776,2023-04-14T13:03:42.776,15.190,-0.991,0.056,-0.190
1681470222786,2023-04-14T13:03:42.786,15.200,-0.991,0.056,-0.188
1681470222796,2023-04-14T13:03:42.796,15.210,-0.994,0.048,-0.189
1681470222806,2023-04-14T13:03:42.806,15.220,-0.994,0.039,-0.191
1681470222816,2023-04-14T13:03:42.816,15.230,-0.992,0.038,-0.186
1681470222826,2023-04-14T13:03:42.826,15.240,-0.990,0.043,-0.182
1681470222836,2023-04-14T13:03:42.836,15.250,-0.992,0.052,-0.188
1681470222846,2023-04-14T13:03:42.846,15.260,-0.996,0.055,-0.188
1681470222856,2023-04-14T13:03:42.856,15.270,-0.993,0.052,-0.187
1681470222866,2023-04-14T13:03:42.866,15.280,-0.994,0.051,-0.195
1681470222876,2023-04-14T13:03:42.876,15.290,-0.989,0.047,-0.191
1681470222886,2023-04-14T13:03:42.886,15.300,-0.989,0.047,-0.191
1681470222896,2023-04-14T13:03:42.896,15.310,-0.989,0.047,-0.194
1681470222906,2023-04-14T13:03:42.906,15.320,-0.991,0.047,-0.195
1681470222916,2023-04-14T13:03:42.916,15.330,-0.992,0.047,-0.195
1681470222926,2023-04-14T13:03:42.926,15.340,-0.993,0.051,-0.196
1681470222936,2023-04-14T13:03:42.936,15.350,-0.992,0.057,-0.195
1681470222946,2023-04-14T13:03:42.946,15.360,-0.987,0.059,-0.188
1681470222956,2023-04-14T13:03:42.956,15.370,-0.990,0.059,-0.184
1681470222966,2023-04-14T13:03:42.966,15.380,-0.990,0.054,-0.191
1681470222976,2023-04-14T13:03:42.976,15.390,-0.992,0.052,-0.198
1681470222986,2023-04-14T13:03:42.986,15.400,-0.993,0.048,-0.196
1681470222996,2023-04-14T13:03:42.996,15.410,-0.990,0.047,-0.196
1681470223006,2023-04-14T13:03:43.006,15.420,-0.993,0.053,-0.199
1681470223016,2023-04-14T13:03:43.016,15.430,-0.991,0.054,-0.199
1681470223026,2023-04-14T13:03:43.026,15.440,-0.989,0.052,-0.195
1681470223036,2023-04-14T13:03:43.036,15.450,-0.992,0.053,-0.193
1681470223046,2023-04-14T13:03:43.046,15.460,-0.994,0.052,-0.195
1681470223056,2023-04-14T13:03:43.056,15.470,-0.990,0.046,-0.191
1681470223066,2023-04-14T13:03:43.066,15.480,-0.990,0.042,-0.190
1681470223076,2023-04-14T13:03:43.076,15.490,-0.989,0.045,-0.188
1681470223086,2023-04-14T13:03:43.086,15.500,-0.991,0.044,-0.188
1681470223096,2023-04-14T13:03:43.096,15.510,-0.996,0.048,-0.194
1681470223106,2023-04-14T13:03:43.106,15.520,-0.997,0.050,-0.196
1681470223116,2023-04-14T13:03:43.116,15.530,-0.994,0.049,-0.194
1681470223126,2023-04-14T13:03:43.126,15.540,-0.988,0.048,-0.195
1681470223136,2023-04-14T13:03:43.136,15.550,-0.986,0.056,-0.196
1681470223146,2023-04-14T13:03:43.146,15.560,-0.990,0.058,-0.194
1681470223156,2023-04-14T13:03:43.156,15.570,-0.990,0.059,-0.192
1681470223166,2023-04-14T13:03:43.166,15.580,-0.993,0.055,-0.191
1681470223176,2023-04-14T13:03:43.176,15.590,-0.992,0.053,-0.191
1681470223186,2023-04-14T13:03:43.186,15.600,-0.991,0.053,-0.189
1681470223196,2023-04-14T13:03:43.196,15.610,-0.992,0.055,-0.189
1681470223206,2023-04-14T13:03:43.206,15.620,-0.991,0.054,-0.190
1681470223216,2023-04-14T13:03:43.216,15.630,-0.991,0.052,-0.194
1681470223226,2023-04-14T13:03:43.226,15.640,-0.988,0.052,-0.195
1681470223236,2023-04-14T13:03:43.236,15.650,-0.987,0.053,-0.192
1681470223246,2023-04-14T13:03:43.246,15.660,-0.990,0.054,-0.191
1681470223256,2023-04-14T13:03:43.256,15.670,-0.994,0.051,-0.188
1681470223266,2023-04-14T13:03:43.266,15.680,-0.994,0.046,-0.188
1681470223276,2023-04-14T13:03:43.276,15.690,-0.993,0.049,-0.186
1681470223286,2023-04-14T13:03:43.286,15.700,-0.993,0.044,-0.187
1681470223296,2023-04-14T13:03:43.296,15.710,-0.990,0.045,-0.197
1681470223306,2023-04-14T13:03:43.306,15.720,-0.989,0.050,-0.196
1681470223316,2023-04-14T13:03:43.316,15.730,-0.989,0.051,-0.189
1681470223326,2023-04-14T13:03:43.326,15.740,-0.989,0.051,-0.188
1681470223336,2023-04-14T13:03:43.336,15.750,-0.994,0.053,-0.196
1681470223346,2023-04-14T13:03:43.346,15.760,-0.995,0.054,-0.193
1681470223356,2023-04-14T13:03:43.356,15.770,-0.994,0.053,-0.189
1681470223366,2023-04-14T13:03:43.366,15.780,-0.991,0.050,-0.190
1681470223376,2023-04-14T13:03:43.376,15.790,-0.990,0.048,-0.191
1681470223386,2023-04-14T13:03:43.386,15.800,-0.991,0.044,-0.192
1681470223396,2023-04-14T13:03:43.396,15.810,-0.994,0.045,-0.188
1681470223406,2023-04-14T13:03:43.406,15.820,-0.994,0.045,-0.192
1681470223416,2023-04-14T13:03:43.416,15.830,-0.990,0.049,-0.193
1681470223426,2023-04-14T13:03:43.426,15.840,-0.988,0.048,-0.190
1681470223436,2023-04-14T13:03:43.436,15.850,-0.990,0.044,-0.200
1681470223446,2023-04-14T13:03:43.446,15.860,-0.993,0.042,-0.208
1681470223456,2023-04-14T13:03:43.456,15.870,-0.991,0.048,-0.205
1681470223466,2023-04-14T13:03:43.466,15.880,-0.988,0.049,-0.199
1681470223476,2023-04-14T13:03:43.476,15.890,-0.988,0.052,-0.195
1681470223486,2023-04-14T13:03:43.486,15.900,-0.990,0.052,-0.200
1681470223496,2023-04-14T13:03:43.496,15.910,-0.990,0.052,-0.200
1681470223506,2023-04-14T13:03:43.506,15.920,-0.990,0.049,-0.194
1681470223516,2023-04-14T13:03:43.516,15.930,-0.988,0.048,-0.189
1681470223526,2023-04-14T13:03:43.526,15.940,-0.988,0.053,-0.187
1681470223536,2023-04-14T13:03:43.536,15.950,-0.992,0.051,-0.190
1681470223546,2023-04-14T13:03:43.546,15.960,-0.992,0.049,-0.191
1681470223556,2023-04-14T13:03:43.556,15.970,-0.992,0.048,-0.182
1681470223566,2023-04-14T13:03:43.566,15.980,-0.992,0.050,-0.177
1681470223576,2023-04-14T13:03:43.576,15.990,-0.996,0.048,-0.184
1681470223586,2023-04-14T13:03:43.586,16.000,-0.995,0.048,-0.190
1681470223596,2023-04-14T13:03:43.596,16.010,-0.992,0.043,-0.197
1681470223606,2023-04-14T13:03:43.606,16.020,-0.989,0.046,-0.195
1681470223616,2023-04-14T13:03:43.616,16.030,-0.985,0.052,-0.190
1681470223626,2023-04-14T13:03:43.626,16.040,-0.987,0.053,-0.196
1681470223636,2023-04-14T13:03:43.636,16.050,-0.993,0.049,-0.193
1681470223646,2023-04-14T13:03:43.646,16.060,-0.995,0.048,-0.198
1681470223656,2023-04-14T13:03:43.656,16.070,-0.995,0.045,-0.195
1681470223666,2023-04-14T13:03:43.666,16.080,-0.992,0.047,-0.197
1681470223676,2023-04-14T13:03:43.676,16.090,-0.989,0.049,-0.195
1681470223686,2023-04-14T13:03:43.686,16.100,-0.989,0.050,-0.192
1681470223696,2023-04-14T13:03:43.696,16.110,-0.989,0.052,-0.197
1681470223706,2023-04-14T13:03:43.706,16.120,-0.990,0.053,-0.198
1681470223716,2023-04-14T13:03:43.716,16.130,-0.990,0.054,-0.197
1681470223726,2023-04-14T13:03:43.726,16.140,-0.989,0.052,-0.196
1681470223736,2023-04-14T13:03:43.736,16.150,-0.991,0.049,-0.192
1681470223746,2023-04-14T13:03:43.746,16.160,-0.988,0.046,-0.193
1681470223756,2023-04-14T13:03:43.756,16.170,-0.988,0.046,-0.195
1681470223766,2023-04-14T13:03:43.766,16.180,-0.989,0.046,-0.195
1681470223776,2023-04-14T13:03:43.776,16.190,-0.993,0.049,-0.196
1681470223786,2023-04-14T13:03:43.786,16.200,-0.996,0.050,-0.199
1681470223796,2023-04-14T13:03:43.796,16.210,-0.995,0.049,-0.191
1681470223806,2023-04-14T13:03:43.806,16.220,-0.991,0.047,-0.189
1681470223816,2023-04-14T13:03:43.816,16.230,-0.988,0.047,-0.192
1681470223826,2023-04-14T13:03:43.826,16.240,-0.989,0.048,-0.195
1681470223836,2023-04-14T13:03:43.836,16.250,-0.989,0.047,-0.196
1681470223846,2023-04-14T13:03:43.846,16.260,-0.990,0.044,-0.200
1681470223856,2023-04-14T13:03:43.856,16.270,-0.990,0.047,-0.205
1681470223866,2023-04-14T13:03:43.866,16.280,-0.990,0.047,-0.211
1681470223876,2023-04-14T13:03:43.876,16.290,-0.989,0.046,-0.210
1681470223886,2023-04-14T13:03:43.886,16.300,-0.986,0.048,-0.208
1681470223896,2023-04-14T13:03:43.896,16.310,-0.987,0.052,-0.215
1681470223906,2023-04-14T13:03:43.906,16.320,-0.988,0.055,-0.211
1681470223916,2023-04-14T13:03:43.916,16.330,-0.988,0.056,-0.202
1681470223926,2023-04-14T13:03:43.926,16.340,-0.990,0.050,-0.210
1681470223936,2023-04-14T13:03:43.936,16.350,-0.984,0.045,-0.212
1681470223946,2023-04-14T13:03:43.946,16.360,-0.983,0.049,-0.214
1681470223956,2023-04-14T13:03:43.956,16.370,-0.986,0.050,-0.221
1681470223966,2023-04-14T13:03:43.966,16.380,-0.988,0.048,-0.225
1681470223976,2023-04-14T13:03:43.976,16.390,-0.989,0.051,-0.215
1681470223986,2023-04-14T13:03:43.986,16.400,-0.989,0.053,-0.204
1681470223996,2023-04-14T13:03:43.996,16.410,-0.986,0.053,-0.197
1681470224006,2023-04-14T13:03:44.006,16.420,-0.988,0.048,-0.190
1681470224016,2023-04-14T13:03:44.016,16.430,-0.995,0.044,-0.189
1681470224026,2023-04-14T13:03:44.026,16.440,-0.999,0.042,-0.180
1681470224036,2023-04-14T13:03:44.036,16.450,-0.998,0.043,-0.169
1681470224046,2023-04-14T13:03:44.046,16.460,-0.998,0.042,-0.165
1681470224056,2023-04-14T13:03:44.056,16.470,-0.999,0.038,-0.166
1681470224066,2023-04-14T13:03:44.066,16.480,-0.998,0.037,-0.170
1681470224076,2023-04-14T13:03:44.076,16.490,-0.989,0.037,-0.185
1681470224086,2023-04-14T13:03:44.086,16.500,-0.986,0.041,-0.198
1681470224096,2023-04-14T13:03:44.096,16.510,-0.986,0.040,-0.212
1681470224106,2023-04-14T13:03:44.106,16.520,-0.988,0.044,-0.223
1681470224116,2023-04-14T13:03:44.116,16.530,-0.991,0.048,-0.224
1681470224126,2023-04-14T13:03:44.126,16.540,-0.987,0.049,-0.224
1681470224136,2023-04-14T13:03:44.136,16.550,-0.985,0.051,-0.227
1681470224146,2023-04-14T13:03:44.146,16.560,-0.987,0.054,-0.227
1681470224156,2023-04-14T13:03:44.156,16.570,-0.988,0.055,-0.220
1681470224166,2023-04-14T13:03:44.166,16.580,-0.985,0.055,-0.213
1681470224176,2023-04-14T13:03:44.176,16.590,-0.987,0.056,-0.207
1681470224186,2023-04-14T13:03:44.186,16.600,-0.991,0.057,-0.204
1681470224196,2023-04-14T13:03:44.196,16.610,-0.993,0.057,-0.202
1681470224206,2023-04-14T13:03:44.206,16.620,-0.992,0.051,-0.201
1681470224216,2023-04-14T13:03:44.216,16.630,-0.988,0.047,-0.196
1681470224226,2023-04-14T13:03:44.226,16.640,-0.989,0.046,-0.196
1681470224236,2023-04-14T13:03:44.236,16.650,-0.989,0.047,-0.192
1681470224246,2023-04-14T13:03:44.246,16.660,-0.991,0.042,-0.194
1681470224256,2023-04-14T13:03:44.256,16.670,-0.993,0.036,-0.201
1681470224266,2023-04-14T13:03:44.266,16.680,-0.993,0.036,-0.198
1681470224276,2023-04-14T13:03:44.276,16.690,-0.992,0.033,-0.198
1681470224286,2023-04-14T13:03:44.286,16.700,-0.989,0.036,-0.204
1681470224296,2023-04-14T13:03:44.296,16.710,-0.984,0.040,-0.204
1681470224306,2023-04-14T13:03:44.306,16.720,-0.986,0.046,-0.203
1681470224316,2023-04-14T13:03:44.316,16.730,-0.990,0.051,-0.202
1681470224326,2023-04-14T13:03:44.326,16.740,-0.992,0.052,-0.205
1681470224336,2023-04-14T13:03:44.336,16.750,-0.991,0.050,-0.210
1681470224346,2023-04-14T13:03:44.346,16.760,-0.987,0.050,-0.206
1681470224356,2023-04-14T13:03:44.356,16.770,-0.987,0.055,-0.205
1681470224366,2023-04-14T13:03:44.366,16.780,-0.990,0.058,-0.205
1681470224376,2023-04-14T13:03:44.376,16.790,-0.994,0.061,-0.201
1681470224386,2023-04-14T13:03:44.386,16.800,-0.996,0.063,-0.191
1681470224396,2023-04-14T13:03:44.396,16.810,-0.999,0.060,-0.184
1681470224406,2023-04-14T13:03:44.406,16.820,-1.000,0.057,-0.176
1681470224416,2023-04-14T13:03:44.416,16.830,-1.007,0.050,-0.163
1681470224426,2023-04-14T13:03:44.426,16.840,-1.013,0.042,-0.152
1681470224436,2023-04-14T13:03:44.436,16.850,-1.008,0.032,-0.138
1681470224446,2023-04-14T13:03:44.446,16.860,-1.013,0.031,-0.120
1681470224456,2023-04-14T13:03:44.456,16.870,-1.018,0.032,-0.101
1681470224466,2023-04-14T13:03:44.466,16.880,-1.014,0.025,-0.107
1681470224476,2023-04-14T13:03:44.476,16.890,-1.012,0.022,-0.125
1681470224486,2023-04-14T13:03:44.486,16.900,-1.016,0.020,-0.150
1681470224496,2023-04-14T13:03:44.496,16.910,-1.020,0.008,-0.182
1681470224506,2023-04-14T13:03:44.506,16.920,-1.000,-0.008,-0.206
1681470224516,2023-04-14T13:03:44.516,16.930,-0.982,-0.001,-0.208
1681470224526,2023-04-14T13:03:44.526,16.940,-0.972,0.027,-0.210
1681470224536,2023-04-14T13:03:44.536,16.950,-0.973,0.060,-0.227
1681470224546,2023-04-14T13:03:44.546,16.960,-0.990,0.082,-0.255
1681470224556,2023-04-14T13:03:44.556,16.970,-1.010,0.097,-0.252
1681470224566,2023-04-14T13:03:44.566,16.980,-1.022,0.109,-0.211
1681470224576,2023-04-14T13:03:44.576,16.990,-1.020,0.108,-0.155
1681470224586,2023-04-14T13:03:44.586,17.000,-1.021,0.102,-0.100
1681470224596,2023-04-14T13:03:44.596,17.010,-1.027,0.078,-0.063
1681470224606,2023-04-14T13:03:44.606,17.020,-1.026,0.045,-0.044
1681470224616,2023-04-14T13:03:44.616,17.030,-1.015,0.026,-0.000
1681470224626,2023-04-14T13:03:44.626,17.040,-1.010,0.021,0.043
1681470224636,2023-04-14T13:03:44.636,17.050,-1.029,0.031,0.083
1681470224646,2023-04-14T13:03:44.646,17.060,-1.066,0.018,0.117
1681470224656,2023-04-14T13:03:44.656,17.070,-1.046,-0.034,0.147
1681470224666,2023-04-14T13:03:44.666,17.080,-1.021,-0.062,0.153
1681470224676,2023-04-14T13:03:44.676,17.090,-0.982,-0.102,0.143
1681470224686,2023-04-14T13:03:44.686,17.100,-0.951,-0.102,0.135
1681470224696,2023-04-14T13:03:44.696,17.110,-0.912,-0.127,0.119
1681470224706,2023-04-14T13:03:44.706,17.120,-0.887,-0.104,0.084
1681470224716,2023-04-14T13:03:44.716,17.130,-0.894,-0.069,0.048
1681470224726,2023-04-14T13:03:44.726,17.140,-0.930,-0.053,0.011
1681470224736,2023-04-14T13:03:44.736,17.150,-0.948,-0.024,0.012
1681470224746,2023-04-14T13:03:44.746,17.160,-0.922,-0.130,-0.009
1681470224756,2023-04-14T13:03:44.756,17.170,-0.896,-0.111,0.039
1681470224766,2023-04-14T13:03:44.766,17.180,-0.905,-0.150,0.048
1681470224776,2023-04-14T13:03:44.776,17.190,-0.927,-0.169,-0.014
1681470224786,2023-04-14T13:03:44.786,17.200,-0.921,-0.127,0.009
1681470224796,2023-04-14T13:03:44.796,17.210,-0.892,-0.038,0.040
1681470224806,2023-04-14T13:03:44.806,17.220,-0.841,0.126,-0.025
1681470224816,2023-04-14T13:03:44.816,17.230,-0.864,0.302,-0.149
1681470224826,2023-04-14T13:03:44.826,17.240,-0.921,0.342,-0.154
1681470224836,2023-04-14T13:03:44.836,17.250,-0.931,0.355,0.041
1681470224846,2023-04-14T13:03:44.846,17.260,-0.950,0.438,0.155
1681470224856,2023-04-14T13:03:44.856,17.270,-0.983,0.417,0.087
1681470224866,2023-04-14T13:03:44.866,17.280,-0.953,0.214,0.103
1681470224876,2023-04-14T13:03:44.876,17.290,-0.945,-0.037,0.158
1681470224886,2023-04-14T13:03:44.886,17.300,-0.948,-0.089,0.036
1681470224896,2023-04-14T13:03:44.896,17.310,-0.972,-0.110,-0.049
1681470224906,2023-04-14T13:03:44.906,17.320,-0.966,-0.201,0.058
1681470224916,2023-04-14T13:03:44.916,17.330,-0.941,-0.233,0.117
1681470224926,2023-04-14T13:03:44.926,17.340,-0.948,-0.224,0.067
1681470224936,2023-04-14T13:03:44.936,17.350,-0.982,-0.190,0.064
1681470224946,2023-04-14T13:03:44.946,17.360,-1.014,-0.117,0.073
1681470224956,2023-04-14T13:03:44.956,17.370,-1.045,-0.052,0.076
1681470224966,2023-04-14T13:03:44.966,17.380,-1.057,-0.065,0.073
1681470224976,2023-04-14T13:03:44.976,17.390,-1.045,-0.084,0.172
1681470224986,2023-04-14T13:03:44.986,17.400,-1.037,-0.101,0.181
1681470224996,2023-04-14T13:03:44.996,17.410,-1.044,-0.104,0.142
1681470225006,2023-04-14T13:03:45.006,17.420,-1.002,0.009,0.192
1681470225016,2023-04-14T13:03:45.016,17.430,-0.969,0.155,0.279
1681470225026,2023-04-14T13:03:45.026,17.440,-0.963,0.195,0.322
1681470225036,2023-04-14T13:03:45.036,17.450,-0.999,0.154,0.258
1681470225046,2023-04-14T13:03:45.046,17.460,-1.027,0.062,0.278
1681470225056,2023-04-14T13:03:45.056,17.470,-1.032,0.034,0.279
1681470225066,2023-04-14T13:03:45.066,17.480,-1.031,0.062,0.262
1681470225076,2023-04-14T13:03:45.076,17.490,-1.015,0.071,0.307
1681470225086,2023-04-14T13:03:45.086,17.500,-1.041,0.060,0.260
1681470225096,2023-04-14T13:03:45.096,17.510,-1.044,0.067,0.246
1681470225106,2023-04-14T13:03:45.106,17.520,-0.999,0.133,0.287
1681470225116,2023-04-14T13:03:45.116,17.530,-0.994,0.197,0.341
1681470225126,2023-04-14T13:03:45.126,17.540,-1.005,0.197,0.351
1681470225136,2023-04-14T13:03:45.136,17.550,-0.989,0.140,0.426
1681470225146,2023-04-14T13:03:45.146,17.560,-0.968,0.109,0.474
1681470225156,2023-04-14T13:03:45.156,17.570,-0.969,0.117,0.439
1681470225166,2023-04-14T13:03:45.166,17.580,-0.961,0.068,0.430
1681470225176,2023-04-14T13:03:45.176,17.590,-0.945,0.011,0.418
1681470225186,2023-04-14T13:03:45.186,17.600,-0.959,-0.006,0.403
1681470225196,2023-04-14T13:03:45.196,17.610,-0.961,0.022,0.428
1681470225206,2023-04-14T13:03:45.206,17.620,-0.969,0.059,0.418
1681470225216,2023-04-14T13:03:45.216,17.630,-0.983,0.089,0.436
1681470225226,2023-04-14T13:03:45.226,17.640,-0.979,0.122,0.459
1681470225236,2023-04-14T13:03:45.236,17.650,-0.980,0.131,0.474
1681470225246,2023-04-14T13:03:45.246,17.660,-0.981,0.126,0.472
1681470225256,2023-04-14T13:03:45.256,17.670,-0.990,0.108,0.473
1681470225266,2023-04-14T13:03:45.266,17.680,-0.997,0.079,0.467
1681470225276,2023-04-14T13:03:45.276,17.690,-0.982,0.072,0.479
1681470225286,2023-04-14T13:03:45.286,17.700,-0.971,0.050,0.479
1681470225296,2023-04-14T13:03:45.296,17.710,-0.974,0.047,0.476
1681470225306,2023-04-14T13:03:45.306,17.720,-0.997,0.055,0.466
1681470225316,2023-04-14T13:03:45.316,17.730,-1.018,0.032,0.468
1681470225326,2023-04-14T13:03:45.326,17.740,-1.021,-0.000,0.452
1681470225336,2023-04-14T13:03:45.336,17.750,-1.018,-0.001,0.438
1681470225346,2023-04-14T13:03:45.346,17.760,-1.021,0.026,0.448
1681470225356,2023-04-14T13:03:45.356,17.770,-1.030,0.073,0.439
1681470225366,2023-04-14T13:03:45.366,17.780,-1.036,0.114,0.432
1681470225376,2023-04-14T13:03:45.376,17.790,-1.038,0.119,0.435
1681470225386,2023-04-14T13:03:45.386,17.800,-1.034,0.120,0.423
1681470225396,2023-04-14T13:03:45.396,17.810,-1.027,0.128,0.415
1681470225406,2023-04-14T13:03:45.406,17.820,-1.025,0.115,0.398
1681470225416,2023-04-14T13:03:45.416,17.830,-1.012,0.081,0.397
1681470225426,2023-04-14T13:03:45.426,17.840,-0.997,0.052,0.403
1681470225436,2023-04-14T13:03:45.436,17.850,-0.992,0.042,0.403
1681470225446,2023-04-14T13:03:45.446,17.860,-1.003,0.045,0.384
1681470225456,2023-04-14T13:03:45.456,17.870,-1.013,0.040,0.364
1681470225466,2023-04-14T13:03:45.466,17.880,-1.008,0.054,0.366
1681470225476,2023-04-14T13:03:45.476,17.890,-1.004,0.067,0.348
1681470225486,2023-04-14T13:03:45.486,17.900,-0.998,0.072,0.337
1681470225496,2023-04-14T13:03:45.496,17.910,-0.991,0.091,0.342
1681470225506,2023-04-14T13:03:45.506,17.920,-0.990,0.104,0.333
1681470225516,2023-04-14T13:03:45.516,17.930,-0.988,0.112,0.317
1681470225526,2023-04-14T13:03:45.526,17.940,-0.985,0.099,0.301
1681470225536,2023-04-14T13:03:45.536,17.950,-0.975,0.089,0.313
1681470225546,2023-04-14T13:03:45.546,17.960,-0.976,0.096,0.298
1681470225556,2023-04-14T13:03:45.556,17.970,-0.990,0.082,0.279
1681470225566,2023-04-14T13:03:45.566,17.980,-0.984,0.066,0.269
1681470225576,2023-04-14T13:03:45.576,17.990,-0.975,0.065,0.258
1681470225586,2023-04-14T13:03:45.586,18.000,-0.968,0.059,0.259
1681470225596,2023-04-14T13:03:45.596,18.010,-0.963,0.066,0.263
1681470225606,2023-04-14T13:03:45.606,18.020,-0.976,0.081,0.237
1681470225616,2023-04-14T13:03:45.616,18.030,-0.985,0.086,0.229
1681470225626,2023-04-14T13:03:45.626,18.040,-0.985,0.099,0.220
1681470225636,2023-04-14T13:03:45.636,18.050,-0.988,0.114,0.191
1681470225646,2023-04-14T13:03:45.646,18.060,-0.970,0.099,0.201
1681470225656,2023-04-14T13:03:45.656,18.070,-0.972,0.099,0.187
1681470225666,2023-04-14T13:03:45.666,18.080,-0.987,0.089,0.152
1681470225676,2023-04-14T13:03:45.676,18.090,-0.988,0.077,0.123
1681470225686,2023-04-14T13:03:45.686,18.100,-0.978,0.084,0.135
1681470225696,2023-04-14T13:03:45.696,18.110,-0.964,0.105,0.149
1681470225706,2023-04-14T13:03:45.706,18.120,-0.954,0.119,0.131
1681470225716,2023-04-14T13:03:45.716,18.130,-0.965,0.117,0.112
1681470225726,2023-04-14T13:03:45.726,18.140,-0.964,0.118,0.097
1681470225736,2023-04-14T13:03:45.736,18.150,-0.969,0.126,0.075
1681470225746,2023-04-14T13:03:45.746,18.160,-0.969,0.134,0.055
1681470225756,2023-04-14T13:03:45.756,18.170,-0.965,0.129,0.096
1681470225766,2023-04-14T13:03:45.766,18.180,-0.937,0.126,0.114
1681470225776,2023-04-14T13:03:45.776,18.190,-0.922,0.114,0.091
1681470225786,2023-04-14T13:03:45.786,18.200,-0.924,0.093,0.122
1681470225796,2023-04-14T13:03:45.796,18.210,-0.909,0.096,0.146
1681470225806,2023-04-14T13:03:45.806,18.220,-0.916,0.107,0.091
1681470225816,2023-04-14T13:03:45.816,18.230,-0.915,0.094,0.037
1681470225826,2023-04-14T13:03:45.826,18.240,-0.919,0.041,0.030
1681470225836,2023-04-14T13:03:45.836,18.250,-0.896,0.000,0.094
1681470225846,2023-04-14T13:03:45.846,18.260,-0.882,-0.008,0.120
1681470225856,2023-04-14T13:03:45.856,18.270,-0.890,-0.006,0.086
1681470225866,2023-04-14T13:03:45.866,18.280,-0.908,0.005,0.090
1681470225876,2023-04-14T13:03:45.876,18.290,-0.894,0.012,0.104
1681470225886,2023-04-14T13:03:45.886,18.300,-0.921,0.044,0.123
1681470225896,2023-04-14T13:03:45.896,18.310,-0.907,0.073,0.120
1681470225906,2023-04-14T13:03:45.906,18.320,-0.915,0.084,0.079
1681470225916,2023-04-14T13:03:45.916,18.330,-0.915,0.056,0.073
1681470225926,2023-04-14T13:03:45.926,18.340,-0.946,-0.003,0.102
1681470225936,2023-04-14T13:03:45.936,18.350,-0.899,-0.094,0.138
1681470225946,2023-04-14T13:03:45.946,18.360,-0.918,-0.164,0.068
1681470225956,2023-04-14T13:03:45.956,18.370,-0.994,-0.214,0.045
1681470225966,2023-04-14T13:03:45.966,18.380,-1.055,-0.238,0.096
1681470225976,2023-04-14T13:03:45.976,18.390,-1.019,-0.253,0.105
1681470225986,2023-04-14T13:03:45.986,18.400,-1.021,-0.218,0.052
1681470225996,2023-04-14T13:03:45.996,18.410,-1.046,-0.160,0.078
1681470226006,2023-04-14T13:03:46.006,18.420,-1.040,-0.091,0.146
1681470226016,2023-04-14T13:03:46.016,18.430,-1.007,-0.029,0.156
1681470226026,2023-04-14T13:03:46.026,18.440,-1.017,0.048,0.095
1681470226036,2023-04-14T13:03:46.036,18.450,-1.043,0.135,0.029
1681470226046,2023-04-14T13:03:46.046,18.460,-1.073,0.187,0.009
1681470226056,2023-04-14T13:03:46.056,18.470,-1.052,0.177,0.039
1681470226066,2023-04-14T13:03:46.066,18.480,-0.994,0.115,-0.037
