elapsed (s);x-axis (g);y-axis (g);z-axis (g);x-axis (deg/s);y-axis (deg/s);z-axis (deg/s)
4.47;-1.029;0.081;-0.231;0.412;-0.015;0.076
4.48;-1.031;0.081;-0.229;0.549;0.015;0.03
4.49;-1.029;0.081;-0.227;0.541;0.221;0.213
4.5;-1.028;0.078;-0.228;0.488;0.442;0.32
4.51;-1.031;0.078;-0.231;0.511;0.541;0.389
4.52;-1.03;0.079;-0.235;0.716;0.625;0.404
4.53;-1.032;0.078;-0.241;0.861;0.404;0.328
4.54;-1.034;0.082;-0.237;0.808;0.16;0.343
4.55;-1.033;0.079;-0.234;1.029;-0.008;0.366
4.56;-1.031;0.08;-0.233;0.93;-0.053;0.495
4.57;-1.028;0.083;-0.232;0.625;-0.069;0.526
4.58;-1.026;0.085;-0.233;0.526;-0.061;0.541
4.59;-1.028;0.087;-0.232;0.495;0;0.366
4.6;-1.024;0.085;-0.234;0.069;0.046;0.206
4.61;-1.025;0.081;-0.233;0;0.358;0.252
4.62;-1.031;0.086;-0.235;0.168;0.328;0.244
4.63;-1.032;0.085;-0.236;0.282;0.107;0.32
4.64;-1.028;0.082;-0.236;0.434;-0.008;0.229
4.65;-1.029;0.083;-0.234;0.617;-0.145;0.084
4.66;-1.034;0.083;-0.227;0.831;-0.328;0.122
4.67;-1.031;0.085;-0.228;0.785;-0.297;0.183
4.68;-1.029;0.087;-0.228;0.495;-0.099;0.229
4.69;-1.027;0.086;-0.226;0.069;0.023;0.16
4.7;-1.029;0.086;-0.228;-0.191;0.175;0.076
4.71;-1.028;0.083;-0.23;-0.213;0.099;0.213
4.72;-1.032;0.08;-0.229;-0.107;0.061;0.175
4.73;-1.032;0.084;-0.23;0.076;0.145;0.267
4.74;-1.029;0.085;-0.233;0.091;0.137;0.282
4.75;-1.029;0.085;-0.23;0.16;0.267;0.297
4.76;-1.032;0.083;-0.233;0.305;0.13;0.252
4.77;-1.034;0.085;-0.235;0.282;-0.076;0.168
4.78;-1.032;0.085;-0.23;0.168;-0.145;0.168
4.79;-1.028;0.083;-0.226;0.069;-0.107;0.152
4.8;-1.027;0.085;-0.225;0.137;0.084;0.206
4.81;-1.026;0.084;-0.23;0.053;0.282;0.282
4.82;-1.027;0.082;-0.232;-0.091;0.427;0.45
4.83;-1.03;0.083;-0.235;0.168;0.389;0.564
4.84;-1.029;0.081;-0.234;0.511;0.351;0.663
4.85;-1.028;0.08;-0.236;0.648;0.168;0.633
4.86;-1.03;0.083;-0.234;0.549;0.099;0.579
4.87;-1.031;0.084;-0.233;0.328;0.091;0.541
4.88;-1.028;0.08;-0.23;0.434;0.076;0.541
4.89;-1.027;0.079;-0.232;0.694;0.038;0.648
4.9;-1.03;0.081;-0.234;0.899;0.091;0.724
4.91;-1.031;0.082;-0.231;0.579;0.175;0.747
4.92;-1.029;0.083;-0.229;0.366;0.32;0.755
4.93;-1.028;0.085;-0.229;0.244;0.434;0.747
4.94;-1.028;0.084;-0.232;0.259;0.252;0.633
4.95;-1.028;0.086;-0.23;0.236;0.069;0.617
4.96;-1.031;0.088;-0.23;0.259;0.137;0.48
4.97;-1.032;0.087;-0.23;0.198;0.107;0.442
4.98;-1.031;0.089;-0.231;0.122;0.183;0.434
4.99;-1.03;0.087;-0.229;-0.13;0.328;0.335
5;-1.031;0.089;-0.232;-0.48;0.358;0.457
5.01;-1.029;0.085;-0.233;-0.526;0.488;0.518
5.02;-1.029;0.082;-0.232;-0.488;0.518;0.556
5.03;-1.026;0.084;-0.233;-0.099;0.404;0.389
5.04;-1.031;0.086;-0.237;0.312;0.038;0.305
5.05;-1.033;0.088;-0.23;0.465;-0.465;0.206
5.06;-1.033;0.088;-0.226;0.229;-0.633;0.16
5.07;-1.03;0.085;-0.221;0.175;-0.678;0.137
5.08;-1.029;0.085;-0.222;0.267;-0.541;0.252
5.09;-1.03;0.085;-0.224;0.259;-0.16;0.389
5.1;-1.031;0.085;-0.23;-0.03;0.191;0.457
5.11;-1.032;0.083;-0.231;-0.183;0.213;0.419
5.12;-1.029;0.082;-0.23;0.099;-0.03;0.396
5.13;-1.029;0.083;-0.232;0.541;-0.183;0.503
5.14;-1.028;0.081;-0.229;0.777;-0.29;0.572
5.15;-1.032;0.085;-0.229;0.739;-0.48;0.564
5.16;-1.029;0.086;-0.23;0.541;-0.305;0.633
5.17;-1.026;0.084;-0.229;0.549;-0.274;0.663
5.18;-1.028;0.085;-0.23;0.846;-0.358;0.534
5.19;-1.03;0.086;-0.229;1.021;-0.434;0.442
5.2;-1.033;0.085;-0.229;1.227;-0.564;0.587
5.21;-1.032;0.089;-0.228;1.357;-0.572;0.77
5.22;-1.032;0.087;-0.229;1.212;-0.495;0.686
5.23;-1.028;0.088;-0.23;1.425;-0.191;0.625
5.24;-1.027;0.087;-0.23;1.547;0.015;0.633
5.25;-1.027;0.092;-0.235;1.151;0.198;0.617
5.26;-1.024;0.095;-0.237;0.686;0.381;0.549
5.27;-1.026;0.094;-0.238;0.252;0.488;0.457
5.28;-1.028;0.093;-0.236;0.244;0.457;0.45
5.29;-1.027;0.088;-0.235;0.29;0.602;0.312
5.3;-1.031;0.088;-0.235;0.579;0.259;0.229
5.31;-1.032;0.088;-0.231;0.846;-0.038;0.137
5.32;-1.033;0.088;-0.228;0.762;0.023;0.183
5.33;-1.034;0.089;-0.225;0.45;-0.069;0.259
5.34;-1.034;0.092;-0.223;0.168;0.069;0.351
5.35;-1.03;0.094;-0.224;-0.015;0.206;0.495
5.36;-1.024;0.094;-0.228;0.076;0.457;0.351
5.37;-1.026;0.095;-0.229;-0.053;0.755;0.16
5.38;-1.028;0.091;-0.231;-0.32;0.77;0
5.39;-1.027;0.089;-0.231;-0.29;0.663;0.023
5.4;-1.028;0.086;-0.229;0.038;0.732;0.076
5.41;-1.028;0.084;-0.227;0.579;0.785;0.107
5.42;-1.027;0.087;-0.229;0.922;0.8;0.137
5.43;-1.027;0.089;-0.234;1.044;0.869;0.122
5.44;-1.029;0.092;-0.23;0.96;0.854;0.137
5.45;-1.031;0.092;-0.233;0.922;0.884;0.038
5.46;-1.029;0.093;-0.231;0.983;0.816;-0.152
5.47;-1.026;0.09;-0.233;0.8;0.922;-0.183
5.48;-1.028;0.091;-0.237;0.328;1.067;-0.114
5.49;-1.03;0.091;-0.238;-0.168;1.052;-0.168
5.5;-1.032;0.089;-0.239;-0.198;0.968;0.015
5.51;-1.031;0.09;-0.236;0.053;0.709;0.145
5.52;-1.035;0.095;-0.235;0.495;0.587;0.084
5.53;-1.024;0.087;-0.236;0.152;0.648;-0.366
5.54;-1.019;0.077;-0.229;0.244;0.854;-0.13
5.55;-1.023;0.08;-0.236;1.044;0.671;-0.015
5.56;-1.032;0.089;-0.231;1.28;0.495;-0.076
5.57;-1.031;0.089;-0.229;1.425;0.373;-0.061
5.58;-1.025;0.089;-0.228;1.364;0.465;-0.076
5.59;-1.024;0.09;-0.225;1.143;0.61;-0.046
5.6;-1.029;0.092;-0.228;0.739;0.663;-0.236
5.61;-1.03;0.094;-0.228;0.252;0.595;-0.221
5.62;-1.031;0.091;-0.229;0.008;0.473;-0.252
5.63;-1.034;0.088;-0.229;0.038;0.473;-0.305
5.64;-1.03;0.086;-0.227;0.13;0.465;-0.434
5.65;-1.025;0.084;-0.22;0.015;0.48;-0.488
5.66;-1.029;0.083;-0.22;-0.015;0.434;-0.427
5.67;-1.032;0.084;-0.221;-0.29;0.434;-0.373
5.68;-1.029;0.082;-0.222;-0.053;0.427;-0.564
5.69;-1.03;0.078;-0.227;0.541;0.107;-0.724
5.7;-1.03;0.076;-0.228;1.258;-0.221;-0.678
5.71;-1.032;0.08;-0.231;1.631;-0.396;-0.396
5.72;-1.035;0.085;-0.234;1.532;-0.107;-0.206
5.73;-1.033;0.089;-0.237;1.387;-0.084;-0.076
5.74;-1.027;0.092;-0.237;1.502;-0.015;-0.03
5.75;-1.025;0.091;-0.236;1.646;0.091;-0.236
5.76;-1.027;0.09;-0.239;1.463;0.061;-0.465
5.77;-1.031;0.092;-0.244;1.174;-0.053;-0.45
5.78;-1.032;0.093;-0.244;0.473;-0.48;-0.648
5.79;-1.035;0.092;-0.247;-0.419;-1.113;-0.816
5.8;-1.025;0.088;-0.253;-0.64;-1.265;-0.648
5.81;-1.026;0.088;-0.253;-1.105;-1.334;-0.579
5.82;-1.031;0.086;-0.258;-0.785;-1.89;-0.351
5.83;-1.032;0.082;-0.259;1.395;-2.584;0.053
5.84;-1.027;0.082;-0.265;2.691;-3.079;0.244
5.85;-1.027;0.093;-0.257;0.556;-2.805;-0.16
5.86;-1.029;0.094;-0.248;-1.12;-2.683;-0.358
5.87;-1.022;0.095;-0.248;-0.206;-2.607;-0.457
5.88;-1.023;0.091;-0.251;0.983;-2.759;-0.777
5.89;-1.026;0.084;-0.256;1.242;-3.247;-0.854
5.9;-1.029;0.083;-0.253;0.716;-3.483;-0.785
5.91;-1.031;0.083;-0.246;-0.152;-3.643;-0.503
5.92;-1.029;0.087;-0.241;-0.861;-3.666;-0.625
5.93;-1.034;0.085;-0.233;-2.073;-3.811;-0.899
5.94;-1.034;0.079;-0.228;-2.035;-3.841;-0.701
5.95;-1.039;0.081;-0.225;-1.197;-4.314;-0.541
5.96;-1.044;0.083;-0.211;-1.265;-4.741;-0.747
5.97;-1.041;0.08;-0.202;-0.709;-4.947;-0.716
5.98;-1.036;0.08;-0.198;0.549;-5.183;-0.747
5.99;-1.039;0.076;-0.2;1.761;-5.671;-1.067
6;-1.048;0.076;-0.198;2.332;-6.448;-1.006
6.01;-1.053;0.078;-0.197;2.18;-7.287;-1.128
6.02;-1.052;0.079;-0.198;1.791;-8.224;-0.991
6.03;-1.061;0.075;-0.199;1.723;-9.726;-0.495
6.04;-1.069;0.079;-0.181;1.212;-11.814;-0.023
6.05;-1.07;0.086;-0.156;0.046;-13.628;-0.229
6.06;-1.065;0.084;-0.139;-1.966;-15.633;-0.785
6.07;-1.066;0.073;-0.142;-2.691;-18.605;-1.166
6.08;-1.069;0.066;-0.14;-2.172;-22.073;-1.616
6.09;-1.075;0.069;-0.131;-2.02;-25.434;-2.005
6.1;-1.089;0.081;-0.122;-3.788;-29.009;-2.256
6.11;-1.094;0.096;-0.107;-7.233;-32.873;-2.607
6.12;-1.092;0.092;-0.093;-10.762;-37.027;-3.438
6.13;-1.097;0.069;-0.082;-13.277;-42.127;-4.451
6.14;-1.103;0.048;-0.068;-14.863;-48.575;-5.572
6.15;-1.116;0.034;-0.029;-16.372;-56.418;-7.241
6.16;-1.114;0.018;0.015;-19.177;-63.788;-9.085
6.17;-1.122;-0.002;0.059;-23.216;-72.195;-11.38
6.18;-1.126;-0.039;0.117;-27.584;-80.046;-14.177
6.19;-1.088;-0.072;0.196;-29.474;-83.91;-15.732
6.2;-1.025;-0.093;0.244;-27.439;-82.47;-16.57
6.21;-0.97;-0.112;0.251;-23.171;-75.991;-17.614
6.22;-0.952;-0.119;0.23;-16.791;-70.686;-19.649
6.23;-0.95;-0.137;0.217;-4.436;-65.107;-23.582
6.24;-0.939;-0.126;0.176;9.139;-59.825;-25.503
6.25;-0.987;-0.062;0.09;13.43;-58.796;-26.997
6.26;-1.086;-0.059;-0.086;11.38;-68.338;-27.98
6.27;-1.102;-0.109;-0.227;10.389;-82.226;-24.024
6.28;-1.011;-0.058;-0.143;2.157;-93.666;-20.785
6.29;-0.907;0.001;0.001;-1.921;-100.694;-20.701
6.3;-0.778;0.026;0.005;6.791;-97.858;-20.899
6.31;-0.734;0.024;-0.056;10.358;-95.351;-19.703
6.32;-0.837;-0.036;-0.075;10.396;-98.75;-18.659
6.33;-0.987;-0.143;-0.058;12.477;-107.698;-17.043
6.34;-1.089;-0.16;0.013;16.288;-117.553;-13.255
6.35;-1.09;-0.067;0.081;22.66;-122.485;-10.107
6.36;-1.135;0.124;0.149;18.834;-130.328;-14.047
6.37;-1.081;0.234;0.092;4.855;-133.399;-23.514
6.38;-1.046;0.099;0.053;12.774;-135.93;-29.588
6.39;-1.014;-0.148;0.171;44.04;-129.299;-27.82
6.4;-1.036;-0.247;0.135;71.715;-123.994;-24.154
6.41;-1.079;-0.236;-0.053;89.055;-131.288;-20.541
6.42;-1.009;-0.161;-0.065;92.553;-138.369;-18.125
6.43;-0.861;-0.106;0.048;92.569;-131.608;-16.364
6.44;-0.773;0.023;0.025;91.616;-124.2;-14.276
6.45;-0.804;0.218;-0.014;82.226;-124.352;-9.474
6.46;-0.756;0.451;0.043;53.529;-116.463;-2.47
6.47;-0.794;0.669;0.257;10.854;-110.983;1.761
6.48;-0.868;0.785;0.576;-34.68;-106.936;-2.348
6.49;-1.044;0.585;0.826;-58.384;-98.133;-7.63
6.5;-1.306;0.192;0.826;-52.309;-87.34;-10.076
6.51;-1.458;-0.04;0.666;-33.857;-84.466;-10.64
6.52;-1.37;-0.06;0.508;-20.892;-87.576;-9.398
6.53;-1.127;0.035;0.379;-15.45;-89.962;-10.617
6.54;-0.971;0.005;0.247;-7.698;-93.895;-11.517
6.55;-0.914;-0.14;0.2;1.28;-94.489;-8.704
6.56;-0.852;-0.181;0.241;10.259;-89.634;-5.701
6.57;-0.837;-0.078;0.322;11.745;-83.277;-4.588
6.58;-0.878;0.03;0.501;3.887;-74.215;-3.43
6.59;-1.018;0.06;0.602;-9.131;-68.59;-3.841
6.6;-1.176;-0.03;0.623;-15.282;-68.415;-6.136
6.61;-1.208;-0.114;0.616;-11.806;-68.567;-8.43
6.62;-1.114;-0.113;0.634;-6.745;-65.732;-9.825
6.63;-0.988;-0.052;0.605;-2.47;-63.384;-11.928
6.64;-0.914;0.006;0.544;0.495;-62.355;-14.383
6.65;-0.889;-0.035;0.481;3.155;-62.241;-13.895
6.66;-0.858;-0.107;0.539;5.373;-59.314;-10.686
6.67;-0.83;-0.066;0.675;5.892;-50.175;-9.413
6.68;-0.904;-0.028;0.687;3.354;-42.896;-9.825
6.69;-1;-0.075;0.675;2.752;-40.16;-10.358
6.7;-1;-0.113;0.673;5.122;-38.712;-11.052
6.71;-0.952;-0.111;0.681;6.463;-36.395;-12.081
6.72;-0.896;-0.072;0.712;8.117;-31.593;-13.841
6.73;-0.894;-0.055;0.669;11.547;-29.642;-15.206
6.74;-0.882;-0.09;0.673;14.832;-27.721;-14.413
6.75;-0.849;-0.067;0.709;17.21;-22.713;-13.697
6.76;-0.849;0.005;0.728;16.372;-17.027;-12.668
6.77;-0.866;0.062;0.76;13.575;-10.671;-10.48
6.78;-0.894;0.138;0.761;8.811;-4.901;-8.308
6.79;-0.902;0.173;0.739;3.338;-0.32;-5.922
6.8;-0.887;0.132;0.72;0.854;2.919;-3.155
6.81;-0.861;0.075;0.721;0.351;5.899;-1.197
6.82;-0.826;0.048;0.751;0.488;9.954;-1.303
6.83;-0.809;0.032;0.764;2.165;14.154;-2.21
6.84;-0.853;0.019;0.753;4.207;17.111;-1.845
6.85;-0.915;0;0.767;6.524;20.976;-0.084
6.86;-0.957;0.008;0.729;7.302;24.04;1.319
6.87;-0.967;0.01;0.708;7.279;27.188;2.691
6.88;-0.97;0.001;0.694;7.012;30.808;4.032
6.89;-0.97;-0.008;0.652;5.877;33.14;4.695
6.9;-0.951;-0.028;0.633;4.68;34.947;4.39
6.91;-0.925;-0.066;0.64;5.503;37.142;4.413
6.92;-0.905;-0.09;0.646;7.706;40.03;4.489
6.93;-0.905;-0.087;0.648;9.581;42.881;4.627
6.94;-0.907;-0.076;0.636;11.12;45.953;4.802
6.95;-0.909;-0.044;0.617;10.93;49.002;4.489
6.96;-0.899;-0.02;0.613;9.566;51.441;4.261
6.97;-0.893;-0.028;0.604;9.55;53.887;4.566
6.98;-0.897;-0.03;0.6;10.884;56.799;5.16
6.99;-0.91;-0.022;0.59;12.584;59.131;5.709
7;-0.921;0.004;0.582;14.916;61.166;5.625
7.01;-0.927;0.042;0.556;15.351;62.713;5.282
7.02;-0.932;0.05;0.532;15.038;63.186;5.213
7.03;-0.922;0.055;0.527;14.634;64.421;5.343
7.04;-0.92;0.057;0.513;14.596;65.183;5.511
7.05;-0.925;0.052;0.506;14.474;66.357;5.678
7.06;-0.926;0.048;0.509;14.062;68.986;5.549
7.07;-0.944;0.058;0.491;12.744;70.64;4.878
7.08;-0.971;0.057;0.464;12.477;70.854;4.916
7.09;-0.986;0.068;0.443;10.526;70.343;5.389
7.1;-0.992;0.081;0.437;6.669;68.727;5.457
7.11;-0.983;0.065;0.43;3.331;67.98;5.145
7.12;-0.965;0.043;0.432;1.372;68.354;4.703
7.13;-0.955;0.039;0.41;-0.015;69.939;4.665
7.14;-0.97;0.053;0.383;-2.706;69.52;4.802
7.15;-0.981;0.047;0.395;-5.023;69.535;4.642
7.16;-0.991;0.035;0.381;-6.166;70.747;4.116
7.17;-1.016;0.025;0.327;-6.723;69.779;3.742
7.18;-1.03;0.019;0.32;-4.596;68.377;3.704
7.19;-1.007;0.05;0.326;-5.45;70.267;3.758
7.2;-1.011;0.07;0.322;-8.095;71.197;3.476
7.21;-1.021;0.07;0.323;-9.505;72.203;2.896
7.22;-1.031;0.071;0.294;-8.895;71.585;2.721
7.23;-1.031;0.073;0.28;-7.218;69.992;3.148
7.24;-1.027;0.079;0.27;-6.555;69.878;3.689
7.25;-1.025;0.093;0.234;-8.308;69.329;3.834
7.26;-1.019;0.102;0.195;-11.059;66.989;3.857
7.27;-0.999;0.09;0.191;-13.049;64.261;3.925
7.28;-0.964;0.069;0.229;-13.14;63.735;3.659
7.29;-0.938;0.062;0.241;-14.169;66.25;3.765
7.3;-0.958;0.062;0.227;-16.905;68.247;4.184
7.31;-0.991;0.071;0.214;-17.683;69.482;4.238
7.32;-1.021;0.075;0.18;-16.425;68.803;4.779
7.33;-1.039;0.082;0.146;-18.148;66.402;6.479
7.34;-1.029;0.088;0.152;-21.334;63.567;7.721
7.35;-0.999;0.083;0.187;-23.087;62.165;7.797
7.36;-0.974;0.053;0.187;-23.88;60.48;8.011
7.37;-0.959;0.022;0.201;-23.994;58.78;8.407
7.38;-0.931;0.021;0.215;-22.995;58.727;8.59
7.39;-0.955;0.057;0.225;-23.163;55.953;7.431
7.4;-1.016;0.097;0.22;-25.45;52.317;6.463
7.41;-1.038;0.105;0.18;-27.317;48.941;7.005
7.42;-1.033;0.084;0.184;-29.306;43.872;8.316
7.43;-0.97;0.05;0.214;-29.848;42.622;10.213
7.44;-0.929;0.04;0.244;-33.399;42.355;10.861
7.45;-0.916;0.006;0.245;-37.98;45.564;11.227
7.46;-0.922;-0.019;0.215;-40.412;45.404;10.137
7.47;-0.992;-0.013;0.257;-41.662;41.288;9.017
7.48;-0.981;-0.049;0.216;-38.902;45.122;10.434
7.49;-1.021;-0.1;0.165;-35.922;42.5;10.701
7.5;-1.045;-0.156;0.211;-35.595;39.322;10.709
7.51;-1.016;-0.199;0.242;-33.011;40.488;11.532
7.52;-1.028;-0.228;0.254;-25.564;39.466;11.059
7.53;-1.078;-0.232;0.274;-17.157;35.892;9.893
7.54;-1.054;-0.237;0.238;-3.674;42.508;12.896
7.55;-1.045;-0.224;0.096;12.934;44.337;16.38
7.56;-1.078;-0.157;0.051;24.07;38.91;15.32
7.57;-1.057;-0.088;0.056;28.506;35.45;12.637
7.58;-1.07;-0.031;0.082;28.559;29.87;9.497
7.59;-1.064;-0.01;0.127;28.194;29.184;8.056
7.6;-1.051;0.007;0.087;27.081;30.526;7.957
7.61;-1.089;0.012;0.057;25.488;28.986;7.515
7.62;-1.077;-0.022;0.027;28.27;28.034;8.537
7.63;-1.061;-0.019;0.028;31.433;26.479;8.971
7.64;-1.049;0.017;0.046;32.195;24.756;8.003
7.65;-1.055;0.065;0.058;29.405;21.235;5.884
7.66;-1.07;0.089;0.063;25.023;19.047;3.78
7.67;-1.077;0.088;0.048;18.773;19.337;3.095
7.68;-1.084;0.096;0.014;12.248;20.396;2.447
7.69;-1.09;0.081;-0.016;8.834;20.351;1.997
7.7;-1.073;0.067;-0.042;7.264;19.207;2.736
7.71;-1.047;0.079;-0.03;7.271;18.46;2.973
7.72;-1.04;0.099;-0.033;7.431;18.704;2.538
7.73;-1.057;0.107;-0.063;5.412;18.438;2.027
7.74;-1.085;0.105;-0.078;1.463;15.77;1.479
7.75;-1.105;0.093;-0.05;-2.645;12.66;1.425
7.76;-1.097;0.07;-0.011;-5.793;11.082;1.433
7.77;-1.079;0.041;0.016;-6.928;11.89;1.509
7.78;-1.057;0.006;0;-4.627;12.652;1.761
7.79;-1.061;-0.013;-0.015;0.716;10.716;1.471
7.8;-1.068;-0.018;-0.021;7.111;8.544;1.189
7.81;-1.077;-0.008;-0.024;12.584;6.349;1.723
7.82;-1.082;0.021;-0.021;14.489;4.604;3.277
7.83;-1.075;0.07;-0.021;11.456;4.672;5.053
7.84;-1.06;0.122;-0.008;4.398;5.968;5.244
7.85;-1.053;0.15;-0.002;-3.377;7.34;4.497
7.86;-1.055;0.138;-0.024;-7.203;7.797;3.11
7.87;-1.059;0.085;-0.06;-6.593;7.134;2.058
7.88;-1.053;0.047;-0.063;-4.71;7.02;1.585
7.89;-1.057;0.037;-0.075;-1.235;6.479;1.235
7.9;-1.062;0.039;-0.097;1.799;5.678;1.28
7.91;-1.06;0.049;-0.11;3.422;6.235;1.502
7.92;-1.06;0.062;-0.125;3.636;6.951;1.723
7.93;-1.071;0.072;-0.141;3.697;6.22;1.776
7.94;-1.066;0.085;-0.136;3.567;5.777;1.73
7.95;-1.06;0.094;-0.135;2.279;5.579;1.677
7.96;-1.053;0.101;-0.127;0.152;5.968;1.349
7.97;-1.049;0.104;-0.129;-1.448;6.593;0.762
7.98;-1.048;0.095;-0.135;-3.034;6.753;0.541
7.99;-1.053;0.09;-0.12;-5.358;6.715;0.503
8;-1.059;0.081;-0.104;-6.845;6.197;0.511
8.01;-1.066;0.068;-0.079;-7.195;5.762;0.267
8.02;-1.069;0.053;-0.06;-6.852;5.053;-0.038
8.03;-1.073;0.043;-0.059;-5.229;3.971;-0.053
8.04;-1.068;0.046;-0.046;-3.887;2.668;-0.168
8.05;-1.067;0.052;-0.024;-4.489;1.303;-0.244
8.06;-1.065;0.054;-0.004;-4.512;0.663;-0.175
8.07;-1.062;0.058;0.002;-4.314;0.877;-0.366
8.08;-1.062;0.061;-0.006;-4.322;0.945;-0.694
8.09;-1.067;0.057;-0.02;-3.948;0.572;-0.877
8.1;-1.065;0.048;-0.024;-1.73;0.915;-0.884
8.11;-1.054;0.039;-0.044;1.875;1.372;-0.61
8.12;-1.047;0.043;-0.053;3.689;1.723;-0.785
8.13;-1.056;0.056;-0.068;3.636;1.784;-1.288
8.14;-1.068;0.063;-0.091;3.941;1.204;-1.242
8.15;-1.074;0.064;-0.11;4.07;0.213;-0.793
8.16;-1.065;0.066;-0.113;2.767;-0.488;-0.663
8.17;-1.056;0.066;-0.11;1.395;-0.678;-0.633
8.18;-1.052;0.065;-0.101;0.777;-0.633;-0.534
8.19;-1.057;0.065;-0.1;0.145;-0.404;-0.236
8.2;-1.057;0.064;-0.101;0.282;0.023;-0.038
8.21;-1.054;0.066;-0.106;0.526;0.495;0.091
8.22;-1.058;0.063;-0.113;-0.259;0.335;0.198
8.23;-1.058;0.05;-0.106;-0.038;-0.229;0.213
8.24;-1.06;0.05;-0.085;0.694;-0.518;0.091
8.25;-1.063;0.054;-0.065;1.418;-0.48;-0.107
8.26;-1.061;0.053;-0.06;2.698;-0.412;-0.183
8.27;-1.058;0.059;-0.05;3.3;-0.282;-0.32
8.28;-1.062;0.065;-0.045;2.973;-0.191;-0.29
8.29;-1.059;0.063;-0.05;2.942;-0.198;-0.267
8.3;-1.057;0.065;-0.052;2.492;-0.183;-0.229
8.31;-1.057;0.061;-0.063;2.195;0.008;-0.198
8.32;-1.057;0.06;-0.079;2.073;0.145;-0.168
8.33;-1.058;0.062;-0.085;2.241;-0.053;-0.419
8.34;-1.059;0.065;-0.095;3.003;-0.213;-0.183
8.35;-1.056;0.069;-0.104;3.14;-0.183;0.091
8.36;-1.047;0.079;-0.102;2.165;0.236;0.16
8.37;-1.05;0.09;-0.097;0.907;0.473;-0.213
8.38;-1.054;0.086;-0.098;-0.556;0.701;-0.48
8.39;-1.054;0.075;-0.102;-1.227;0.793;-0.602
8.4;-1.052;0.065;-0.099;-0.61;0.983;-0.61
8.41;-1.051;0.07;-0.097;-0.221;1.296;-0.633
8.42;-1.055;0.072;-0.095;-0.503;1.486;-0.846
8.43;-1.059;0.065;-0.09;-0.724;1.38;-0.831
8.44;-1.066;0.058;-0.088;-0.259;0.511;-0.762
8.45;-1.071;0.058;-0.071;0.191;-0.221;-0.762
8.46;-1.065;0.055;-0.058;0.716;-0.716;-0.755
8.47;-1.066;0.054;-0.047;1.471;-1.22;-0.503
8.48;-1.065;0.052;-0.035;1.601;-0.877;-0.137
8.49;-1.062;0.056;-0.033;1.433;-0.358;0.16
8.5;-1.06;0.058;-0.044;1.303;-0.259;0.297
8.51;-1.056;0.053;-0.054;1.723;-0.084;0.45
8.52;-1.055;0.047;-0.063;2.637;0.091;0.404
8.53;-1.06;0.052;-0.075;3.445;0.297;0.16
8.54;-1.064;0.055;-0.086;4.184;0.373;0.145
8.55;-1.059;0.058;-0.09;4.695;0.694;0.427
8.56;-1.055;0.064;-0.097;4.939;0.884;0.625
8.57;-1.053;0.07;-0.098;4.977;1.25;0.534
8.58;-1.051;0.076;-0.098;4.299;1.471;0.473
8.59;-1.055;0.077;-0.102;2.698;1.22;0.373
8.6;-1.062;0.071;-0.103;0.968;0.633;0.434
8.61;-1.063;0.067;-0.09;0.671;-0.13;0.427
8.62;-1.059;0.063;-0.079;1.677;-0.282;0.373
8.63;-1.057;0.061;-0.077;2.05;-0.351;0.526
8.64;-1.063;0.068;-0.077;1.822;-0.412;0.838
8.65;-1.065;0.076;-0.075;0.838;-0.671;1.044
8.66;-1.06;0.084;-0.072;-0.419;-0.48;0.938
8.67;-1.053;0.082;-0.065;-1.197;0.297;0.785
8.68;-1.051;0.076;-0.074;-1.311;0.625;0.625
8.69;-1.055;0.065;-0.082;-1.456;0.29;0.381
8.7;-1.063;0.054;-0.081;-1.723;-0.046;0.229
8.71;-1.067;0.041;-0.072;-0.686;-0.168;0.244
8.72;-1.06;0.035;-0.064;2.63;-0.221;0.145
8.73;-1.059;0.031;-0.064;6.25;-0.457;-0.008
8.74;-1.065;0.031;-0.066;9.573;-1.044;-0.16
8.75;-1.066;0.039;-0.063;12.241;-1.654;-0.03
8.76;-1.06;0.058;-0.064;13.27;-1.806;-0.03
8.77;-1.057;0.072;-0.069;13.255;-1.57;-0.099
8.78;-1.051;0.08;-0.073;11.951;-1.029;-0.137
8.79;-1.052;0.083;-0.079;10.16;-0.541;-0.229
8.8;-1.051;0.079;-0.084;9.04;-0.259;-0.434
8.81;-1.053;0.076;-0.086;8.445;-0.137;-0.511
8.82;-1.053;0.082;-0.088;7.691;0.076;-0.526
8.83;-1.053;0.091;-0.091;6.319;0.191;-0.678
8.84;-1.051;0.102;-0.089;4.23;0.305;-0.884
8.85;-1.048;0.109;-0.086;1.593;0.808;-0.892
8.86;-1.048;0.104;-0.086;-1.524;1.364;-0.877
8.87;-1.053;0.093;-0.089;-3.994;1.677;-1.181
8.88;-1.06;0.074;-0.095;-5.312;1.585;-1.28
8.89;-1.06;0.06;-0.098;-5.694;1.296;-1.181
8.9;-1.059;0.053;-0.084;-5.755;1.227;-1.235
8.91;-1.059;0.051;-0.074;-4.688;1.242;-1.364
8.92;-1.064;0.045;-0.078;-2.973;1.006;-1.189
8.93;-1.063;0.044;-0.074;-2.05;0.785;-0.945
8.94;-1.059;0.043;-0.06;-0.655;0.838;-0.785
8.95;-1.06;0.044;-0.061;1.25;0.991;-0.671
8.96;-1.059;0.048;-0.066;3.003;0.983;-0.602
