elapsed (s);x-axis (g);y-axis (g);z-axis (g);x-axis (deg/s);y-axis (deg/s);z-axis (deg/s)
13.43;-0.668;-0.119;0.749;-0.473;-48.483;-10.808
13.44;-0.655;-0.104;0.769;0.808;-44.886;-10.114
13.45;-0.674;-0.075;0.82;2.096;-39.002;-7.439
13.46;-0.729;-0.005;0.841;0.884;-32.439;-4.39
13.47;-0.783;0.033;0.825;-1.829;-28.704;-2.713
13.48;-0.78;0.026;0.811;-2.881;-26.822;-2.47
13.49;-0.769;0.016;0.791;-3.072;-26.707;-2.721
13.5;-0.731;0.001;0.781;-2.63;-25.93;-2.736
13.51;-0.687;0.014;0.789;-1.852;-24.2;-3.102
13.52;-0.66;-0.006;0.807;-0.694;-21.692;-2.706
13.53;-0.653;-0.026;0.84;2.927;-17.622;-2.088
13.54;-0.679;0.002;0.841;4.223;-13.575;-1.753
13.55;-0.691;0.012;0.859;4.512;-9.062;-0.305
13.56;-0.721;0.039;0.847;3.346;-5.511;0.899
13.57;-0.75;0.046;0.842;0.823;-2.812;1.441
13.58;-0.756;0.017;0.849;-0.716;0.274;1.715
13.59;-0.761;-0.022;0.834;-0.77;2.797;2.165
13.6;-0.743;-0.056;0.829;0.107;5.846;2.591
13.61;-0.718;-0.057;0.83;1.601;9.543;1.913
13.62;-0.715;-0.065;0.808;2.957;12.706;1.021
13.63;-0.718;-0.071;0.817;3.796;17.317;1.341
13.64;-0.764;-0.048;0.819;3.681;20.953;1.913
13.65;-0.806;-0.042;0.827;2.195;24.55;2.477
13.66;-0.815;-0.049;0.806;2.302;26.814;2.652
13.67;-0.797;-0.064;0.794;3.941;28.864;2.957
13.68;-0.791;-0.072;0.793;5.838;31.059;3.293
13.69;-0.798;-0.076;0.792;9.085;33.026;3.697
13.7;-0.811;-0.064;0.787;11.09;35.274;4.482
13.71;-0.809;-0.041;0.789;11.349;38.171;4.977
13.72;-0.806;0.002;0.771;10.488;40.976;4.977
13.73;-0.811;0.029;0.761;7.873;43.361;5.244
13.74;-0.817;0.028;0.766;5.366;46.037;5.899
13.75;-0.818;0.013;0.764;5.29;48.948;6.357
13.76;-0.828;-0.003;0.74;6.959;50.678;6.646
13.77;-0.834;-0.019;0.724;8.575;52.058;6.601
13.78;-0.828;-0.018;0.716;9.733;53.735;5.892
13.79;-0.83;-0.01;0.702;10.358;55.518;5.099
13.8;-0.84;0;0.688;9.405;57.622;5.114
13.81;-0.845;0.012;0.68;7.569;59.977;5.899
13.82;-0.854;0.013;0.662;6.852;60.351;6.212
13.83;-0.853;0;0.663;7.691;61.143;5.998
13.84;-0.852;-0.009;0.666;8.552;62.591;5.732
13.85;-0.868;-0.021;0.647;8.956;64.345;5.366
13.86;-0.889;-0.027;0.615;9.977;65.587;4.916
13.87;-0.905;-0.034;0.593;12.111;65.998;4.413
13.88;-0.897;-0.028;0.588;14.444;66.86;3.59
13.89;-0.887;0;0.575;14.748;68.247;2.5
13.9;-0.888;0.022;0.56;14.924;69.596;1.784
13.91;-0.908;0.051;0.54;15.335;69.954;1.707
13.92;-0.927;0.073;0.55;12.858;71.242;2.79
13.93;-0.953;0.061;0.525;9.573;72.035;3.986
13.94;-0.976;0.049;0.51;8.864;71.387;3.704
13.95;-0.97;0.053;0.498;8.46;70.877;2.721
13.96;-0.964;0.05;0.472;8.003;70.03;2.386
13.97;-0.962;0.033;0.466;6.189;69.146;2.233
13.98;-0.963;0.001;0.468;6.532;68.925;1.7
13.99;-0.962;-0.014;0.468;8.361;70.77;1.075
14;-0.975;0.004;0.442;8.567;72.79;0.648
14.01;-0.991;0.035;0.42;6.364;73.224;0.389
14.02;-1;0.047;0.417;3.521;72.5;0.13
14.03;-1.005;0.047;0.402;1.341;71.593;-0.244
14.04;-0.999;0.058;0.392;-1.12;71.303;-0.739
14.05;-0.999;0.065;0.378;-3.902;71.73;-0.77
14.06;-0.993;0.066;0.364;-5.648;74.566;-0.183
14.07;-1.002;0.081;0.337;-6.402;76.425;-0.137
14.08;-1.03;0.106;0.301;-10.8;76.037;-0.076
14.09;-1.039;0.095;0.309;-14.688;76.22;0.221
14.1;-1.05;0.067;0.314;-14.809;76.646;0.084
14.11;-1.059;0.039;0.264;-13.537;74.108;0.015
14.12;-1.052;0.006;0.246;-12.508;70.213;0.122
14.13;-1.008;-0.016;0.284;-12.393;68.628;0.297
14.14;-0.954;-0.018;0.314;-9.931;70.579;0.198
14.15;-0.928;0;0.302;-4.787;74.459;-0.267
14.16;-0.953;0.045;0.245;-3.918;78.14;0.252
14.17;-1.007;0.064;0.174;-4.177;78.407;1.12
14.18;-1.056;0.073;0.146;-3.872;76.067;1.837
14.19;-1.067;0.074;0.114;-4.52;71.692;4.047
14.2;-1.031;0.07;0.166;-6.966;68.742;5.351
14.21;-0.976;0.066;0.241;-7.652;68.674;5.175
14.22;-0.954;0.074;0.246;-10.785;70.015;5.556
14.23;-0.971;0.091;0.231;-14.733;70.381;5.053
14.24;-0.995;0.118;0.191;-18.011;69.886;5.091
14.25;-1.008;0.123;0.148;-21.578;66.662;6.784
14.26;-0.99;0.104;0.195;-24.291;65.053;8.544
14.27;-0.957;0.091;0.208;-23.186;65.579;9.268
14.28;-0.945;0.068;0.179;-19.017;66.296;9.459
14.29;-0.945;0.047;0.167;-12.896;65.389;9.261
14.3;-0.963;0.034;0.167;-7.919;60.747;7.79
14.31;-0.952;0.008;0.187;-4.954;58.887;8.765
14.32;-0.924;0.007;0.221;-2.805;62.264;12.828
14.33;-0.878;0.008;0.215;2.515;66.441;14.062
14.34;-0.925;0.025;0.243;1.021;61.585;11.075
14.35;-0.958;0.027;0.297;-8.895;55.945;9.062
14.36;-0.97;-0.013;0.326;-19.809;54.505;6.684
14.37;-0.963;-0.14;0.312;-24.642;58.346;4.276
14.38;-0.992;-0.289;0.283;-21.799;61.532;4.459
14.39;-1.067;-0.37;0.217;-15.518;56.806;5.145
14.4;-1.124;-0.381;0.237;-7.454;48.559;5.236
14.41;-1.127;-0.358;0.254;1.181;44.352;6.258
14.42;-1.125;-0.314;0.215;10.274;42.043;6.959
14.43;-1.116;-0.234;0.174;16.341;40.823;8.216
14.44;-1.103;-0.121;0.144;17.5;38.178;9.139
14.45;-1.087;-0.042;0.13;20.442;38.034;9.215
14.46;-1.074;0.012;0.075;24.177;35.8;9.779
14.47;-1.108;0.077;0.087;23.194;28.636;8.712
14.48;-1.095;0.111;0.111;17.066;25.716;6.22
14.49;-1.053;0.084;0.089;12.157;26.601;4.383
14.5;-1.043;0.055;0.065;9.809;27.508;2.774
14.51;-1.06;0.024;0.023;9.627;25.137;0.976
14.52;-1.086;-0.007;0.005;12.104;21.021;-0.114
14.53;-1.078;-0.019;0.017;14.169;19.985;-0.053
14.54;-1.07;-0.006;0.008;14.314;20.13;-0.145
14.55;-1.07;0.021;-0.025;14.2;19.962;-0.541
14.56;-1.076;0.038;-0.051;14.108;18.567;-0.953
14.57;-1.078;0.033;-0.049;13.537;17.043;-0.404
14.58;-1.087;0.027;-0.05;12.599;14.512;0.838
14.59;-1.079;0.033;-0.031;10.419;13.857;1.928
14.6;-1.067;0.028;-0.035;7.523;14.52;2.553
14.61;-1.077;0;-0.036;6.303;14.703;2.607
14.62;-1.074;-0.033;-0.06;9.466;14.649;3.034
14.63;-1.087;-0.036;-0.075;14.413;11.959;3.125
14.64;-1.1;-0.01;-0.064;17.081;8.415;2.096
14.65;-1.09;0.027;-0.047;16.425;5.518;0.976
14.66;-1.076;0.058;-0.023;12.912;4.39;-0.015
14.67;-1.076;0.073;-0.045;8.941;3.971;-0.137
14.68;-1.084;0.064;-0.08;6.014;3.285;0.838
14.69;-1.078;0.047;-0.104;4.893;2.576;1.677
14.7;-1.061;0.034;-0.1;5.922;2.142;2.02
14.71;-1.053;0.024;-0.111;7.302;2.241;2.012
14.72;-1.054;0.017;-0.122;8.963;2.782;1.662
14.73;-1.059;0;-0.136;11.044;2.607;1.463
14.74;-1.069;-0.018;-0.135;13.712;1.082;1.128
14.75;-1.068;-0.012;-0.1;15.183;-0.061;0.884
14.76;-1.064;0;-0.074;16.822;-0.381;0.808
14.77;-1.061;0.018;-0.069;17.172;-0.015;0.96
14.78;-1.05;0.041;-0.069;15.77;0.579;1.044
14.79;-1.056;0.052;-0.072;14.276;0.816;1.037
14.8;-1.065;0.054;-0.083;13.857;0.556;1.09
14.81;-1.064;0.061;-0.091;13.575;0.229;1.326
14.82;-1.06;0.079;-0.076;12.264;-0.503;1.029
14.83;-1.055;0.088;-0.054;9.825;-1.044;0.145
14.84;-1.05;0.081;-0.047;7.142;-0.831;-0.434
14.85;-1.051;0.058;-0.067;4.611;-0.579;-0.465
14.86;-1.063;0.037;-0.084;3.422;-0.648;-0.579
14.87;-1.067;0.019;-0.088;3.674;-0.633;-0.381
14.88;-1.057;0.01;-0.071;4.383;-0.358;0.091
14.89;-1.055;0.013;-0.064;5.427;0.785;0.457
14.9;-1.058;0.028;-0.077;5.595;1.593;0.747
14.91;-1.061;0.043;-0.084;4.779;1.784;1.044
14.92;-1.056;0.061;-0.085;2.782;1.814;1.12
14.93;-1.056;0.066;-0.09;0.381;1.723;1.242
14.94;-1.051;0.069;-0.083;-2.066;1.723;1.334
14.95;-1.052;0.069;-0.077;-4.162;1.517;0.915
14.96;-1.062;0.058;-0.073;-5.046;1.441;0.45
14.97;-1.065;0.035;-0.079;-4.36;1.319;0.579
14.98;-1.062;0.026;-0.082;-2.546;0.838;0.587
14.99;-1.061;0.023;-0.082;-0.945;0.259;0.335
15;-1.063;0.015;-0.081;0.099;0.053;0.107
15.01;-1.069;0.002;-0.088;2.424;-0.114;0.191
15.02;-1.07;0;-0.1;4.748;-0.427;0.259
15.03;-1.065;0.008;-0.106;7.027;-1.105;0.534
15.04;-1.054;0.014;-0.108;8.994;-1.296;0.595
15.05;-1.051;0.031;-0.094;9.741;-0.762;0.274
15.06;-1.061;0.047;-0.1;8.864;-0.328;0.29
15.07;-1.065;0.052;-0.099;7.233;-0.526;0.274
15.08;-1.059;0.059;-0.082;4.665;-0.564;0.267
15.09;-1.056;0.067;-0.074;1.601;-0.556;0.183
15.1;-1.065;0.071;-0.063;-1.562;-1.197;-0.03
15.11;-1.07;0.072;-0.049;-4.84;-1.57;0.175
15.12;-1.061;0.06;-0.041;-7.203;-1.273;0.229
15.13;-1.055;0.046;-0.026;-7.797;-0.625;0.084
15.14;-1.056;0.029;-0.04;-7.027;-0.107;-0.084
15.15;-1.058;0.014;-0.045;-5.13;0.305;-0.069
15.16;-1.059;0.011;-0.055;-2.652;0.419;0.244
15.17;-1.062;0.022;-0.06;-0.724;0.526;0.335
15.18;-1.058;0.036;-0.073;0.419;0.633;0.244
15.19;-1.054;0.047;-0.082;0.175;1.197;-0.091
15.2;-1.047;0.053;-0.1;-1.448;1.616;-0.282
15.21;-1.049;0.057;-0.103;-3.331;1.296;-0.389
15.22;-1.057;0.056;-0.097;-4.992;0.77;-0.572
15.23;-1.063;0.053;-0.085;-6.654;0.534;-0.671
15.24;-1.065;0.043;-0.076;-7.363;0.381;-0.389
15.25;-1.061;0.034;-0.078;-7.05;0.396;-0.305
15.26;-1.063;0.024;-0.077;-7.302;0.168;-0.236
15.27;-1.068;0.008;-0.075;-6.578;-0.305;0.16
15.28;-1.068;0;-0.07;-3.811;-0.465;0.351
15.29;-1.064;0.006;-0.062;-1.341;-0.579;0.343
15.3;-1.061;0.012;-0.06;0.396;-0.587;0.366
15.31;-1.058;0.007;-0.058;2.424;-0.678;0.404
15.32;-1.061;0.011;-0.059;3.582;-0.48;0.32
15.33;-1.058;0.027;-0.058;3.796;-0.351;0.16
15.34;-1.062;0.042;-0.059;3.43;-0.396;0.244
15.35;-1.062;0.055;-0.053;2.203;-0.45;0.328
15.36;-1.058;0.061;-0.055;0.45;-0.473;0.259
15.37;-1.057;0.065;-0.055;-1.845;-0.122;0.122
15.38;-1.056;0.063;-0.052;-3.422;0.107;-0.099
15.39;-1.057;0.052;-0.054;-4.268;0.114;-0.282
15.4;-1.054;0.039;-0.052;-4.39;0.198;-0.358
15.41;-1.06;0.022;-0.052;-3.559;0.236;-0.366
15.42;-1.064;0.01;-0.065;-1.669;-0.008;-0.259
15.43;-1.067;0.011;-0.059;0.389;-0.015;-0.076
15.44;-1.064;0.022;-0.062;1.326;0.091;0.122
15.45;-1.059;0.031;-0.07;1.372;0.282;0.137
15.46;-1.052;0.034;-0.073;0.816;0.816;0.114
15.47;-1.059;0.032;-0.087;0.473;0.755;0.191
15.48;-1.064;0.033;-0.085;0.518;0.29;0.16
15.49;-1.062;0.036;-0.085;0.48;0.259;0.114
15.5;-1.061;0.037;-0.082;0.404;0.442;0.183
15.51;-1.058;0.042;-0.077;0.419;0.686;0.061
15.52;-1.057;0.04;-0.078;-0.008;0.877;-0.038
15.53;-1.058;0.035;-0.075;-0.13;0.93;-0.114
15.54;-1.061;0.032;-0.076;-0.213;0.823;0.046
15.55;-1.06;0.032;-0.069;-0.198;0.983;0.32
15.56;-1.06;0.035;-0.063;0.145;1.059;0.206
15.57;-1.058;0.036;-0.059;0.236;1.166;0.061
15.58;-1.057;0.028;-0.061;0.076;1.54;0.183
15.59;-1.059;0.027;-0.066;0.938;1.578;0.259
15.6;-1.064;0.026;-0.07;1.883;1.204;0.305
15.61;-1.062;0.025;-0.072;2.431;1.067;0.312
15.62;-1.06;0.031;-0.07;2.835;1.159;0.046
15.63;-1.059;0.039;-0.072;2.759;1.273;-0.084
15.64;-1.06;0.04;-0.071;2.005;1.532;0.168
15.65;-1.062;0.037;-0.069;1.265;1.524;0.168
15.66;-1.067;0.027;-0.07;1.677;1.334;-0.053
15.67;-1.063;0.014;-0.064;3.392;1.502;-0.069
15.68;-1.063;0.019;-0.07;4.527;1.319;0.053
15.69;-1.068;0.032;-0.077;3.826;0.877;0.145
15.7;-1.062;0.031;-0.074;3.3;1.067;0.404
15.71;-1.059;0.023;-0.08;4.329;1.441;0.716
15.72;-1.061;0.022;-0.093;5.709;1.09;0.785
15.73;-1.06;0.025;-0.101;6.723;0.701;0.488
15.74;-1.056;0.041;-0.102;6.418;0.785;0.343
15.75;-1.056;0.054;-0.096;4.848;0.823;0.579
15.76;-1.054;0.063;-0.085;2.66;1.189;0.64
15.77;-1.057;0.065;-0.08;1.052;1.296;0.404
15.78;-1.058;0.054;-0.077;-0.343;1.258;0.274
15.79;-1.061;0.046;-0.07;-1.608;1.09;0.526
15.8;-1.064;0.044;-0.062;-2.508;0.678;0.701
15.81;-1.059;0.04;-0.061;-3.148;0.64;0.709
15.82;-1.055;0.038;-0.052;-3.224;0.846;0.686
15.83;-1.057;0.037;-0.061;-3.407;1.044;0.633
15.84;-1.058;0.039;-0.07;-3.552;0.976;0.48
15.85;-1.056;0.037;-0.072;-3.453;0.93;0.198
15.86;-1.058;0.035;-0.073;-3.27;0.755;0.122
15.87;-1.064;0.041;-0.071;-3.567;0.457;-0.038
15.88;-1.061;0.042;-0.064;-3.788;0.587;-0.107
15.89;-1.059;0.039;-0.064;-3.887;0.816;-0.137
15.9;-1.058;0.033;-0.066;-3.742;0.617;-0.114
15.91;-1.064;0.023;-0.073;-2.447;0.29;-0.206
15.92;-1.064;0.015;-0.081;-0.305;0.198;-0.198
15.93;-1.063;0.014;-0.095;1.311;-0.175;-0.13
15.94;-1.061;0.016;-0.092;2.668;-0.16;0.038
15.95;-1.054;0.026;-0.097;4.177;0.122;0.053
15.96;-1.055;0.038;-0.105;4.787;0.122;0.053
15.97;-1.059;0.043;-0.109;4.245;-0.152;0.114
15.98;-1.057;0.051;-0.106;3.247;0.091;0.076
15.99;-1.052;0.053;-0.097;2.058;0.549;0.046
16;-1.055;0.049;-0.095;0.884;0.831;0.091
16.01;-1.059;0.047;-0.096;0.137;0.709;0.046
16.02;-1.06;0.049;-0.088;-0.77;0.556;0.091
16.03;-1.059;0.052;-0.084;-2.447;0.587;0.061
16.04;-1.06;0.046;-0.079;-3.765;0.61;0.046
16.05;-1.062;0.032;-0.074;-3.925;0.556;0.076
16.06;-1.062;0.022;-0.071;-2.508;0.389;0.069
16.07;-1.061;0.02;-0.073;-0.808;0.358;0.076
16.08;-1.06;0.026;-0.071;0.076;0.564;0.114
16.09;-1.058;0.035;-0.072;0.259;0.694;0.053
16.1;-1.062;0.035;-0.071;0.526;0.838;0.038
16.11;-1.06;0.033;-0.078;0.93;0.823;-0.03
16.12;-1.06;0.034;-0.075;1.38;0.64;-0.191
16.13;-1.062;0.031;-0.074;1.776;0.465;-0.198
16.14;-1.061;0.034;-0.074;1.357;0.457;-0.328
16.15;-1.059;0.038;-0.072;0.854;0.503;-0.305
16.16;-1.06;0.04;-0.071;0.366;0.351;-0.351
16.17;-1.06;0.037;-0.07;-0.091;0.305;-0.328
16.18;-1.059;0.037;-0.074;-0.175;0.122;-0.168
16.19;-1.06;0.037;-0.076;-0.091;-0.03;-0.198
16.2;-1.061;0.039;-0.079;-0.297;0.015;-0.16
16.21;-1.058;0.039;-0.08;-0.907;0.015;-0.13
16.22;-1.057;0.037;-0.079;-1.677;0.175;-0.13
16.23;-1.059;0.031;-0.083;-1.471;-0.046;-0.274
16.24;-1.065;0.022;-0.083;-0.229;0.046;-0.183
16.25;-1.066;0.019;-0.085;1.402;-0.023;0.069
16.26;-1.063;0.031;-0.089;1.479;-0.396;0.213
16.27;-1.058;0.043;-0.085;0.389;-0.358;0.373
16.28;-1.059;0.047;-0.08;0.015;-0.556;0.107
16.29;-1.059;0.044;-0.075;-0.137;-0.655;0.046
16.3;-1.062;0.038;-0.079;-0.48;-0.663;0.13
16.31;-1.058;0.031;-0.073;-0.716;-0.48;0.137
16.32;-1.056;0.029;-0.074;-0.602;-0.297;0.16
16.33;-1.06;0.029;-0.077;-0.221;-0.236;-0.076
16.34;-1.062;0.029;-0.078;0.015;0.023;0.152
16.35;-1.059;0.033;-0.077;-0.107;0.091;0.259
16.36;-1.059;0.033;-0.079;-0.221;0.137;0.236
16.37;-1.058;0.031;-0.081;-0.091;0.038;0.343
16.38;-1.058;0.029;-0.085;0.534;0.122;0.541
16.39;-1.057;0.027;-0.092;1.204;0.213;0.625
16.4;-1.058;0.033;-0.089;1.105;0.343;0.595
16.41;-1.058;0.042;-0.083;0.808;0.617;0.48
16.42;-1.059;0.04;-0.083;0.877;0.648;0.335
16.43;-1.057;0.034;-0.09;1.067;0.503;0.244
16.44;-1.055;0.033;-0.085;1.044;0.351;0.084
16.45;-1.061;0.034;-0.081;0.785;0.198;0.069
16.46;-1.064;0.034;-0.079;0.64;0.274;0.221
16.47;-1.06;0.029;-0.079;0.823;0.48;0.412
16.48;-1.06;0.031;-0.081;1.425;0.335;0.442
16.49;-1.061;0.033;-0.084;1.745;0.198;0.381
16.5;-1.059;0.031;-0.084;2.05;0.274;0.495
16.51;-1.057;0.031;-0.082;2.149;0.373;0.686
16.52;-1.057;0.04;-0.079;1.867;0.412;0.633
16.53;-1.061;0.041;-0.08;1.448;0.434;0.526
16.54;-1.058;0.04;-0.082;1.326;0.663;0.396
16.55;-1.058;0.04;-0.082;1.143;0.823;0.389
16.56;-1.063;0.041;-0.082;0.168;0.579;0.442
16.57;-1.061;0.041;-0.079;-0.236;0.404;0.473
16.58;-1.059;0.041;-0.078;-0.03;0.32;0.297
16.59;-1.056;0.042;-0.072;-0.008;0.442;0.213
16.6;-1.058;0.038;-0.073;-0.335;0.518;0.259
16.61;-1.061;0.037;-0.073;-0.777;0.595;0.213
16.62;-1.06;0.034;-0.077;-0.709;0.625;0.373
16.63;-1.058;0.03;-0.073;0.259;0.861;0.572
16.64;-1.062;0.027;-0.078;1.189;0.724;0.549
16.65;-1.062;0.03;-0.083;1.494;0.526;0.587
16.66;-1.058;0.035;-0.082;1.509;0.282;0.503
16.67;-1.059;0.041;-0.079;1.387;0.137;0.373
16.68;-1.058;0.042;-0.077;1.143;0.297;0.175
16.69;-1.061;0.042;-0.079;1.006;0.511;0.152
16.7;-1.059;0.039;-0.082;0.899;0.732;0.252
16.71;-1.06;0.041;-0.087;0.808;0.534;0.366
16.72;-1.056;0.044;-0.087;0.617;0.495;0.335
16.73;-1.055;0.041;-0.083;0.069;0.633;0.373
16.74;-1.056;0.042;-0.078;-0.511;0.678;0.312
16.75;-1.055;0.041;-0.073;-0.922;0.488;0.282
16.76;-1.062;0.033;-0.071;-1.105;0.373;0.274
16.77;-1.064;0.024;-0.073;-0.381;0.175;0.252
16.78;-1.065;0.021;-0.07;0.48;-0.061;0.236
16.79;-1.06;0.022;-0.072;1.494;-0.267;0.343
16.8;-1.061;0.03;-0.072;2.264;-0.419;0.351
16.81;-1.062;0.037;-0.077;2.355;-0.732;0.229
16.82;-1.06;0.041;-0.072;2.096;-0.48;0.442
16.83;-1.057;0.042;-0.076;1.715;0.137;0.823
16.84;-1.057;0.045;-0.082;1.433;0.457;0.678
16.85;-1.057;0.047;-0.088;1.486;0.351;0.473
16.86;-1.055;0.047;-0.091;1.425;0.305;0.32
16.87;-1.052;0.045;-0.09;1.128;0.244;0.061
16.88;-1.057;0.04;-0.089;0.968;0.16;-0.091
16.89;-1.062;0.039;-0.088;0.61;0.152;0.084
16.9;-1.062;0.038;-0.089;0.236;0.252;0.29
16.91;-1.059;0.039;-0.086;0.343;0.602;0.412
16.92;-1.052;0.042;-0.082;0.229;0.968;0.556
16.93;-1.055;0.045;-0.087;0.053;0.877;0.541
16.94;-1.06;0.044;-0.09;0.13;0.899;0.564
16.95;-1.059;0.045;-0.087;-0.053;0.701;0.495
16.96;-1.064;0.047;-0.085;-0.64;0.648;0.419
16.97;-1.058;0.042;-0.084;-1.128;0.983;0.457
16.98;-1.06;0.042;-0.081;-1.159;1.067;0.457
16.99;-1.062;0.045;-0.087;-1.456;0.945;0.427
17;-1.061;0.042;-0.084;-2.096;1.052;0.488
17.01;-1.058;0.043;-0.084;-2.843;1.166;0.732
17.02;-1.058;0.045;-0.09;-3.575;1.235;0.678
17.03;-1.055;0.039;-0.086;-3.78;1.258;0.587
17.04;-1.057;0.034;-0.085;-3.666;1.189;0.511
17.05;-1.06;0.03;-0.081;-2.797;1.235;0.366
17.06;-1.058;0.023;-0.082;-1.197;1.433;0.381
17.07;-1.058;0.021;-0.077;0.732;1.486;0.404
17.08;-1.06;0.027;-0.08;2.005;1.578;0.625
17.09;-1.06;0.035;-0.083;2.188;1.448;0.8
17.1;-1.055;0.046;-0.077;2.127;1.905;0.678
17.11;-1.054;0.052;-0.088;1.73;2.073;0.511
17.12;-1.061;0.054;-0.092;0.335;1.692;0.366
17.13;-1.061;0.052;-0.094;-0.907;1.555;0.396
17.14;-1.059;0.05;-0.088;-1.395;1.433;0.351
17.15;-1.057;0.05;-0.083;-2.111;1.25;0.335
17.16;-1.06;0.051;-0.077;-3.003;1.113;0.343
17.17;-1.061;0.045;-0.067;-3.628;1.151;0.183
17.18;-1.06;0.038;-0.066;-3.628;0.915;0.13
17.19;-1.063;0.031;-0.063;-3.133;0.556;0.015
17.2;-1.062;0.028;-0.063;-2.53;0.221;0.038
17.21;-1.059;0.023;-0.067;-1.707;0.534;0.183
17.22;-1.06;0.019;-0.09;-0.252;1.113;0.694
17.23;-1.071;0.025;-0.108;1.494;0.655;1.052
17.24;-1.062;0.036;-0.117;2.416;0.335;1.105
17.25;-1.047;0.043;-0.119;2.683;0.686;1.006
17.26;-1.051;0.05;-0.12;2.934;0.831;0.861
17.27;-1.056;0.05;-0.132;2.645;0.869;0.869
17.28;-1.062;0.05;-0.128;1.372;0.785;1.006
17.29;-1.059;0.051;-0.113;-0.221;1.174;1.09
17.3;-1.051;0.051;-0.097;-1.494;1.753;0.899
17.31;-1.053;0.052;-0.08;-2.767;1.852;0.739
17.32;-1.058;0.05;-0.067;-3.758;1.494;0.503
17.33;-1.057;0.042;-0.051;-3.613;1.235;0.229
17.34;-1.055;0.038;-0.038;-2.576;0.922;0.175
17.35;-1.066;0.033;-0.041;-1.113;0.267;0.183
17.36;-1.068;0.023;-0.043;0.252;0.061;0.465
17.37;-1.068;0.016;-0.053;1.22;0.038;0.922
17.38;-1.07;0.023;-0.065;2.477;-0.191;0.945
17.39;-1.068;0.03;-0.087;4.032;-0.762;1.006
17.4;-1.062;0.031;-0.104;4.657;-1.151;1.189
17.41;-1.055;0.039;-0.102;5.221;-1.418;0.915
17.42;-1.047;0.054;-0.103;5.099;-1.776;0.206
17.43;-1.047;0.067;-0.101;3.338;-1.951;-0.45
17.44;-1.065;0.068;-0.098;0.831;-2.63;-0.465
17.45;-1.085;0.065;-0.096;-1.837;-3.971;-0.198
17.46;-1.084;0.06;-0.085;-4.939;-5.008;-0.053
17.47;-1.076;0.058;-0.061;-7.172;-6.098;0
17.48;-1.077;0.055;-0.045;-8.887;-8.369;-0.274
17.49;-1.082;0.056;-0.02;-11.029;-11.524;-0.831
17.5;-1.097;0.057;0.005;-13.674;-15.328;-1.303
17.51;-1.115;0.052;0.023;-17.226;-19.108;-1.105
17.52;-1.127;0.052;0.058;-20.03;-22.233;-1.181
17.53;-1.125;0.041;0.094;-20.762;-24.017;-1.639
17.54;-1.11;0.018;0.127;-21.578;-24.101;-2.325
17.55;-1.093;0.009;0.174;-23.918;-24.36;-3.986
17.56;-1.08;0.007;0.214;-24.421;-25.556;-6.776
17.57;-1.076;-0.012;0.21;-23.643;-28.293;-10.335
17.58;-1.079;-0.039;0.197;-22.79;-33.354;-12.355
17.59;-1.094;-0.029;0.191;-26.875;-41.555;-14.733
17.6;-1.095;-0.076;0.195;-38.483;-46.448;-15.351
17.61;-1.036;-0.08;0.233;-43.468;-47.675;-11.631
17.62;-1.034;-0.012;0.239;-41.372;-49.566;-8.994
17.63;-1.022;0.065;0.241;-35.335;-50.549;-8.209
17.64;-0.984;0.12;0.185;-30.503;-51.974;-9.718
17.65;-0.968;0.128;0.149;-40.084;-58.247;-12.325
17.66;-0.933;0.071;0.144;-70.381;-59.009;-11.479
17.67;-0.904;-0.024;0.087;-82.675;-53.552;-2.569
17.68;-0.943;0.017;-0.03;-64.566;-51.509;1.28
17.69;-1.036;0.056;-0.147;-43.438;-62.691;-3.963
17.7;-1.037;0.064;-0.128;-39.306;-76.471;-15.8
17.71;-0.976;-0.045;-0.061;-55.846;-80.976;-23.438
17.72;-0.999;-0.217;-0.016;-64.863;-83.011;-19.047
17.73;-0.991;-0.253;0.105;-51.669;-80.808;-17.904
17.74;-1.026;-0.281;0.141;-17.134;-79.832;-19.23
17.75;-1;-0.211;0.125;14.291;-76.509;-19.893
17.76;-0.96;-0.133;0.106;39.665;-77.058;-18.102
17.77;-0.964;-0.052;0.051;53.78;-84.345;-14.299
17.78;-0.987;0.042;0.053;42.439;-96.052;-13.11
17.79;-0.995;-0.006;0.112;24.306;-105.816;-11.494
17.8;-0.936;-0.006;0.279;19.383;-108.521;-12.942
17.81;-0.929;0.041;0.284;23.491;-111.212;-15.32
17.82;-0.94;0.012;0.171;18.262;-108.468;-15.678
17.83;-1.003;-0.099;0.155;18.018;-107.302;-12.264
17.84;-1;-0.081;0.125;25.938;-105.389;-10.084
17.85;-1.003;-0.002;0.094;35.8;-107.63;-11.181
17.86;-1.012;0.013;0.082;38.46;-108.895;-10.29
17.87;-0.974;-0.001;0.165;32.965;-107.309;-8.544
17.88;-0.954;0.042;0.31;29.413;-103.453;-11.075
17.89;-0.993;0.023;0.352;25;-100.991;-13.697
17.9;-1.069;-0.028;0.351;22.622;-101.395;-16.845
17.91;-1.085;-0.043;0.399;27.363;-96.41;-21.745
17.92;-1.149;-0.051;0.234;36.25;-99.466;-22.805
17.93;-1.201;-0.046;0.111;31.456;-110.587;-20.046
17.94;-1.101;-0.007;0.243;31.098;-113.323;-17.165
17.95;-0.961;0.115;0.406;24.87;-106.639;-15.724
