epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681555730515,2023-04-15T12.48.50.515,7.570,-1.057,-0.088,0.056
1681555730525,2023-04-15T12.48.50.525,7.580,-1.070,-0.031,0.082
1681555730535,2023-04-15T12.48.50.535,7.590,-1.064,-0.010,0.127
1681555730545,2023-04-15T12.48.50.545,7.600,-1.051,0.007,0.087
1681555730555,2023-04-15T12.48.50.555,7.610,-1.089,0.012,0.057
1681555730565,2023-04-15T12.48.50.565,7.620,-1.077,-0.022,0.027
1681555730575,2023-04-15T12.48.50.575,7.630,-1.061,-0.019,0.028
1681555730585,2023-04-15T12.48.50.585,7.640,-1.049,0.017,0.046
1681555730595,2023-04-15T12.48.50.595,7.650,-1.055,0.065,0.058
1681555730605,2023-04-15T12.48.50.605,7.660,-1.070,0.089,0.063
1681555730615,2023-04-15T12.48.50.615,7.670,-1.077,0.088,0.048
1681555730625,2023-04-15T12.48.50.625,7.680,-1.084,0.096,0.014
1681555730635,2023-04-15T12.48.50.635,7.690,-1.090,0.081,-0.016
1681555730645,2023-04-15T12.48.50.645,7.700,-1.073,0.067,-0.042
1681555730655,2023-04-15T12.48.50.655,7.710,-1.047,0.079,-0.030
1681555730665,2023-04-15T12.48.50.665,7.720,-1.040,0.099,-0.033
1681555730675,2023-04-15T12.48.50.675,7.730,-1.057,0.107,-0.063
1681555730685,2023-04-15T12.48.50.685,7.740,-1.085,0.105,-0.078
1681555730695,2023-04-15T12.48.50.695,7.750,-1.105,0.093,-0.050
1681555730705,2023-04-15T12.48.50.705,7.760,-1.097,0.070,-0.011
1681555730715,2023-04-15T12.48.50.715,7.770,-1.079,0.041,0.016
1681555730725,2023-04-15T12.48.50.725,7.780,-1.057,0.006,0.000
1681555730735,2023-04-15T12.48.50.735,7.790,-1.061,-0.013,-0.015
1681555730745,2023-04-15T12.48.50.745,7.800,-1.068,-0.018,-0.021
1681555730755,2023-04-15T12.48.50.755,7.810,-1.077,-0.008,-0.024
1681555730765,2023-04-15T12.48.50.765,7.820,-1.082,0.021,-0.021
1681555730775,2023-04-15T12.48.50.775,7.830,-1.075,0.070,-0.021
1681555730785,2023-04-15T12.48.50.785,7.840,-1.060,0.122,-0.008
1681555730795,2023-04-15T12.48.50.795,7.850,-1.053,0.150,-0.002
1681555730805,2023-04-15T12.48.50.805,7.860,-1.055,0.138,-0.024
1681555730815,2023-04-15T12.48.50.815,7.870,-1.059,0.085,-0.060
1681555730825,2023-04-15T12.48.50.825,7.880,-1.053,0.047,-0.063
1681555730835,2023-04-15T12.48.50.835,7.890,-1.057,0.037,-0.075
1681555730845,2023-04-15T12.48.50.845,7.900,-1.062,0.039,-0.097
1681555730855,2023-04-15T12.48.50.855,7.910,-1.060,0.049,-0.110
1681555730865,2023-04-15T12.48.50.865,7.920,-1.060,0.062,-0.125
1681555730875,2023-04-15T12.48.50.875,7.930,-1.071,0.072,-0.141
1681555730885,2023-04-15T12.48.50.885,7.940,-1.066,0.085,-0.136
1681555730895,2023-04-15T12.48.50.895,7.950,-1.060,0.094,-0.135
1681555730905,2023-04-15T12.48.50.905,7.960,-1.053,0.101,-0.127
1681555730915,2023-04-15T12.48.50.915,7.970,-1.049,0.104,-0.129
1681555730925,2023-04-15T12.48.50.925,7.980,-1.048,0.095,-0.135
1681555730935,2023-04-15T12.48.50.935,7.990,-1.053,0.090,-0.120
1681555730945,2023-04-15T12.48.50.945,8.000,-1.059,0.081,-0.104
1681555730955,2023-04-15T12.48.50.955,8.010,-1.066,0.068,-0.079
1681555730965,2023-04-15T12.48.50.965,8.020,-1.069,0.053,-0.060
1681555730975,2023-04-15T12.48.50.975,8.030,-1.073,0.043,-0.059
1681555730985,2023-04-15T12.48.50.985,8.040,-1.068,0.046,-0.046
1681555730995,2023-04-15T12.48.50.995,8.050,-1.067,0.052,-0.024
1681555731005,2023-04-15T12.48.51.005,8.060,-1.065,0.054,-0.004
1681555731015,2023-04-15T12.48.51.015,8.070,-1.062,0.058,0.002
1681555731025,2023-04-15T12.48.51.025,8.080,-1.062,0.061,-0.006
1681555731035,2023-04-15T12.48.51.035,8.090,-1.067,0.057,-0.020
1681555731045,2023-04-15T12.48.51.045,8.100,-1.065,0.048,-0.024
1681555731055,2023-04-15T12.48.51.055,8.110,-1.054,0.039,-0.044
1681555731065,2023-04-15T12.48.51.065,8.120,-1.047,0.043,-0.053
1681555731075,2023-04-15T12.48.51.075,8.130,-1.056,0.056,-0.068
1681555731085,2023-04-15T12.48.51.085,8.140,-1.068,0.063,-0.091
1681555731095,2023-04-15T12.48.51.095,8.150,-1.074,0.064,-0.110
1681555731105,2023-04-15T12.48.51.105,8.160,-1.065,0.066,-0.113
1681555731115,2023-04-15T12.48.51.115,8.170,-1.056,0.066,-0.110
1681555731125,2023-04-15T12.48.51.125,8.180,-1.052,0.065,-0.101
1681555731135,2023-04-15T12.48.51.135,8.190,-1.057,0.065,-0.100
1681555731145,2023-04-15T12.48.51.145,8.200,-1.057,0.064,-0.101
1681555731155,2023-04-15T12.48.51.155,8.210,-1.054,0.066,-0.106
1681555731165,2023-04-15T12.48.51.165,8.220,-1.058,0.063,-0.113
1681555731175,2023-04-15T12.48.51.175,8.230,-1.058,0.050,-0.106
1681555731185,2023-04-15T12.48.51.185,8.240,-1.060,0.050,-0.085
1681555731195,2023-04-15T12.48.51.195,8.250,-1.063,0.054,-0.065
1681555731205,2023-04-15T12.48.51.205,8.260,-1.061,0.053,-0.060
1681555731215,2023-04-15T12.48.51.215,8.270,-1.058,0.059,-0.050
1681555731225,2023-04-15T12.48.51.225,8.280,-1.062,0.065,-0.045
1681555731235,2023-04-15T12.48.51.235,8.290,-1.059,0.063,-0.050
1681555731245,2023-04-15T12.48.51.245,8.300,-1.057,0.065,-0.052
1681555731255,2023-04-15T12.48.51.255,8.310,-1.057,0.061,-0.063
1681555731265,2023-04-15T12.48.51.265,8.320,-1.057,0.060,-0.079
1681555731275,2023-04-15T12.48.51.275,8.330,-1.058,0.062,-0.085
1681555731285,2023-04-15T12.48.51.285,8.340,-1.059,0.065,-0.095
1681555731295,2023-04-15T12.48.51.295,8.350,-1.056,0.069,-0.104
1681555731305,2023-04-15T12.48.51.305,8.360,-1.047,0.079,-0.102
1681555731315,2023-04-15T12.48.51.315,8.370,-1.050,0.090,-0.097
1681555731325,2023-04-15T12.48.51.325,8.380,-1.054,0.086,-0.098
1681555731335,2023-04-15T12.48.51.335,8.390,-1.054,0.075,-0.102
1681555731345,2023-04-15T12.48.51.345,8.400,-1.052,0.065,-0.099
1681555731355,2023-04-15T12.48.51.355,8.410,-1.051,0.070,-0.097
1681555731365,2023-04-15T12.48.51.365,8.420,-1.055,0.072,-0.095
1681555731375,2023-04-15T12.48.51.375,8.430,-1.059,0.065,-0.090
1681555731385,2023-04-15T12.48.51.385,8.440,-1.066,0.058,-0.088
1681555731395,2023-04-15T12.48.51.395,8.450,-1.071,0.058,-0.071
1681555731405,2023-04-15T12.48.51.405,8.460,-1.065,0.055,-0.058
1681555731415,2023-04-15T12.48.51.415,8.470,-1.066,0.054,-0.047
1681555731425,2023-04-15T12.48.51.425,8.480,-1.065,0.052,-0.035
1681555731435,2023-04-15T12.48.51.435,8.490,-1.062,0.056,-0.033
1681555731445,2023-04-15T12.48.51.445,8.500,-1.060,0.058,-0.044
1681555731455,2023-04-15T12.48.51.455,8.510,-1.056,0.053,-0.054
1681555731465,2023-04-15T12.48.51.465,8.520,-1.055,0.047,-0.063
1681555731475,2023-04-15T12.48.51.475,8.530,-1.060,0.052,-0.075
1681555731485,2023-04-15T12.48.51.485,8.540,-1.064,0.055,-0.086
1681555731495,2023-04-15T12.48.51.495,8.550,-1.059,0.058,-0.090
1681555731505,2023-04-15T12.48.51.505,8.560,-1.055,0.064,-0.097
1681555731515,2023-04-15T12.48.51.515,8.570,-1.053,0.070,-0.098
1681555731525,2023-04-15T12.48.51.525,8.580,-1.051,0.076,-0.098
1681555731535,2023-04-15T12.48.51.535,8.590,-1.055,0.077,-0.102
1681555731545,2023-04-15T12.48.51.545,8.600,-1.062,0.071,-0.103
1681555731555,2023-04-15T12.48.51.555,8.610,-1.063,0.067,-0.090
1681555731565,2023-04-15T12.48.51.565,8.620,-1.059,0.063,-0.079
1681555731575,2023-04-15T12.48.51.575,8.630,-1.057,0.061,-0.077
1681555731585,2023-04-15T12.48.51.585,8.640,-1.063,0.068,-0.077
1681555731595,2023-04-15T12.48.51.595,8.650,-1.065,0.076,-0.075
1681555731605,2023-04-15T12.48.51.605,8.660,-1.060,0.084,-0.072
1681555731615,2023-04-15T12.48.51.615,8.670,-1.053,0.082,-0.065
1681555731625,2023-04-15T12.48.51.625,8.680,-1.051,0.076,-0.074
1681555731635,2023-04-15T12.48.51.635,8.690,-1.055,0.065,-0.082
1681555731645,2023-04-15T12.48.51.645,8.700,-1.063,0.054,-0.081
1681555731655,2023-04-15T12.48.51.655,8.710,-1.067,0.041,-0.072
1681555731665,2023-04-15T12.48.51.665,8.720,-1.060,0.035,-0.064
1681555731675,2023-04-15T12.48.51.675,8.730,-1.059,0.031,-0.064
1681555731685,2023-04-15T12.48.51.685,8.740,-1.065,0.031,-0.066
1681555731695,2023-04-15T12.48.51.695,8.750,-1.066,0.039,-0.063
1681555731705,2023-04-15T12.48.51.705,8.760,-1.060,0.058,-0.064
1681555731715,2023-04-15T12.48.51.715,8.770,-1.057,0.072,-0.069
1681555731725,2023-04-15T12.48.51.725,8.780,-1.051,0.080,-0.073
1681555731735,2023-04-15T12.48.51.735,8.790,-1.052,0.083,-0.079
1681555731745,2023-04-15T12.48.51.745,8.800,-1.051,0.079,-0.084
1681555731755,2023-04-15T12.48.51.755,8.810,-1.053,0.076,-0.086
1681555731765,2023-04-15T12.48.51.765,8.820,-1.053,0.082,-0.088
1681555731775,2023-04-15T12.48.51.775,8.830,-1.053,0.091,-0.091
1681555731785,2023-04-15T12.48.51.785,8.840,-1.051,0.102,-0.089
1681555731795,2023-04-15T12.48.51.795,8.850,-1.048,0.109,-0.086
1681555731805,2023-04-15T12.48.51.805,8.860,-1.048,0.104,-0.086
1681555731815,2023-04-15T12.48.51.815,8.870,-1.053,0.093,-0.089
1681555731825,2023-04-15T12.48.51.825,8.880,-1.060,0.074,-0.095
1681555731835,2023-04-15T12.48.51.835,8.890,-1.060,0.060,-0.098
1681555731845,2023-04-15T12.48.51.845,8.900,-1.059,0.053,-0.084
1681555731855,2023-04-15T12.48.51.855,8.910,-1.059,0.051,-0.074
1681555731865,2023-04-15T12.48.51.865,8.920,-1.064,0.045,-0.078
1681555731875,2023-04-15T12.48.51.875,8.930,-1.063,0.044,-0.074
1681555731885,2023-04-15T12.48.51.885,8.940,-1.059,0.043,-0.060
1681555731895,2023-04-15T12.48.51.895,8.950,-1.060,0.044,-0.061
1681555731905,2023-04-15T12.48.51.905,8.960,-1.059,0.048,-0.066
1681555731915,2023-04-15T12.48.51.915,8.970,-1.058,0.051,-0.075
1681555731925,2023-04-15T12.48.51.925,8.980,-1.060,0.056,-0.082
1681555731935,2023-04-15T12.48.51.935,8.990,-1.064,0.059,-0.093
1681555731945,2023-04-15T12.48.51.945,9.000,-1.060,0.057,-0.096
1681555731955,2023-04-15T12.48.51.955,9.010,-1.053,0.055,-0.089
1681555731965,2023-04-15T12.48.51.965,9.020,-1.053,0.061,-0.086
1681555731975,2023-04-15T12.48.51.975,9.030,-1.055,0.065,-0.082
1681555731985,2023-04-15T12.48.51.985,9.040,-1.058,0.068,-0.087
1681555731995,2023-04-15T12.48.51.995,9.050,-1.062,0.070,-0.093
1681555732005,2023-04-15T12.48.52.005,9.060,-1.057,0.073,-0.089
1681555732015,2023-04-15T12.48.52.015,9.070,-1.053,0.071,-0.089
1681555732025,2023-04-15T12.48.52.025,9.080,-1.055,0.069,-0.090
1681555732035,2023-04-15T12.48.52.035,9.090,-1.058,0.069,-0.087
1681555732045,2023-04-15T12.48.52.045,9.100,-1.057,0.065,-0.085
1681555732055,2023-04-15T12.48.52.055,9.110,-1.056,0.061,-0.087
1681555732065,2023-04-15T12.48.52.065,9.120,-1.053,0.052,-0.087
1681555732075,2023-04-15T12.48.52.075,9.130,-1.060,0.040,-0.086
1681555732085,2023-04-15T12.48.52.085,9.140,-1.064,0.038,-0.077
1681555732095,2023-04-15T12.48.52.095,9.150,-1.064,0.045,-0.076
1681555732105,2023-04-15T12.48.52.105,9.160,-1.060,0.050,-0.074
1681555732115,2023-04-15T12.48.52.115,9.170,-1.060,0.056,-0.073
1681555732125,2023-04-15T12.48.52.125,9.180,-1.059,0.058,-0.065
1681555732135,2023-04-15T12.48.52.135,9.190,-1.057,0.060,-0.068
1681555732145,2023-04-15T12.48.52.145,9.200,-1.062,0.056,-0.078
1681555732155,2023-04-15T12.48.52.155,9.210,-1.056,0.053,-0.088
1681555732165,2023-04-15T12.48.52.165,9.220,-1.054,0.050,-0.089
1681555732175,2023-04-15T12.48.52.175,9.230,-1.056,0.051,-0.093
1681555732185,2023-04-15T12.48.52.185,9.240,-1.062,0.050,-0.097
1681555732195,2023-04-15T12.48.52.195,9.250,-1.069,0.042,-0.093
1681555732205,2023-04-15T12.48.52.205,9.260,-1.066,0.042,-0.086
1681555732215,2023-04-15T12.48.52.215,9.270,-1.062,0.048,-0.079
1681555732225,2023-04-15T12.48.52.225,9.280,-1.060,0.045,-0.081
1681555732235,2023-04-15T12.48.52.235,9.290,-1.062,0.045,-0.082
1681555732245,2023-04-15T12.48.52.245,9.300,-1.066,0.052,-0.085
1681555732255,2023-04-15T12.48.52.255,9.310,-1.074,0.056,-0.080
1681555732265,2023-04-15T12.48.52.265,9.320,-1.079,0.052,-0.076
1681555732275,2023-04-15T12.48.52.275,9.330,-1.073,0.041,-0.071
1681555732285,2023-04-15T12.48.52.285,9.340,-1.062,0.029,-0.080
1681555732295,2023-04-15T12.48.52.295,9.350,-1.059,0.018,-0.084
1681555732305,2023-04-15T12.48.52.305,9.360,-1.064,0.011,-0.084
1681555732315,2023-04-15T12.48.52.315,9.370,-1.079,0.010,-0.082
1681555732325,2023-04-15T12.48.52.325,9.380,-1.084,0.016,-0.072
1681555732335,2023-04-15T12.48.52.335,9.390,-1.089,0.029,-0.058
1681555732345,2023-04-15T12.48.52.345,9.400,-1.086,0.041,-0.047
1681555732355,2023-04-15T12.48.52.355,9.410,-1.076,0.056,-0.027
1681555732365,2023-04-15T12.48.52.365,9.420,-1.076,0.075,-0.008
1681555732375,2023-04-15T12.48.52.375,9.430,-1.070,0.079,0.014
1681555732385,2023-04-15T12.48.52.385,9.440,-1.049,0.069,0.000
1681555732395,2023-04-15T12.48.52.395,9.450,-1.052,0.062,-0.019
1681555732405,2023-04-15T12.48.52.405,9.460,-1.057,0.065,-0.039
1681555732415,2023-04-15T12.48.52.415,9.470,-1.065,0.064,-0.049
1681555732425,2023-04-15T12.48.52.425,9.480,-1.072,0.067,-0.048
1681555732435,2023-04-15T12.48.52.435,9.490,-1.076,0.059,-0.043
1681555732445,2023-04-15T12.48.52.445,9.500,-1.082,0.043,-0.024
1681555732455,2023-04-15T12.48.52.455,9.510,-1.089,0.038,0.018
1681555732465,2023-04-15T12.48.52.465,9.520,-1.084,0.033,0.060
1681555732475,2023-04-15T12.48.52.475,9.530,-1.085,0.029,0.102
1681555732485,2023-04-15T12.48.52.485,9.540,-1.087,0.036,0.165
1681555732495,2023-04-15T12.48.52.495,9.550,-1.088,0.057,0.209
1681555732505,2023-04-15T12.48.52.505,9.560,-1.091,0.063,0.246
1681555732515,2023-04-15T12.48.52.515,9.570,-1.095,0.023,0.297
1681555732525,2023-04-15T12.48.52.525,9.580,-1.094,-0.019,0.350
1681555732535,2023-04-15T12.48.52.535,9.590,-1.085,-0.039,0.377
1681555732545,2023-04-15T12.48.52.545,9.600,-1.051,-0.061,0.413
1681555732555,2023-04-15T12.48.52.555,9.610,-0.984,-0.131,0.418
1681555732565,2023-04-15T12.48.52.565,9.620,-0.926,-0.226,0.417
1681555732575,2023-04-15T12.48.52.575,9.630,-0.875,-0.336,0.384
1681555732585,2023-04-15T12.48.52.585,9.640,-0.870,-0.339,0.292
1681555732595,2023-04-15T12.48.52.595,9.650,-0.881,-0.227,0.109
1681555732605,2023-04-15T12.48.52.605,9.660,-0.969,-0.018,-0.122
1681555732615,2023-04-15T12.48.52.615,9.670,-1.069,0.138,-0.223
1681555732625,2023-04-15T12.48.52.625,9.680,-1.087,0.170,-0.187
1681555732635,2023-04-15T12.48.52.635,9.690,-1.000,0.166,-0.003
1681555732645,2023-04-15T12.48.52.645,9.700,-0.907,0.153,0.208
1681555732655,2023-04-15T12.48.52.655,9.710,-0.857,0.128,0.300
1681555732665,2023-04-15T12.48.52.665,9.720,-0.897,0.102,0.192
1681555732675,2023-04-15T12.48.52.675,9.730,-0.978,0.073,0.037
1681555732685,2023-04-15T12.48.52.685,9.740,-1.031,-0.079,0.014
1681555732695,2023-04-15T12.48.52.695,9.750,-1.046,-0.196,0.126
1681555732705,2023-04-15T12.48.52.705,9.760,-1.012,-0.089,0.255
1681555732715,2023-04-15T12.48.52.715,9.770,-0.996,0.043,0.182
1681555732725,2023-04-15T12.48.52.725,9.780,-1.007,0.143,0.128
1681555732735,2023-04-15T12.48.52.735,9.790,-0.995,0.166,0.147
1681555732745,2023-04-15T12.48.52.745,9.800,-1.008,0.163,0.070
1681555732755,2023-04-15T12.48.52.755,9.810,-1.015,0.090,0.087
1681555732765,2023-04-15T12.48.52.765,9.820,-1.033,-0.079,0.151
1681555732775,2023-04-15T12.48.52.775,9.830,-1.007,-0.144,0.279
1681555732785,2023-04-15T12.48.52.785,9.840,-1.016,-0.094,0.331
1681555732795,2023-04-15T12.48.52.795,9.850,-1.020,-0.046,0.322
1681555732805,2023-04-15T12.48.52.805,9.860,-0.997,-0.094,0.304
1681555732815,2023-04-15T12.48.52.815,9.870,-0.981,-0.176,0.291
1681555732825,2023-04-15T12.48.52.825,9.880,-0.987,-0.189,0.317
1681555732835,2023-04-15T12.48.52.835,9.890,-1.002,-0.103,0.295
1681555732845,2023-04-15T12.48.52.845,9.900,-1.012,-0.021,0.306
1681555732855,2023-04-15T12.48.52.855,9.910,-1.040,0.004,0.287
1681555732865,2023-04-15T12.48.52.865,9.920,-1.048,0.061,0.348
1681555732875,2023-04-15T12.48.52.875,9.930,-1.058,0.156,0.413
1681555732885,2023-04-15T12.48.52.885,9.940,-1.061,0.232,0.457
1681555732895,2023-04-15T12.48.52.895,9.950,-1.073,0.204,0.488
1681555732905,2023-04-15T12.48.52.905,9.960,-1.079,0.090,0.458
1681555732915,2023-04-15T12.48.52.915,9.970,-1.060,-0.010,0.474
1681555732925,2023-04-15T12.48.52.925,9.980,-1.013,0.019,0.480
1681555732935,2023-04-15T12.48.52.935,9.990,-0.998,0.085,0.432
1681555732945,2023-04-15T12.48.52.945,10.000,-1.017,0.094,0.362
1681555732955,2023-04-15T12.48.52.955,10.010,-1.025,-0.003,0.427
1681555732965,2023-04-15T12.48.52.965,10.020,-1.013,-0.021,0.534
1681555732975,2023-04-15T12.48.52.975,10.030,-1.026,0.023,0.499
1681555732985,2023-04-15T12.48.52.985,10.040,-1.015,-0.006,0.511
1681555732995,2023-04-15T12.48.52.995,10.050,-0.950,-0.052,0.595
1681555733005,2023-04-15T12.48.53.005,10.060,-0.889,-0.088,0.651
1681555733015,2023-04-15T12.48.53.015,10.070,-0.855,-0.088,0.651
1681555733025,2023-04-15T12.48.53.025,10.080,-0.844,-0.056,0.589
1681555733035,2023-04-15T12.48.53.035,10.090,-0.846,-0.070,0.579
1681555733045,2023-04-15T12.48.53.045,10.100,-0.842,-0.038,0.606
1681555733055,2023-04-15T12.48.53.055,10.110,-0.864,0.043,0.633
1681555733065,2023-04-15T12.48.53.065,10.120,-0.869,0.071,0.685
1681555733075,2023-04-15T12.48.53.075,10.130,-0.868,0.088,0.685
1681555733085,2023-04-15T12.48.53.085,10.140,-0.885,0.008,0.672
1681555733095,2023-04-15T12.48.53.095,10.150,-0.863,-0.031,0.691
1681555733105,2023-04-15T12.48.53.105,10.160,-0.835,-0.013,0.690
1681555733115,2023-04-15T12.48.53.115,10.170,-0.831,-0.032,0.671
1681555733125,2023-04-15T12.48.53.125,10.180,-0.827,-0.050,0.654
1681555733135,2023-04-15T12.48.53.135,10.190,-0.824,-0.089,0.711
1681555733145,2023-04-15T12.48.53.145,10.200,-0.832,-0.097,0.736
1681555733155,2023-04-15T12.48.53.155,10.210,-0.851,-0.047,0.728
1681555733165,2023-04-15T12.48.53.165,10.220,-0.859,-0.015,0.736
1681555733175,2023-04-15T12.48.53.175,10.230,-0.854,0.014,0.731
1681555733185,2023-04-15T12.48.53.185,10.240,-0.844,0.027,0.730
1681555733195,2023-04-15T12.48.53.195,10.250,-0.821,0.019,0.723
1681555733205,2023-04-15T12.48.53.205,10.260,-0.806,-0.013,0.707
1681555733215,2023-04-15T12.48.53.215,10.270,-0.782,-0.055,0.738
1681555733225,2023-04-15T12.48.53.225,10.280,-0.773,-0.053,0.762
1681555733235,2023-04-15T12.48.53.235,10.290,-0.786,-0.031,0.781
1681555733245,2023-04-15T12.48.53.245,10.300,-0.808,-0.035,0.782
1681555733255,2023-04-15T12.48.53.255,10.310,-0.816,-0.042,0.786
1681555733265,2023-04-15T12.48.53.265,10.320,-0.821,-0.021,0.770
1681555733275,2023-04-15T12.48.53.275,10.330,-0.821,-0.004,0.761
1681555733285,2023-04-15T12.48.53.285,10.340,-0.816,-0.010,0.772
1681555733295,2023-04-15T12.48.53.295,10.350,-0.845,0.011,0.761
1681555733305,2023-04-15T12.48.53.305,10.360,-0.867,-0.007,0.762
1681555733315,2023-04-15T12.48.53.315,10.370,-0.891,-0.012,0.759
1681555733325,2023-04-15T12.48.53.325,10.380,-0.895,0.008,0.738
1681555733335,2023-04-15T12.48.53.335,10.390,-0.860,0.011,0.735
1681555733345,2023-04-15T12.48.53.345,10.400,-0.827,-0.017,0.742
1681555733355,2023-04-15T12.48.53.355,10.410,-0.849,-0.036,0.725
1681555733365,2023-04-15T12.48.53.365,10.420,-0.890,-0.060,0.729
1681555733375,2023-04-15T12.48.53.375,10.430,-0.906,-0.066,0.738
1681555733385,2023-04-15T12.48.53.385,10.440,-0.919,-0.050,0.717
1681555733395,2023-04-15T12.48.53.395,10.450,-0.927,-0.064,0.690
1681555733405,2023-04-15T12.48.53.405,10.460,-0.908,-0.079,0.682
1681555733415,2023-04-15T12.48.53.415,10.470,-0.892,-0.059,0.679
1681555733425,2023-04-15T12.48.53.425,10.480,-0.890,-0.044,0.683
1681555733435,2023-04-15T12.48.53.435,10.490,-0.883,-0.022,0.681
1681555733445,2023-04-15T12.48.53.445,10.500,-0.881,0.004,0.664
1681555733455,2023-04-15T12.48.53.455,10.510,-0.889,0.016,0.645
1681555733465,2023-04-15T12.48.53.465,10.520,-0.887,0.027,0.645
1681555733475,2023-04-15T12.48.53.475,10.530,-0.892,0.025,0.648
1681555733485,2023-04-15T12.48.53.485,10.540,-0.890,0.023,0.637
1681555733495,2023-04-15T12.48.53.495,10.550,-0.895,0.022,0.616
1681555733505,2023-04-15T12.48.53.505,10.560,-0.900,0.014,0.601
1681555733515,2023-04-15T12.48.53.515,10.570,-0.897,0.017,0.597
1681555733525,2023-04-15T12.48.53.525,10.580,-0.904,0.027,0.587
1681555733535,2023-04-15T12.48.53.535,10.590,-0.909,0.028,0.579
1681555733545,2023-04-15T12.48.53.545,10.600,-0.911,0.024,0.565
1681555733555,2023-04-15T12.48.53.555,10.610,-0.903,0.055,0.563
1681555733565,2023-04-15T12.48.53.565,10.620,-0.909,0.077,0.555
1681555733575,2023-04-15T12.48.53.575,10.630,-0.917,0.079,0.536
1681555733585,2023-04-15T12.48.53.585,10.640,-0.912,0.090,0.529
1681555733595,2023-04-15T12.48.53.595,10.650,-0.914,0.102,0.516
1681555733605,2023-04-15T12.48.53.605,10.660,-0.938,0.075,0.500
1681555733615,2023-04-15T12.48.53.615,10.670,-0.956,0.028,0.497
1681555733625,2023-04-15T12.48.53.625,10.680,-0.962,0.017,0.462
1681555733635,2023-04-15T12.48.53.635,10.690,-0.966,0.022,0.432
1681555733645,2023-04-15T12.48.53.645,10.700,-0.955,0.032,0.435
1681555733655,2023-04-15T12.48.53.655,10.710,-0.941,0.061,0.439
1681555733665,2023-04-15T12.48.53.665,10.720,-0.958,0.086,0.421
1681555733675,2023-04-15T12.48.53.675,10.730,-0.991,0.096,0.400
1681555733685,2023-04-15T12.48.53.685,10.740,-1.013,0.086,0.375
1681555733695,2023-04-15T12.48.53.695,10.750,-1.020,0.075,0.346
1681555733705,2023-04-15T12.48.53.705,10.760,-1.008,0.089,0.339
1681555733715,2023-04-15T12.48.53.715,10.770,-0.991,0.083,0.341
1681555733725,2023-04-15T12.48.53.725,10.780,-0.998,0.069,0.315
1681555733735,2023-04-15T12.48.53.735,10.790,-0.999,0.062,0.303
1681555733745,2023-04-15T12.48.53.745,10.800,-0.991,0.058,0.333
1681555733755,2023-04-15T12.48.53.755,10.810,-0.984,0.047,0.310
1681555733765,2023-04-15T12.48.53.765,10.820,-0.985,0.053,0.301
1681555733775,2023-04-15T12.48.53.775,10.830,-0.987,0.080,0.314
1681555733785,2023-04-15T12.48.53.785,10.840,-0.991,0.109,0.304
1681555733795,2023-04-15T12.48.53.795,10.850,-1.002,0.113,0.244
1681555733805,2023-04-15T12.48.53.805,10.860,-1.008,0.115,0.204
1681555733815,2023-04-15T12.48.53.815,10.870,-0.988,0.098,0.198
1681555733825,2023-04-15T12.48.53.825,10.880,-0.973,0.075,0.213
1681555733835,2023-04-15T12.48.53.835,10.890,-0.971,0.055,0.204
1681555733845,2023-04-15T12.48.53.845,10.900,-0.969,0.027,0.231
1681555733855,2023-04-15T12.48.53.855,10.910,-0.946,0.006,0.282
1681555733865,2023-04-15T12.48.53.865,10.920,-0.954,0.009,0.281
1681555733875,2023-04-15T12.48.53.875,10.930,-0.979,0.009,0.277
1681555733885,2023-04-15T12.48.53.885,10.940,-0.998,0.019,0.285
1681555733895,2023-04-15T12.48.53.895,10.950,-1.001,0.049,0.210
1681555733905,2023-04-15T12.48.53.905,10.960,-1.023,0.049,0.137
1681555733915,2023-04-15T12.48.53.915,10.970,-1.018,0.015,0.163
1681555733925,2023-04-15T12.48.53.925,10.980,-0.995,-0.010,0.191
1681555733935,2023-04-15T12.48.53.935,10.990,-0.971,-0.024,0.177
1681555733945,2023-04-15T12.48.53.945,11.000,-0.947,-0.050,0.216
1681555733955,2023-04-15T12.48.53.955,11.010,-0.942,-0.071,0.284
1681555733965,2023-04-15T12.48.53.965,11.020,-0.944,-0.062,0.308
1681555733975,2023-04-15T12.48.53.975,11.030,-0.969,-0.051,0.257
1681555733985,2023-04-15T12.48.53.985,11.040,-1.042,-0.038,0.232
1681555733995,2023-04-15T12.48.53.995,11.050,-1.027,-0.043,0.226
1681555734005,2023-04-15T12.48.54.005,11.060,-0.977,-0.071,0.172
1681555734015,2023-04-15T12.48.54.015,11.070,-0.993,-0.092,0.157
1681555734025,2023-04-15T12.48.54.025,11.080,-0.986,-0.103,0.158
1681555734035,2023-04-15T12.48.54.035,11.090,-1.016,-0.073,0.155
1681555734045,2023-04-15T12.48.54.045,11.100,-1.038,-0.048,0.177
1681555734055,2023-04-15T12.48.54.055,11.110,-1.010,-0.051,0.139
1681555734065,2023-04-15T12.48.54.065,11.120,-1.056,-0.034,0.121
1681555734075,2023-04-15T12.48.54.075,11.130,-1.041,-0.021,0.094
1681555734085,2023-04-15T12.48.54.085,11.140,-1.041,-0.007,0.076
1681555734095,2023-04-15T12.48.54.095,11.150,-1.083,0.010,0.123
1681555734105,2023-04-15T12.48.54.105,11.160,-1.058,0.001,0.151
