epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681555722945,2023-04-15T12.48.42.945,0.000,-1.022,0.077,-0.207
1681555722955,2023-04-15T12.48.42.955,0.010,-1.036,0.079,-0.209
1681555722965,2023-04-15T12.48.42.965,0.020,-1.039,0.083,-0.215
1681555722975,2023-04-15T12.48.42.975,0.030,-1.039,0.084,-0.217
1681555722985,2023-04-15T12.48.42.985,0.040,-1.037,0.080,-0.217
1681555722995,2023-04-15T12.48.42.995,0.050,-1.031,0.078,-0.218
1681555723005,2023-04-15T12.48.43.005,0.060,-1.028,0.078,-0.216
1681555723015,2023-04-15T12.48.43.015,0.070,-1.027,0.081,-0.219
1681555723025,2023-04-15T12.48.43.025,0.080,-1.031,0.086,-0.218
1681555723035,2023-04-15T12.48.43.035,0.090,-1.033,0.086,-0.217
1681555723045,2023-04-15T12.48.43.045,0.100,-1.033,0.087,-0.217
1681555723055,2023-04-15T12.48.43.055,0.110,-1.035,0.082,-0.212
1681555723065,2023-04-15T12.48.43.065,0.120,-1.042,0.080,-0.209
1681555723075,2023-04-15T12.48.43.075,0.130,-1.045,0.081,-0.208
1681555723085,2023-04-15T12.48.43.085,0.140,-1.039,0.082,-0.210
1681555723095,2023-04-15T12.48.43.095,0.150,-1.038,0.081,-0.210
1681555723105,2023-04-15T12.48.43.105,0.160,-1.034,0.079,-0.209
1681555723115,2023-04-15T12.48.43.115,0.170,-1.028,0.082,-0.208
1681555723125,2023-04-15T12.48.43.125,0.180,-1.026,0.079,-0.212
1681555723135,2023-04-15T12.48.43.135,0.190,-1.033,0.077,-0.213
1681555723145,2023-04-15T12.48.43.145,0.200,-1.041,0.075,-0.215
1681555723155,2023-04-15T12.48.43.155,0.210,-1.046,0.075,-0.214
1681555723165,2023-04-15T12.48.43.165,0.220,-1.042,0.073,-0.213
1681555723175,2023-04-15T12.48.43.175,0.230,-1.037,0.073,-0.217
1681555723185,2023-04-15T12.48.43.185,0.240,-1.034,0.073,-0.219
1681555723195,2023-04-15T12.48.43.195,0.250,-1.031,0.075,-0.221
1681555723205,2023-04-15T12.48.43.205,0.260,-1.034,0.078,-0.222
1681555723215,2023-04-15T12.48.43.215,0.270,-1.030,0.080,-0.220
1681555723225,2023-04-15T12.48.43.225,0.280,-1.034,0.080,-0.222
1681555723235,2023-04-15T12.48.43.235,0.290,-1.029,0.081,-0.224
1681555723245,2023-04-15T12.48.43.245,0.300,-1.028,0.080,-0.226
1681555723255,2023-04-15T12.48.43.255,0.310,-1.032,0.079,-0.221
1681555723265,2023-04-15T12.48.43.265,0.320,-1.031,0.081,-0.218
1681555723275,2023-04-15T12.48.43.275,0.330,-1.031,0.082,-0.219
1681555723285,2023-04-15T12.48.43.285,0.340,-1.031,0.086,-0.216
1681555723295,2023-04-15T12.48.43.295,0.350,-1.030,0.087,-0.216
1681555723305,2023-04-15T12.48.43.305,0.360,-1.033,0.086,-0.217
1681555723315,2023-04-15T12.48.43.315,0.370,-1.035,0.084,-0.210
1681555723325,2023-04-15T12.48.43.325,0.380,-1.037,0.085,-0.207
1681555723335,2023-04-15T12.48.43.335,0.390,-1.042,0.082,-0.208
1681555723345,2023-04-15T12.48.43.345,0.400,-1.043,0.079,-0.209
1681555723355,2023-04-15T12.48.43.355,0.410,-1.040,0.076,-0.207
1681555723365,2023-04-15T12.48.43.365,0.420,-1.034,0.069,-0.198
1681555723375,2023-04-15T12.48.43.375,0.430,-1.035,0.068,-0.197
1681555723385,2023-04-15T12.48.43.385,0.440,-1.037,0.070,-0.197
1681555723395,2023-04-15T12.48.43.395,0.450,-1.041,0.076,-0.198
1681555723405,2023-04-15T12.48.43.405,0.460,-1.038,0.081,-0.200
1681555723415,2023-04-15T12.48.43.415,0.470,-1.040,0.083,-0.198
1681555723425,2023-04-15T12.48.43.425,0.480,-1.038,0.085,-0.202
1681555723435,2023-04-15T12.48.43.435,0.490,-1.038,0.088,-0.207
1681555723445,2023-04-15T12.48.43.445,0.500,-1.037,0.083,-0.211
1681555723455,2023-04-15T12.48.43.455,0.510,-1.032,0.082,-0.212
1681555723465,2023-04-15T12.48.43.465,0.520,-1.030,0.084,-0.216
1681555723475,2023-04-15T12.48.43.475,0.530,-1.025,0.086,-0.220
1681555723485,2023-04-15T12.48.43.485,0.540,-1.028,0.086,-0.219
1681555723495,2023-04-15T12.48.43.495,0.550,-1.028,0.084,-0.221
1681555723505,2023-04-15T12.48.43.505,0.560,-1.032,0.085,-0.224
1681555723515,2023-04-15T12.48.43.515,0.570,-1.034,0.084,-0.224
1681555723525,2023-04-15T12.48.43.525,0.580,-1.031,0.083,-0.217
1681555723535,2023-04-15T12.48.43.535,0.590,-1.033,0.085,-0.218
1681555723545,2023-04-15T12.48.43.545,0.600,-1.037,0.085,-0.218
1681555723555,2023-04-15T12.48.43.555,0.610,-1.034,0.084,-0.219
1681555723565,2023-04-15T12.48.43.565,0.620,-1.035,0.086,-0.221
1681555723575,2023-04-15T12.48.43.575,0.630,-1.032,0.084,-0.216
1681555723585,2023-04-15T12.48.43.585,0.640,-1.035,0.085,-0.219
1681555723595,2023-04-15T12.48.43.595,0.650,-1.035,0.085,-0.221
1681555723605,2023-04-15T12.48.43.605,0.660,-1.032,0.084,-0.220
1681555723615,2023-04-15T12.48.43.615,0.670,-1.030,0.082,-0.224
1681555723625,2023-04-15T12.48.43.625,0.680,-1.032,0.080,-0.224
1681555723635,2023-04-15T12.48.43.635,0.690,-1.031,0.084,-0.220
1681555723645,2023-04-15T12.48.43.645,0.700,-1.031,0.088,-0.220
1681555723655,2023-04-15T12.48.43.655,0.710,-1.032,0.089,-0.220
1681555723665,2023-04-15T12.48.43.665,0.720,-1.031,0.088,-0.218
1681555723675,2023-04-15T12.48.43.675,0.730,-1.032,0.088,-0.220
1681555723685,2023-04-15T12.48.43.685,0.740,-1.033,0.086,-0.222
1681555723695,2023-04-15T12.48.43.695,0.750,-1.034,0.080,-0.221
1681555723705,2023-04-15T12.48.43.705,0.760,-1.032,0.076,-0.221
1681555723715,2023-04-15T12.48.43.715,0.770,-1.036,0.077,-0.221
1681555723725,2023-04-15T12.48.43.725,0.780,-1.036,0.078,-0.222
1681555723735,2023-04-15T12.48.43.735,0.790,-1.036,0.083,-0.224
1681555723745,2023-04-15T12.48.43.745,0.800,-1.033,0.085,-0.224
1681555723755,2023-04-15T12.48.43.755,0.810,-1.029,0.084,-0.224
1681555723765,2023-04-15T12.48.43.765,0.820,-1.030,0.081,-0.224
1681555723775,2023-04-15T12.48.43.775,0.830,-1.032,0.079,-0.224
1681555723785,2023-04-15T12.48.43.785,0.840,-1.031,0.083,-0.225
1681555723795,2023-04-15T12.48.43.795,0.850,-1.033,0.083,-0.224
1681555723805,2023-04-15T12.48.43.805,0.860,-1.032,0.083,-0.228
1681555723815,2023-04-15T12.48.43.815,0.870,-1.029,0.081,-0.222
1681555723825,2023-04-15T12.48.43.825,0.880,-1.034,0.084,-0.221
1681555723835,2023-04-15T12.48.43.835,0.890,-1.036,0.084,-0.222
1681555723845,2023-04-15T12.48.43.845,0.900,-1.035,0.079,-0.219
1681555723855,2023-04-15T12.48.43.855,0.910,-1.033,0.077,-0.219
1681555723865,2023-04-15T12.48.43.865,0.920,-1.032,0.082,-0.220
1681555723875,2023-04-15T12.48.43.875,0.930,-1.028,0.085,-0.219
1681555723885,2023-04-15T12.48.43.885,0.940,-1.031,0.085,-0.219
1681555723895,2023-04-15T12.48.43.895,0.950,-1.034,0.085,-0.220
1681555723905,2023-04-15T12.48.43.905,0.960,-1.036,0.084,-0.221
1681555723915,2023-04-15T12.48.43.915,0.970,-1.037,0.080,-0.221
1681555723925,2023-04-15T12.48.43.925,0.980,-1.034,0.076,-0.223
1681555723935,2023-04-15T12.48.43.935,0.990,-1.033,0.077,-0.226
1681555723945,2023-04-15T12.48.43.945,1.000,-1.031,0.078,-0.223
1681555723955,2023-04-15T12.48.43.955,1.010,-1.031,0.080,-0.220
1681555723965,2023-04-15T12.48.43.965,1.020,-1.031,0.082,-0.223
1681555723975,2023-04-15T12.48.43.975,1.030,-1.034,0.082,-0.224
1681555723985,2023-04-15T12.48.43.985,1.040,-1.034,0.080,-0.222
1681555723995,2023-04-15T12.48.43.995,1.050,-1.031,0.080,-0.221
1681555724005,2023-04-15T12.48.44.005,1.060,-1.031,0.079,-0.225
1681555724015,2023-04-15T12.48.44.015,1.070,-1.033,0.079,-0.220
1681555724025,2023-04-15T12.48.44.025,1.080,-1.036,0.080,-0.221
1681555724035,2023-04-15T12.48.44.035,1.090,-1.037,0.081,-0.223
1681555724045,2023-04-15T12.48.44.045,1.100,-1.034,0.081,-0.219
1681555724055,2023-04-15T12.48.44.055,1.110,-1.033,0.081,-0.220
1681555724065,2023-04-15T12.48.44.065,1.120,-1.033,0.080,-0.219
1681555724075,2023-04-15T12.48.44.075,1.130,-1.031,0.080,-0.219
1681555724085,2023-04-15T12.48.44.085,1.140,-1.030,0.081,-0.220
1681555724095,2023-04-15T12.48.44.095,1.150,-1.031,0.078,-0.219
1681555724105,2023-04-15T12.48.44.105,1.160,-1.038,0.078,-0.221
1681555724115,2023-04-15T12.48.44.115,1.170,-1.033,0.079,-0.222
1681555724125,2023-04-15T12.48.44.125,1.180,-1.033,0.078,-0.222
1681555724135,2023-04-15T12.48.44.135,1.190,-1.032,0.082,-0.220
1681555724145,2023-04-15T12.48.44.145,1.200,-1.030,0.083,-0.219
1681555724155,2023-04-15T12.48.44.155,1.210,-1.034,0.082,-0.219
1681555724165,2023-04-15T12.48.44.165,1.220,-1.034,0.080,-0.219
1681555724175,2023-04-15T12.48.44.175,1.230,-1.032,0.080,-0.223
1681555724185,2023-04-15T12.48.44.185,1.240,-1.032,0.077,-0.224
1681555724195,2023-04-15T12.48.44.195,1.250,-1.027,0.080,-0.223
1681555724205,2023-04-15T12.48.44.205,1.260,-1.027,0.082,-0.222
1681555724215,2023-04-15T12.48.44.215,1.270,-1.031,0.081,-0.228
1681555724225,2023-04-15T12.48.44.225,1.280,-1.033,0.081,-0.231
1681555724235,2023-04-15T12.48.44.235,1.290,-1.033,0.076,-0.230
1681555724245,2023-04-15T12.48.44.245,1.300,-1.031,0.076,-0.226
1681555724255,2023-04-15T12.48.44.255,1.310,-1.030,0.079,-0.225
1681555724265,2023-04-15T12.48.44.265,1.320,-1.030,0.082,-0.222
1681555724275,2023-04-15T12.48.44.275,1.330,-1.031,0.080,-0.219
1681555724285,2023-04-15T12.48.44.285,1.340,-1.032,0.078,-0.222
1681555724295,2023-04-15T12.48.44.295,1.350,-1.034,0.081,-0.219
1681555724305,2023-04-15T12.48.44.305,1.360,-1.033,0.083,-0.218
1681555724315,2023-04-15T12.48.44.315,1.370,-1.033,0.084,-0.220
1681555724325,2023-04-15T12.48.44.325,1.380,-1.035,0.084,-0.219
1681555724335,2023-04-15T12.48.44.335,1.390,-1.033,0.081,-0.219
1681555724345,2023-04-15T12.48.44.345,1.400,-1.030,0.082,-0.220
1681555724355,2023-04-15T12.48.44.355,1.410,-1.031,0.080,-0.221
1681555724365,2023-04-15T12.48.44.365,1.420,-1.033,0.082,-0.223
1681555724375,2023-04-15T12.48.44.375,1.430,-1.035,0.083,-0.222
1681555724385,2023-04-15T12.48.44.385,1.440,-1.035,0.080,-0.222
1681555724395,2023-04-15T12.48.44.395,1.450,-1.032,0.083,-0.222
1681555724405,2023-04-15T12.48.44.405,1.460,-1.030,0.080,-0.220
1681555724415,2023-04-15T12.48.44.415,1.470,-1.031,0.080,-0.222
1681555724425,2023-04-15T12.48.44.425,1.480,-1.030,0.080,-0.223
1681555724435,2023-04-15T12.48.44.435,1.490,-1.031,0.082,-0.222
1681555724445,2023-04-15T12.48.44.445,1.500,-1.034,0.084,-0.223
1681555724455,2023-04-15T12.48.44.455,1.510,-1.034,0.082,-0.223
1681555724465,2023-04-15T12.48.44.465,1.520,-1.035,0.082,-0.223
1681555724475,2023-04-15T12.48.44.475,1.530,-1.033,0.080,-0.225
1681555724485,2023-04-15T12.48.44.485,1.540,-1.030,0.080,-0.219
1681555724495,2023-04-15T12.48.44.495,1.550,-1.030,0.081,-0.223
1681555724505,2023-04-15T12.48.44.505,1.560,-1.030,0.081,-0.224
1681555724515,2023-04-15T12.48.44.515,1.570,-1.034,0.084,-0.224
1681555724525,2023-04-15T12.48.44.525,1.580,-1.035,0.084,-0.221
1681555724535,2023-04-15T12.48.44.535,1.590,-1.030,0.083,-0.219
1681555724545,2023-04-15T12.48.44.545,1.600,-1.032,0.083,-0.219
1681555724555,2023-04-15T12.48.44.555,1.610,-1.034,0.082,-0.222
1681555724565,2023-04-15T12.48.44.565,1.620,-1.036,0.077,-0.222
1681555724575,2023-04-15T12.48.44.575,1.630,-1.034,0.077,-0.223
1681555724585,2023-04-15T12.48.44.585,1.640,-1.032,0.076,-0.221
1681555724595,2023-04-15T12.48.44.595,1.650,-1.029,0.081,-0.221
1681555724605,2023-04-15T12.48.44.605,1.660,-1.030,0.078,-0.221
1681555724615,2023-04-15T12.48.44.615,1.670,-1.032,0.077,-0.220
1681555724625,2023-04-15T12.48.44.625,1.680,-1.032,0.086,-0.220
1681555724635,2023-04-15T12.48.44.635,1.690,-1.031,0.086,-0.221
1681555724645,2023-04-15T12.48.44.645,1.700,-1.035,0.085,-0.221
1681555724655,2023-04-15T12.48.44.655,1.710,-1.038,0.083,-0.222
1681555724665,2023-04-15T12.48.44.665,1.720,-1.035,0.085,-0.223
1681555724675,2023-04-15T12.48.44.675,1.730,-1.033,0.084,-0.222
1681555724685,2023-04-15T12.48.44.685,1.740,-1.030,0.082,-0.222
1681555724695,2023-04-15T12.48.44.695,1.750,-1.032,0.083,-0.221
1681555724705,2023-04-15T12.48.44.705,1.760,-1.032,0.084,-0.223
1681555724715,2023-04-15T12.48.44.715,1.770,-1.030,0.083,-0.222
1681555724725,2023-04-15T12.48.44.725,1.780,-1.030,0.082,-0.225
1681555724735,2023-04-15T12.48.44.735,1.790,-1.031,0.083,-0.225
1681555724745,2023-04-15T12.48.44.745,1.800,-1.032,0.083,-0.225
1681555724755,2023-04-15T12.48.44.755,1.810,-1.032,0.083,-0.223
1681555724765,2023-04-15T12.48.44.765,1.820,-1.036,0.084,-0.220
1681555724775,2023-04-15T12.48.44.775,1.830,-1.038,0.083,-0.221
1681555724785,2023-04-15T12.48.44.785,1.840,-1.037,0.083,-0.221
1681555724795,2023-04-15T12.48.44.795,1.850,-1.034,0.080,-0.219
1681555724805,2023-04-15T12.48.44.805,1.860,-1.028,0.079,-0.218
1681555724815,2023-04-15T12.48.44.815,1.870,-1.026,0.077,-0.216
1681555724825,2023-04-15T12.48.44.825,1.880,-1.031,0.079,-0.219
1681555724835,2023-04-15T12.48.44.835,1.890,-1.035,0.079,-0.221
1681555724845,2023-04-15T12.48.44.845,1.900,-1.038,0.078,-0.225
1681555724855,2023-04-15T12.48.44.855,1.910,-1.033,0.076,-0.221
1681555724865,2023-04-15T12.48.44.865,1.920,-1.033,0.081,-0.223
1681555724875,2023-04-15T12.48.44.875,1.930,-1.027,0.081,-0.219
1681555724885,2023-04-15T12.48.44.885,1.940,-1.029,0.081,-0.223
1681555724895,2023-04-15T12.48.44.895,1.950,-1.035,0.084,-0.224
1681555724905,2023-04-15T12.48.44.905,1.960,-1.038,0.084,-0.225
1681555724915,2023-04-15T12.48.44.915,1.970,-1.035,0.081,-0.225
1681555724925,2023-04-15T12.48.44.925,1.980,-1.031,0.079,-0.221
1681555724935,2023-04-15T12.48.44.935,1.990,-1.031,0.080,-0.222
1681555724945,2023-04-15T12.48.44.945,2.000,-1.033,0.083,-0.226
1681555724955,2023-04-15T12.48.44.955,2.010,-1.032,0.082,-0.226
1681555724965,2023-04-15T12.48.44.965,2.020,-1.029,0.081,-0.227
1681555724975,2023-04-15T12.48.44.975,2.030,-1.028,0.079,-0.226
1681555724985,2023-04-15T12.48.44.985,2.040,-1.029,0.078,-0.223
1681555724995,2023-04-15T12.48.44.995,2.050,-1.032,0.080,-0.223
1681555725005,2023-04-15T12.48.45.005,2.060,-1.036,0.083,-0.223
1681555725015,2023-04-15T12.48.45.015,2.070,-1.034,0.081,-0.225
1681555725025,2023-04-15T12.48.45.025,2.080,-1.034,0.083,-0.223
1681555725035,2023-04-15T12.48.45.035,2.090,-1.033,0.082,-0.220
1681555725045,2023-04-15T12.48.45.045,2.100,-1.031,0.081,-0.221
1681555725055,2023-04-15T12.48.45.055,2.110,-1.032,0.082,-0.223
1681555725065,2023-04-15T12.48.45.065,2.120,-1.033,0.081,-0.226
1681555725075,2023-04-15T12.48.45.075,2.130,-1.031,0.082,-0.225
1681555725085,2023-04-15T12.48.45.085,2.140,-1.033,0.083,-0.223
1681555725095,2023-04-15T12.48.45.095,2.150,-1.031,0.083,-0.224
1681555725105,2023-04-15T12.48.45.105,2.160,-1.033,0.081,-0.223
1681555725115,2023-04-15T12.48.45.115,2.170,-1.030,0.080,-0.222
1681555725125,2023-04-15T12.48.45.125,2.180,-1.026,0.080,-0.224
1681555725135,2023-04-15T12.48.45.135,2.190,-1.029,0.083,-0.223
1681555725145,2023-04-15T12.48.45.145,2.200,-1.032,0.083,-0.222
1681555725155,2023-04-15T12.48.45.155,2.210,-1.033,0.084,-0.225
1681555725165,2023-04-15T12.48.45.165,2.220,-1.031,0.087,-0.227
1681555725175,2023-04-15T12.48.45.175,2.230,-1.032,0.087,-0.222
1681555725185,2023-04-15T12.48.45.185,2.240,-1.028,0.084,-0.222
1681555725195,2023-04-15T12.48.45.195,2.250,-1.028,0.083,-0.226
1681555725205,2023-04-15T12.48.45.205,2.260,-1.031,0.083,-0.229
1681555725215,2023-04-15T12.48.45.215,2.270,-1.036,0.083,-0.225
1681555725225,2023-04-15T12.48.45.225,2.280,-1.033,0.081,-0.229
1681555725235,2023-04-15T12.48.45.235,2.290,-1.031,0.079,-0.229
1681555725245,2023-04-15T12.48.45.245,2.300,-1.032,0.081,-0.228
1681555725255,2023-04-15T12.48.45.255,2.310,-1.030,0.079,-0.226
1681555725265,2023-04-15T12.48.45.265,2.320,-1.031,0.079,-0.227
1681555725275,2023-04-15T12.48.45.275,2.330,-1.031,0.081,-0.228
1681555725285,2023-04-15T12.48.45.285,2.340,-1.029,0.080,-0.229
1681555725295,2023-04-15T12.48.45.295,2.350,-1.027,0.084,-0.226
1681555725305,2023-04-15T12.48.45.305,2.360,-1.030,0.086,-0.228
1681555725315,2023-04-15T12.48.45.315,2.370,-1.031,0.086,-0.227
1681555725325,2023-04-15T12.48.45.325,2.380,-1.031,0.086,-0.225
1681555725335,2023-04-15T12.48.45.335,2.390,-1.030,0.084,-0.226
1681555725345,2023-04-15T12.48.45.345,2.400,-1.030,0.083,-0.224
1681555725355,2023-04-15T12.48.45.355,2.410,-1.031,0.085,-0.228
1681555725365,2023-04-15T12.48.45.365,2.420,-1.032,0.083,-0.230
1681555725375,2023-04-15T12.48.45.375,2.430,-1.031,0.081,-0.228
1681555725385,2023-04-15T12.48.45.385,2.440,-1.033,0.083,-0.226
1681555725395,2023-04-15T12.48.45.395,2.450,-1.031,0.083,-0.228
1681555725405,2023-04-15T12.48.45.405,2.460,-1.029,0.083,-0.227
1681555725415,2023-04-15T12.48.45.415,2.470,-1.029,0.081,-0.228
1681555725425,2023-04-15T12.48.45.425,2.480,-1.031,0.081,-0.225
1681555725435,2023-04-15T12.48.45.435,2.490,-1.033,0.078,-0.224
1681555725445,2023-04-15T12.48.45.445,2.500,-1.033,0.081,-0.228
1681555725455,2023-04-15T12.48.45.455,2.510,-1.033,0.079,-0.228
1681555725465,2023-04-15T12.48.45.465,2.520,-1.030,0.081,-0.227
1681555725475,2023-04-15T12.48.45.475,2.530,-1.029,0.082,-0.228
1681555725485,2023-04-15T12.48.45.485,2.540,-1.031,0.081,-0.230
1681555725495,2023-04-15T12.48.45.495,2.550,-1.030,0.083,-0.229
1681555725505,2023-04-15T12.48.45.505,2.560,-1.032,0.083,-0.229
1681555725515,2023-04-15T12.48.45.515,2.570,-1.033,0.082,-0.224
1681555725525,2023-04-15T12.48.45.525,2.580,-1.029,0.088,-0.220
1681555725535,2023-04-15T12.48.45.535,2.590,-1.027,0.090,-0.221
1681555725545,2023-04-15T12.48.45.545,2.600,-1.028,0.091,-0.227
1681555725555,2023-04-15T12.48.45.555,2.610,-1.031,0.085,-0.226
1681555725565,2023-04-15T12.48.45.565,2.620,-1.034,0.084,-0.231
1681555725575,2023-04-15T12.48.45.575,2.630,-1.037,0.081,-0.231
1681555725585,2023-04-15T12.48.45.585,2.640,-1.031,0.076,-0.232
1681555725595,2023-04-15T12.48.45.595,2.650,-1.029,0.074,-0.230
1681555725605,2023-04-15T12.48.45.605,2.660,-1.028,0.080,-0.229
1681555725615,2023-04-15T12.48.45.615,2.670,-1.030,0.078,-0.227
1681555725625,2023-04-15T12.48.45.625,2.680,-1.031,0.079,-0.229
1681555725635,2023-04-15T12.48.45.635,2.690,-1.031,0.079,-0.225
1681555725645,2023-04-15T12.48.45.645,2.700,-1.032,0.079,-0.226
1681555725655,2023-04-15T12.48.45.655,2.710,-1.031,0.080,-0.226
1681555725665,2023-04-15T12.48.45.665,2.720,-1.032,0.083,-0.228
1681555725675,2023-04-15T12.48.45.675,2.730,-1.031,0.083,-0.230
1681555725685,2023-04-15T12.48.45.685,2.740,-1.032,0.085,-0.233
1681555725695,2023-04-15T12.48.45.695,2.750,-1.026,0.084,-0.233
1681555725705,2023-04-15T12.48.45.705,2.760,-1.028,0.089,-0.232
1681555725715,2023-04-15T12.48.45.715,2.770,-1.030,0.089,-0.229
1681555725725,2023-04-15T12.48.45.725,2.780,-1.029,0.086,-0.228
1681555725735,2023-04-15T12.48.45.735,2.790,-1.030,0.087,-0.228
1681555725745,2023-04-15T12.48.45.745,2.800,-1.029,0.086,-0.226
1681555725755,2023-04-15T12.48.45.755,2.810,-1.033,0.087,-0.227
1681555725765,2023-04-15T12.48.45.765,2.820,-1.034,0.085,-0.230
1681555725775,2023-04-15T12.48.45.775,2.830,-1.033,0.085,-0.226
1681555725785,2023-04-15T12.48.45.785,2.840,-1.030,0.084,-0.227
1681555725795,2023-04-15T12.48.45.795,2.850,-1.032,0.085,-0.230
1681555725805,2023-04-15T12.48.45.805,2.860,-1.030,0.084,-0.229
1681555725815,2023-04-15T12.48.45.815,2.870,-1.029,0.082,-0.228
1681555725825,2023-04-15T12.48.45.825,2.880,-1.031,0.083,-0.231
1681555725835,2023-04-15T12.48.45.835,2.890,-1.030,0.082,-0.231
1681555725845,2023-04-15T12.48.45.845,2.900,-1.031,0.082,-0.230
1681555725855,2023-04-15T12.48.45.855,2.910,-1.032,0.084,-0.229
1681555725865,2023-04-15T12.48.45.865,2.920,-1.031,0.082,-0.230
1681555725875,2023-04-15T12.48.45.875,2.930,-1.033,0.084,-0.229
1681555725885,2023-04-15T12.48.45.885,2.940,-1.029,0.085,-0.228
1681555725895,2023-04-15T12.48.45.895,2.950,-1.029,0.085,-0.230
1681555725905,2023-04-15T12.48.45.905,2.960,-1.030,0.085,-0.230
1681555725915,2023-04-15T12.48.45.915,2.970,-1.028,0.083,-0.232
1681555725925,2023-04-15T12.48.45.925,2.980,-1.027,0.082,-0.236
1681555725935,2023-04-15T12.48.45.935,2.990,-1.029,0.082,-0.236
1681555725945,2023-04-15T12.48.45.945,3.000,-1.029,0.081,-0.236
1681555725955,2023-04-15T12.48.45.955,3.010,-1.028,0.081,-0.238
1681555725965,2023-04-15T12.48.45.965,3.020,-1.032,0.084,-0.231
1681555725975,2023-04-15T12.48.45.975,3.030,-1.032,0.089,-0.228
1681555725985,2023-04-15T12.48.45.985,3.040,-1.030,0.089,-0.228
1681555725995,2023-04-15T12.48.45.995,3.050,-1.030,0.088,-0.230
1681555726005,2023-04-15T12.48.46.005,3.060,-1.028,0.085,-0.230
1681555726015,2023-04-15T12.48.46.015,3.070,-1.031,0.082,-0.232
1681555726025,2023-04-15T12.48.46.025,3.080,-1.030,0.084,-0.227
1681555726035,2023-04-15T12.48.46.035,3.090,-1.029,0.085,-0.229
1681555726045,2023-04-15T12.48.46.045,3.100,-1.027,0.084,-0.231
1681555726055,2023-04-15T12.48.46.055,3.110,-1.028,0.083,-0.228
1681555726065,2023-04-15T12.48.46.065,3.120,-1.031,0.083,-0.228
1681555726075,2023-04-15T12.48.46.075,3.130,-1.032,0.084,-0.231
1681555726085,2023-04-15T12.48.46.085,3.140,-1.030,0.086,-0.231
1681555726095,2023-04-15T12.48.46.095,3.150,-1.032,0.085,-0.231
1681555726105,2023-04-15T12.48.46.105,3.160,-1.031,0.085,-0.232
1681555726115,2023-04-15T12.48.46.115,3.170,-1.029,0.085,-0.233
1681555726125,2023-04-15T12.48.46.125,3.180,-1.028,0.084,-0.233
1681555726135,2023-04-15T12.48.46.135,3.190,-1.029,0.084,-0.231
1681555726145,2023-04-15T12.48.46.145,3.200,-1.030,0.085,-0.234
1681555726155,2023-04-15T12.48.46.155,3.210,-1.033,0.084,-0.234
1681555726165,2023-04-15T12.48.46.165,3.220,-1.029,0.082,-0.228
1681555726175,2023-04-15T12.48.46.175,3.230,-1.027,0.082,-0.229
1681555726185,2023-04-15T12.48.46.185,3.240,-1.029,0.084,-0.229
1681555726195,2023-04-15T12.48.46.195,3.250,-1.031,0.087,-0.230
1681555726205,2023-04-15T12.48.46.205,3.260,-1.031,0.085,-0.231
1681555726215,2023-04-15T12.48.46.215,3.270,-1.027,0.085,-0.230
1681555726225,2023-04-15T12.48.46.225,3.280,-1.027,0.085,-0.231
1681555726235,2023-04-15T12.48.46.235,3.290,-1.026,0.084,-0.231
1681555726245,2023-04-15T12.48.46.245,3.300,-1.031,0.087,-0.232
1681555726255,2023-04-15T12.48.46.255,3.310,-1.034,0.089,-0.233
1681555726265,2023-04-15T12.48.46.265,3.320,-1.030,0.086,-0.227
1681555726275,2023-04-15T12.48.46.275,3.330,-1.026,0.085,-0.226
1681555726285,2023-04-15T12.48.46.285,3.340,-1.029,0.085,-0.229
1681555726295,2023-04-15T12.48.46.295,3.350,-1.030,0.086,-0.228
1681555726305,2023-04-15T12.48.46.305,3.360,-1.029,0.084,-0.229
1681555726315,2023-04-15T12.48.46.315,3.370,-1.032,0.079,-0.230
1681555726325,2023-04-15T12.48.46.325,3.380,-1.033,0.080,-0.230
1681555726335,2023-04-15T12.48.46.335,3.390,-1.029,0.085,-0.229
1681555726345,2023-04-15T12.48.46.345,3.400,-1.029,0.083,-0.227
1681555726355,2023-04-15T12.48.46.355,3.410,-1.030,0.083,-0.230
1681555726365,2023-04-15T12.48.46.365,3.420,-1.029,0.085,-0.235
1681555726375,2023-04-15T12.48.46.375,3.430,-1.028,0.087,-0.235
1681555726385,2023-04-15T12.48.46.385,3.440,-1.028,0.084,-0.236
1681555726395,2023-04-15T12.48.46.395,3.450,-1.028,0.083,-0.237
1681555726405,2023-04-15T12.48.46.405,3.460,-1.025,0.084,-0.233
1681555726415,2023-04-15T12.48.46.415,3.470,-1.028,0.085,-0.234
1681555726425,2023-04-15T12.48.46.425,3.480,-1.032,0.086,-0.235
1681555726435,2023-04-15T12.48.46.435,3.490,-1.031,0.089,-0.233
1681555726445,2023-04-15T12.48.46.445,3.500,-1.029,0.086,-0.236
1681555726455,2023-04-15T12.48.46.455,3.510,-1.031,0.085,-0.231
1681555726465,2023-04-15T12.48.46.465,3.520,-1.032,0.087,-0.227
1681555726475,2023-04-15T12.48.46.475,3.530,-1.031,0.087,-0.228
1681555726485,2023-04-15T12.48.46.485,3.540,-1.030,0.086,-0.234
1681555726495,2023-04-15T12.48.46.495,3.550,-1.025,0.085,-0.232
1681555726505,2023-04-15T12.48.46.505,3.560,-1.025,0.083,-0.229
