epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1681555612886,2023-04-15T12.46.52.886,7.160,-114.581,-104.848,-31.067
1681555612896,2023-04-15T12.46.52.896,7.170,-100.678,-101.608,-27.279
1681555612906,2023-04-15T12.46.52.906,7.180,-76.250,-98.407,-24.550
1681555612916,2023-04-15T12.46.52.916,7.190,-50.038,-95.274,-23.537
1681555612926,2023-04-15T12.46.52.926,7.200,-31.867,-91.913,-22.767
1681555612936,2023-04-15T12.46.52.936,7.210,-28.285,-88.056,-22.424
1681555612946,2023-04-15T12.46.52.946,7.220,-37.630,-83.773,-23.636
1681555612976,2023-04-15T12.46.52.976,7.250,-74.726,-57.294,-24.116
1681555612986,2023-04-15T12.46.52.986,7.260,-76.684,-55.091,-24.947
1681555613006,2023-04-15T12.46.53.006,7.280,-36.433,-63.605,-16.768
1681555613016,2023-04-15T12.46.53.016,7.290,-17.256,-72.858,-17.904
1681555613026,2023-04-15T12.46.53.026,7.300,-2.363,-81.730,-18.735
1681555613036,2023-04-15T12.46.53.036,7.310,8.399,-82.988,-15.930
1681555613046,2023-04-15T12.46.53.046,7.320,15.396,-73.384,-7.934
1681555613056,2023-04-15T12.46.53.056,7.330,10.008,-57.492,3.849
1681555613336,2023-04-15T12.46.53.336,7.610,7.073,30.640,5.038
1681555613346,2023-04-15T12.46.53.346,7.620,0.755,30.267,4.291
1681555613356,2023-04-15T12.46.53.356,7.630,-1.776,30.808,4.192
1681555613366,2023-04-15T12.46.53.366,7.640,-0.899,31.570,4.505
1681555613446,2023-04-15T12.46.53.446,7.720,51.280,51.471,5.701
1681555613456,2023-04-15T12.46.53.456,7.730,55.892,54.200,5.633
1681555613486,2023-04-15T12.46.53.486,7.760,41.806,64.093,-0.320
1681555613496,2023-04-15T12.46.53.496,7.770,31.174,64.383,-2.050
1681555613506,2023-04-15T12.46.53.506,7.780,20.480,64.360,-3.300
1681555613516,2023-04-15T12.46.53.516,7.790,10.069,63.544,-4.954
1681555613526,2023-04-15T12.46.53.526,7.800,1.662,61.029,-6.845
1681555613536,2023-04-15T12.46.53.536,7.810,-6.197,56.189,-8.285
1681555613546,2023-04-15T12.46.53.546,7.820,-11.951,51.646,-8.918
1681555613556,2023-04-15T12.46.53.556,7.830,-13.529,47.218,-9.062
1681555613606,2023-04-15T12.46.53.606,7.880,68.636,6.349,-8.239
1681555613616,2023-04-15T12.46.53.616,7.890,77.218,1.707,-7.729
1681555613626,2023-04-15T12.46.53.626,7.900,83.262,-3.590,-7.424
1681555613636,2023-04-15T12.46.53.636,7.910,86.768,-7.851,-7.973
1681555613646,2023-04-15T12.46.53.646,7.920,86.616,-12.470,-10.107
1681555613656,2023-04-15T12.46.53.656,7.930,82.759,-16.166,-13.994
1681555613676,2023-04-15T12.46.53.676,7.950,67.462,-20.305,-24.375
1681555613686,2023-04-15T12.46.53.686,7.960,62.858,-21.113,-26.059
1681555613696,2023-04-15T12.46.53.696,7.970,59.162,-21.090,-26.441
1681555613706,2023-04-15T12.46.53.706,7.980,54.322,-20.648,-27.294
1681555613716,2023-04-15T12.46.53.716,7.990,48.544,-22.919,-26.220
1681555613726,2023-04-15T12.46.53.726,8.000,37.355,-27.172,-29.367
1681555613736,2023-04-15T12.46.53.736,8.010,35.678,-25.427,-27.988
1681555613746,2023-04-15T12.46.53.746,8.020,33.956,-25.244,-23.262
1681555613756,2023-04-15T12.46.53.756,8.030,31.288,-25.960,-19.581
1681555613766,2023-04-15T12.46.53.766,8.040,25.526,-27.576,-16.799
1681555613776,2023-04-15T12.46.53.776,8.050,21.898,-27.873,-14.360
1681555613786,2023-04-15T12.46.53.786,8.060,17.881,-28.155,-12.226
1681555613796,2023-04-15T12.46.53.796,8.070,13.034,-28.986,-9.817
1681555613806,2023-04-15T12.46.53.806,8.080,9.657,-29.688,-7.218
1681555613816,2023-04-15T12.46.53.816,8.090,3.498,-34.123,-7.355
1681555613826,2023-04-15T12.46.53.826,8.100,-4.825,-38.864,-8.148
1681555613836,2023-04-15T12.46.53.836,8.110,-13.095,-41.486,-7.149
1681555613846,2023-04-15T12.46.53.846,8.120,-20.434,-44.688,-5.800
1681555613856,2023-04-15T12.46.53.856,8.130,-24.962,-48.232,-5.785
1681555613866,2023-04-15T12.46.53.866,8.140,-29.398,-50.770,-5.793
