epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1684581639392,2023-05-20T13:20:39.392,0.000,-0.903,-0.279,-0.173
1684581639402,2023-05-20T13:20:39.402,0.010,-0.911,-0.279,-0.175
1684581639412,2023-05-20T13:20:39.412,0.020,-0.911,-0.281,-0.174
1684581639422,2023-05-20T13:20:39.422,0.030,-0.915,-0.282,-0.178
1684581639432,2023-05-20T13:20:39.432,0.040,-0.914,-0.281,-0.180
1684581639442,2023-05-20T13:20:39.442,0.050,-0.912,-0.281,-0.180
1684581639452,2023-05-20T13:20:39.452,0.060,-0.912,-0.278,-0.178
1684581639462,2023-05-20T13:20:39.462,0.070,-0.912,-0.273,-0.178
1684581639472,2023-05-20T13:20:39.472,0.080,-0.914,-0.269,-0.177
1684581639482,2023-05-20T13:20:39.482,0.090,-0.915,-0.266,-0.179
1684581639492,2023-05-20T13:20:39.492,0.100,-0.911,-0.261,-0.184
1684581639502,2023-05-20T13:20:39.502,0.110,-0.908,-0.259,-0.182
1684581639512,2023-05-20T13:20:39.512,0.120,-0.912,-0.260,-0.181
1684581639522,2023-05-20T13:20:39.522,0.130,-0.915,-0.264,-0.180
1684581639532,2023-05-20T13:20:39.532,0.140,-0.912,-0.265,-0.182
1684581639542,2023-05-20T13:20:39.542,0.150,-0.908,-0.269,-0.179
1684581639552,2023-05-20T13:20:39.552,0.160,-0.909,-0.276,-0.177
1684581639562,2023-05-20T13:20:39.562,0.170,-0.911,-0.277,-0.174
1684581639572,2023-05-20T13:20:39.572,0.180,-0.913,-0.283,-0.175
1684581639582,2023-05-20T13:20:39.582,0.190,-0.915,-0.292,-0.176
1684581639592,2023-05-20T13:20:39.592,0.200,-0.914,-0.300,-0.177
1684581639602,2023-05-20T13:20:39.602,0.210,-0.905,-0.301,-0.177
1684581639612,2023-05-20T13:20:39.612,0.220,-0.899,-0.296,-0.178
1684581639622,2023-05-20T13:20:39.622,0.230,-0.901,-0.293,-0.182
1684581639632,2023-05-20T13:20:39.632,0.240,-0.906,-0.292,-0.182
1684581639642,2023-05-20T13:20:39.642,0.250,-0.906,-0.291,-0.182
1684581639652,2023-05-20T13:20:39.652,0.260,-0.907,-0.295,-0.177
1684581639662,2023-05-20T13:20:39.662,0.270,-0.909,-0.300,-0.176
1684581639672,2023-05-20T13:20:39.672,0.280,-0.910,-0.298,-0.176
1684581639682,2023-05-20T13:20:39.682,0.290,-0.907,-0.296,-0.177
1684581639692,2023-05-20T13:20:39.692,0.300,-0.904,-0.291,-0.178
1684581639702,2023-05-20T13:20:39.702,0.310,-0.900,-0.289,-0.175
1684581639712,2023-05-20T13:20:39.712,0.320,-0.904,-0.291,-0.173
1684581639722,2023-05-20T13:20:39.722,0.330,-0.909,-0.294,-0.176
1684581639732,2023-05-20T13:20:39.732,0.340,-0.913,-0.297,-0.177
1684581639742,2023-05-20T13:20:39.742,0.350,-0.910,-0.302,-0.177
1684581639752,2023-05-20T13:20:39.752,0.360,-0.906,-0.306,-0.176
1684581639762,2023-05-20T13:20:39.762,0.370,-0.907,-0.303,-0.177
1684581639772,2023-05-20T13:20:39.772,0.380,-0.908,-0.295,-0.178
1684581639782,2023-05-20T13:20:39.782,0.390,-0.906,-0.290,-0.176
1684581639792,2023-05-20T13:20:39.792,0.400,-0.906,-0.288,-0.171
1684581639802,2023-05-20T13:20:39.802,0.410,-0.911,-0.289,-0.169
1684581639812,2023-05-20T13:20:39.812,0.420,-0.909,-0.288,-0.169
1684581639822,2023-05-20T13:20:39.822,0.430,-0.905,-0.295,-0.169
1684581639832,2023-05-20T13:20:39.832,0.440,-0.907,-0.298,-0.169
1684581639842,2023-05-20T13:20:39.842,0.450,-0.904,-0.296,-0.174
1684581639852,2023-05-20T13:20:39.852,0.460,-0.906,-0.300,-0.172
1684581639862,2023-05-20T13:20:39.862,0.470,-0.909,-0.298,-0.174
1684581639872,2023-05-20T13:20:39.872,0.480,-0.908,-0.296,-0.175
1684581639882,2023-05-20T13:20:39.882,0.490,-0.905,-0.301,-0.175
1684581639892,2023-05-20T13:20:39.892,0.500,-0.902,-0.302,-0.176
1684581639902,2023-05-20T13:20:39.902,0.510,-0.902,-0.304,-0.179
1684581639912,2023-05-20T13:20:39.912,0.520,-0.903,-0.302,-0.181
1684581639922,2023-05-20T13:20:39.922,0.530,-0.909,-0.297,-0.178
1684581639932,2023-05-20T13:20:39.932,0.540,-0.913,-0.292,-0.179
1684581639942,2023-05-20T13:20:39.942,0.550,-0.913,-0.288,-0.181
1684581639952,2023-05-20T13:20:39.952,0.560,-0.912,-0.284,-0.179
1684581639962,2023-05-20T13:20:39.962,0.570,-0.910,-0.279,-0.184
1684581639972,2023-05-20T13:20:39.972,0.580,-0.908,-0.274,-0.186
1684581639982,2023-05-20T13:20:39.982,0.590,-0.906,-0.272,-0.185
1684581639992,2023-05-20T13:20:39.992,0.600,-0.908,-0.277,-0.182
1684581640002,2023-05-20T13:20:40.002,0.610,-0.907,-0.281,-0.183
1684581640012,2023-05-20T13:20:40.012,0.620,-0.911,-0.283,-0.183
1684581640022,2023-05-20T13:20:40.022,0.630,-0.912,-0.285,-0.181
1684581640032,2023-05-20T13:20:40.032,0.640,-0.910,-0.287,-0.179
1684581640042,2023-05-20T13:20:40.042,0.650,-0.908,-0.286,-0.178
1684581640052,2023-05-20T13:20:40.052,0.660,-0.907,-0.285,-0.175
1684581640062,2023-05-20T13:20:40.062,0.670,-0.911,-0.281,-0.176
1684581640072,2023-05-20T13:20:40.072,0.680,-0.914,-0.279,-0.172
1684581640082,2023-05-20T13:20:40.082,0.690,-0.910,-0.279,-0.171
1684581640092,2023-05-20T13:20:40.092,0.700,-0.911,-0.274,-0.173
1684581640102,2023-05-20T13:20:40.102,0.710,-0.913,-0.273,-0.175
1684581640112,2023-05-20T13:20:40.112,0.720,-0.910,-0.271,-0.176
1684581640122,2023-05-20T13:20:40.122,0.730,-0.910,-0.277,-0.179
1684581640132,2023-05-20T13:20:40.132,0.740,-0.910,-0.282,-0.180
1684581640142,2023-05-20T13:20:40.142,0.750,-0.909,-0.290,-0.178
1684581640152,2023-05-20T13:20:40.152,0.760,-0.908,-0.293,-0.181
1684581640162,2023-05-20T13:20:40.162,0.770,-0.909,-0.290,-0.177
1684581640172,2023-05-20T13:20:40.172,0.780,-0.912,-0.287,-0.176
1684581640182,2023-05-20T13:20:40.182,0.790,-0.913,-0.284,-0.175
1684581640192,2023-05-20T13:20:40.192,0.800,-0.913,-0.282,-0.172
1684581640202,2023-05-20T13:20:40.202,0.810,-0.912,-0.281,-0.176
1684581640212,2023-05-20T13:20:40.212,0.820,-0.906,-0.281,-0.179
1684581640222,2023-05-20T13:20:40.222,0.830,-0.904,-0.285,-0.179
1684581640232,2023-05-20T13:20:40.232,0.840,-0.907,-0.286,-0.177
1684581640242,2023-05-20T13:20:40.242,0.850,-0.909,-0.288,-0.178
1684581640252,2023-05-20T13:20:40.252,0.860,-0.909,-0.291,-0.179
1684581640262,2023-05-20T13:20:40.262,0.870,-0.908,-0.288,-0.177
1684581640272,2023-05-20T13:20:40.272,0.880,-0.911,-0.284,-0.175
1684581640282,2023-05-20T13:20:40.282,0.890,-0.910,-0.281,-0.175
1684581640292,2023-05-20T13:20:40.292,0.900,-0.909,-0.280,-0.173
1684581640302,2023-05-20T13:20:40.302,0.910,-0.908,-0.282,-0.179
1684581640312,2023-05-20T13:20:40.312,0.920,-0.911,-0.288,-0.179
1684581640322,2023-05-20T13:20:40.322,0.930,-0.907,-0.291,-0.178
1684581640332,2023-05-20T13:20:40.332,0.940,-0.910,-0.292,-0.181
1684581640342,2023-05-20T13:20:40.342,0.950,-0.908,-0.294,-0.179
1684581640352,2023-05-20T13:20:40.352,0.960,-0.907,-0.292,-0.179
1684581640362,2023-05-20T13:20:40.362,0.970,-0.908,-0.288,-0.181
1684581640372,2023-05-20T13:20:40.372,0.980,-0.907,-0.286,-0.177
1684581640382,2023-05-20T13:20:40.382,0.990,-0.909,-0.282,-0.176
1684581640392,2023-05-20T13:20:40.392,1.000,-0.910,-0.283,-0.176
1684581640402,2023-05-20T13:20:40.402,1.010,-0.909,-0.280,-0.178
1684581640412,2023-05-20T13:20:40.412,1.020,-0.910,-0.281,-0.176
1684581640422,2023-05-20T13:20:40.422,1.030,-0.911,-0.281,-0.176
1684581640432,2023-05-20T13:20:40.432,1.040,-0.912,-0.281,-0.179
1684581640442,2023-05-20T13:20:40.442,1.050,-0.912,-0.274,-0.178
1684581640452,2023-05-20T13:20:40.452,1.060,-0.910,-0.271,-0.177
1684581640462,2023-05-20T13:20:40.462,1.070,-0.912,-0.268,-0.175
1684581640472,2023-05-20T13:20:40.472,1.080,-0.917,-0.271,-0.171
1684581640482,2023-05-20T13:20:40.482,1.090,-0.917,-0.272,-0.173
1684581640492,2023-05-20T13:20:40.492,1.100,-0.910,-0.279,-0.175
1684581640502,2023-05-20T13:20:40.502,1.110,-0.906,-0.288,-0.178
1684581640512,2023-05-20T13:20:40.512,1.120,-0.905,-0.297,-0.182
1684581640522,2023-05-20T13:20:40.522,1.130,-0.906,-0.304,-0.181
1684581640532,2023-05-20T13:20:40.532,1.140,-0.906,-0.302,-0.180
1684581640542,2023-05-20T13:20:40.542,1.150,-0.905,-0.298,-0.181
1684581640552,2023-05-20T13:20:40.552,1.160,-0.904,-0.292,-0.178
1684581640562,2023-05-20T13:20:40.562,1.170,-0.908,-0.287,-0.173
1684581640572,2023-05-20T13:20:40.572,1.180,-0.912,-0.282,-0.175
1684581640582,2023-05-20T13:20:40.582,1.190,-0.913,-0.277,-0.178
1684581640592,2023-05-20T13:20:40.592,1.200,-0.912,-0.278,-0.175
1684581640602,2023-05-20T13:20:40.602,1.210,-0.911,-0.275,-0.175
1684581640612,2023-05-20T13:20:40.612,1.220,-0.910,-0.277,-0.176
1684581640622,2023-05-20T13:20:40.622,1.230,-0.910,-0.286,-0.178
1684581640632,2023-05-20T13:20:40.632,1.240,-0.908,-0.288,-0.181
1684581640642,2023-05-20T13:20:40.642,1.250,-0.906,-0.289,-0.180
1684581640652,2023-05-20T13:20:40.652,1.260,-0.907,-0.293,-0.177
1684581640662,2023-05-20T13:20:40.662,1.270,-0.909,-0.293,-0.175
1684581640672,2023-05-20T13:20:40.672,1.280,-0.912,-0.292,-0.175
1684581640682,2023-05-20T13:20:40.682,1.290,-0.909,-0.288,-0.174
1684581640692,2023-05-20T13:20:40.692,1.300,-0.907,-0.284,-0.173
1684581640702,2023-05-20T13:20:40.702,1.310,-0.907,-0.282,-0.176
1684581640712,2023-05-20T13:20:40.712,1.320,-0.909,-0.281,-0.177
1684581640722,2023-05-20T13:20:40.722,1.330,-0.910,-0.278,-0.179
1684581640732,2023-05-20T13:20:40.732,1.340,-0.913,-0.276,-0.179
1684581640742,2023-05-20T13:20:40.742,1.350,-0.915,-0.277,-0.177
1684581640752,2023-05-20T13:20:40.752,1.360,-0.914,-0.277,-0.179
1684581640762,2023-05-20T13:20:40.762,1.370,-0.911,-0.278,-0.177
1684581640772,2023-05-20T13:20:40.772,1.380,-0.908,-0.276,-0.175
1684581640782,2023-05-20T13:20:40.782,1.390,-0.910,-0.275,-0.173
1684581640792,2023-05-20T13:20:40.792,1.400,-0.911,-0.274,-0.170
1684581640802,2023-05-20T13:20:40.802,1.410,-0.910,-0.277,-0.170
1684581640812,2023-05-20T13:20:40.812,1.420,-0.911,-0.281,-0.170
1684581640822,2023-05-20T13:20:40.822,1.430,-0.910,-0.284,-0.174
1684581640832,2023-05-20T13:20:40.832,1.440,-0.912,-0.284,-0.176
1684581640842,2023-05-20T13:20:40.842,1.450,-0.913,-0.282,-0.180
1684581640852,2023-05-20T13:20:40.852,1.460,-0.911,-0.280,-0.177
1684581640862,2023-05-20T13:20:40.862,1.470,-0.909,-0.279,-0.179
1684581640872,2023-05-20T13:20:40.872,1.480,-0.909,-0.279,-0.177
1684581640882,2023-05-20T13:20:40.882,1.490,-0.910,-0.277,-0.176
1684581640892,2023-05-20T13:20:40.892,1.500,-0.912,-0.278,-0.177
1684581640902,2023-05-20T13:20:40.902,1.510,-0.910,-0.280,-0.178
1684581640912,2023-05-20T13:20:40.912,1.520,-0.911,-0.279,-0.176
1684581640922,2023-05-20T13:20:40.922,1.530,-0.909,-0.277,-0.176
1684581640932,2023-05-20T13:20:40.932,1.540,-0.912,-0.277,-0.177
1684581640942,2023-05-20T13:20:40.942,1.550,-0.914,-0.279,-0.178
1684581640952,2023-05-20T13:20:40.952,1.560,-0.912,-0.276,-0.177
1684581640962,2023-05-20T13:20:40.962,1.570,-0.909,-0.274,-0.178
1684581640972,2023-05-20T13:20:40.972,1.580,-0.911,-0.275,-0.179
1684581640982,2023-05-20T13:20:40.982,1.590,-0.913,-0.279,-0.177
1684581640992,2023-05-20T13:20:40.992,1.600,-0.915,-0.279,-0.176
1684581641002,2023-05-20T13:20:41.002,1.610,-0.910,-0.280,-0.173
1684581641012,2023-05-20T13:20:41.012,1.620,-0.908,-0.280,-0.177
1684581641022,2023-05-20T13:20:41.022,1.630,-0.909,-0.281,-0.176
1684581641032,2023-05-20T13:20:41.032,1.640,-0.908,-0.281,-0.178
1684581641042,2023-05-20T13:20:41.042,1.650,-0.910,-0.275,-0.180
1684581641052,2023-05-20T13:20:41.052,1.660,-0.913,-0.279,-0.178
1684581641062,2023-05-20T13:20:41.062,1.670,-0.914,-0.282,-0.179
1684581641072,2023-05-20T13:20:41.072,1.680,-0.912,-0.282,-0.178
1684581641082,2023-05-20T13:20:41.082,1.690,-0.909,-0.286,-0.176
1684581641092,2023-05-20T13:20:41.092,1.700,-0.909,-0.286,-0.177
1684581641102,2023-05-20T13:20:41.102,1.710,-0.911,-0.282,-0.180
1684581641112,2023-05-20T13:20:41.112,1.720,-0.911,-0.286,-0.175
1684581641122,2023-05-20T13:20:41.122,1.730,-0.908,-0.281,-0.173
1684581641132,2023-05-20T13:20:41.132,1.740,-0.909,-0.276,-0.175
1684581641142,2023-05-20T13:20:41.142,1.750,-0.911,-0.275,-0.175
1684581641152,2023-05-20T13:20:41.152,1.760,-0.912,-0.275,-0.177
1684581641162,2023-05-20T13:20:41.162,1.770,-0.914,-0.271,-0.178
1684581641172,2023-05-20T13:20:41.172,1.780,-0.913,-0.272,-0.177
1684581641182,2023-05-20T13:20:41.182,1.790,-0.913,-0.275,-0.177
1684581641192,2023-05-20T13:20:41.192,1.800,-0.913,-0.276,-0.175
1684581641202,2023-05-20T13:20:41.202,1.810,-0.911,-0.278,-0.175
1684581641212,2023-05-20T13:20:41.212,1.820,-0.912,-0.278,-0.178
1684581641222,2023-05-20T13:20:41.222,1.830,-0.911,-0.279,-0.178
1684581641232,2023-05-20T13:20:41.232,1.840,-0.908,-0.280,-0.177
1684581641242,2023-05-20T13:20:41.242,1.850,-0.912,-0.280,-0.173
1684581641252,2023-05-20T13:20:41.252,1.860,-0.915,-0.280,-0.172
1684581641262,2023-05-20T13:20:41.262,1.870,-0.912,-0.280,-0.176
1684581641272,2023-05-20T13:20:41.272,1.880,-0.908,-0.279,-0.178
1684581641282,2023-05-20T13:20:41.282,1.890,-0.911,-0.274,-0.176
1684581641292,2023-05-20T13:20:41.292,1.900,-0.915,-0.276,-0.178
1684581641302,2023-05-20T13:20:41.302,1.910,-0.915,-0.280,-0.180
1684581641312,2023-05-20T13:20:41.312,1.920,-0.913,-0.281,-0.178
1684581641322,2023-05-20T13:20:41.322,1.930,-0.907,-0.281,-0.177
1684581641332,2023-05-20T13:20:41.332,1.940,-0.907,-0.281,-0.179
1684581641342,2023-05-20T13:20:41.342,1.950,-0.911,-0.280,-0.178
1684581641352,2023-05-20T13:20:41.352,1.960,-0.913,-0.277,-0.177
1684581641362,2023-05-20T13:20:41.362,1.970,-0.910,-0.277,-0.177
1684581641372,2023-05-20T13:20:41.372,1.980,-0.911,-0.278,-0.175
1684581641382,2023-05-20T13:20:41.382,1.990,-0.910,-0.275,-0.175
1684581641392,2023-05-20T13:20:41.392,2.000,-0.911,-0.274,-0.175
1684581641402,2023-05-20T13:20:41.402,2.010,-0.911,-0.273,-0.174
1684581641412,2023-05-20T13:20:41.412,2.020,-0.912,-0.273,-0.176
1684581641422,2023-05-20T13:20:41.422,2.030,-0.911,-0.271,-0.177
1684581641432,2023-05-20T13:20:41.432,2.040,-0.913,-0.275,-0.174
1684581641442,2023-05-20T13:20:41.442,2.050,-0.915,-0.277,-0.178
1684581641452,2023-05-20T13:20:41.452,2.060,-0.910,-0.277,-0.180
1684581641462,2023-05-20T13:20:41.462,2.070,-0.908,-0.279,-0.181
1684581641472,2023-05-20T13:20:41.472,2.080,-0.906,-0.281,-0.179
1684581641482,2023-05-20T13:20:41.482,2.090,-0.910,-0.283,-0.178
1684581641492,2023-05-20T13:20:41.492,2.100,-0.912,-0.284,-0.178
1684581641502,2023-05-20T13:20:41.502,2.110,-0.911,-0.286,-0.178
1684581641512,2023-05-20T13:20:41.512,2.120,-0.911,-0.288,-0.178
1684581641522,2023-05-20T13:20:41.522,2.130,-0.912,-0.285,-0.177
1684581641532,2023-05-20T13:20:41.532,2.140,-0.908,-0.283,-0.176
1684581641542,2023-05-20T13:20:41.542,2.150,-0.910,-0.280,-0.177
1684581641552,2023-05-20T13:20:41.552,2.160,-0.911,-0.276,-0.177
1684581641562,2023-05-20T13:20:41.562,2.170,-0.911,-0.275,-0.176
1684581641572,2023-05-20T13:20:41.572,2.180,-0.913,-0.277,-0.176
1684581641582,2023-05-20T13:20:41.582,2.190,-0.909,-0.284,-0.180
1684581641592,2023-05-20T13:20:41.592,2.200,-0.908,-0.286,-0.178
1684581641602,2023-05-20T13:20:41.602,2.210,-0.908,-0.285,-0.178
1684581641612,2023-05-20T13:20:41.612,2.220,-0.910,-0.281,-0.175
1684581641622,2023-05-20T13:20:41.622,2.230,-0.910,-0.277,-0.176
1684581641632,2023-05-20T13:20:41.632,2.240,-0.909,-0.277,-0.176
1684581641642,2023-05-20T13:20:41.642,2.250,-0.912,-0.274,-0.176
1684581641652,2023-05-20T13:20:41.652,2.260,-0.914,-0.273,-0.177
1684581641662,2023-05-20T13:20:41.662,2.270,-0.913,-0.274,-0.179
1684581641672,2023-05-20T13:20:41.672,2.280,-0.913,-0.274,-0.176
1684581641682,2023-05-20T13:20:41.682,2.290,-0.912,-0.279,-0.178
1684581641692,2023-05-20T13:20:41.692,2.300,-0.911,-0.281,-0.179
1684581641702,2023-05-20T13:20:41.702,2.310,-0.911,-0.279,-0.177
1684581641712,2023-05-20T13:20:41.712,2.320,-0.910,-0.278,-0.177
1684581641722,2023-05-20T13:20:41.722,2.330,-0.910,-0.280,-0.173
1684581641732,2023-05-20T13:20:41.732,2.340,-0.909,-0.282,-0.173
1684581641742,2023-05-20T13:20:41.742,2.350,-0.908,-0.277,-0.172
1684581641752,2023-05-20T13:20:41.752,2.360,-0.914,-0.277,-0.174
1684581641762,2023-05-20T13:20:41.762,2.370,-0.914,-0.276,-0.173
1684581641772,2023-05-20T13:20:41.772,2.380,-0.914,-0.277,-0.174
1684581641782,2023-05-20T13:20:41.782,2.390,-0.911,-0.276,-0.176
1684581641792,2023-05-20T13:20:41.792,2.400,-0.911,-0.275,-0.177
1684581641802,2023-05-20T13:20:41.802,2.410,-0.912,-0.271,-0.175
1684581641812,2023-05-20T13:20:41.812,2.420,-0.911,-0.271,-0.172
1684581641822,2023-05-20T13:20:41.822,2.430,-0.912,-0.269,-0.174
1684581641832,2023-05-20T13:20:41.832,2.440,-0.915,-0.269,-0.172
1684581641842,2023-05-20T13:20:41.842,2.450,-0.916,-0.275,-0.172
1684581641852,2023-05-20T13:20:41.852,2.460,-0.915,-0.277,-0.176
1684581641862,2023-05-20T13:20:41.862,2.470,-0.912,-0.275,-0.173
1684581641872,2023-05-20T13:20:41.872,2.480,-0.911,-0.279,-0.174
1684581641882,2023-05-20T13:20:41.882,2.490,-0.910,-0.282,-0.179
1684581641892,2023-05-20T13:20:41.892,2.500,-0.910,-0.281,-0.177
1684581641902,2023-05-20T13:20:41.902,2.510,-0.912,-0.283,-0.176
1684581641912,2023-05-20T13:20:41.912,2.520,-0.910,-0.280,-0.174
1684581641922,2023-05-20T13:20:41.922,2.530,-0.911,-0.278,-0.175
1684581641932,2023-05-20T13:20:41.932,2.540,-0.912,-0.277,-0.174
1684581641942,2023-05-20T13:20:41.942,2.550,-0.911,-0.276,-0.172
1684581641952,2023-05-20T13:20:41.952,2.560,-0.911,-0.273,-0.173
1684581641962,2023-05-20T13:20:41.962,2.570,-0.916,-0.270,-0.175
1684581641972,2023-05-20T13:20:41.972,2.580,-0.913,-0.271,-0.176
1684581641982,2023-05-20T13:20:41.982,2.590,-0.909,-0.270,-0.173
1684581641992,2023-05-20T13:20:41.992,2.600,-0.910,-0.271,-0.173
1684581642002,2023-05-20T13:20:42.002,2.610,-0.914,-0.271,-0.174
1684581642012,2023-05-20T13:20:42.012,2.620,-0.915,-0.272,-0.174
1684581642022,2023-05-20T13:20:42.022,2.630,-0.915,-0.274,-0.174
1684581642032,2023-05-20T13:20:42.032,2.640,-0.913,-0.274,-0.170
1684581642042,2023-05-20T13:20:42.042,2.650,-0.913,-0.275,-0.172
1684581642052,2023-05-20T13:20:42.052,2.660,-0.912,-0.277,-0.175
1684581642062,2023-05-20T13:20:42.062,2.670,-0.912,-0.277,-0.173
1684581642072,2023-05-20T13:20:42.072,2.680,-0.909,-0.280,-0.173
1684581642082,2023-05-20T13:20:42.082,2.690,-0.909,-0.281,-0.173
1684581642092,2023-05-20T13:20:42.092,2.700,-0.910,-0.280,-0.174
1684581642102,2023-05-20T13:20:42.102,2.710,-0.911,-0.278,-0.176
1684581642112,2023-05-20T13:20:42.112,2.720,-0.909,-0.275,-0.174
1684581642122,2023-05-20T13:20:42.122,2.730,-0.910,-0.274,-0.175
1684581642132,2023-05-20T13:20:42.132,2.740,-0.916,-0.273,-0.175
1684581642142,2023-05-20T13:20:42.142,2.750,-0.918,-0.270,-0.177
1684581642152,2023-05-20T13:20:42.152,2.760,-0.915,-0.266,-0.175
1684581642162,2023-05-20T13:20:42.162,2.770,-0.914,-0.266,-0.175
1684581642172,2023-05-20T13:20:42.172,2.780,-0.913,-0.269,-0.172
1684581642182,2023-05-20T13:20:42.182,2.790,-0.914,-0.271,-0.177
1684581642192,2023-05-20T13:20:42.192,2.800,-0.914,-0.278,-0.177
1684581642202,2023-05-20T13:20:42.202,2.810,-0.911,-0.284,-0.176
1684581642212,2023-05-20T13:20:42.212,2.820,-0.909,-0.282,-0.174
1684581642222,2023-05-20T13:20:42.222,2.830,-0.911,-0.284,-0.174
1684581642232,2023-05-20T13:20:42.232,2.840,-0.914,-0.289,-0.170
1684581642242,2023-05-20T13:20:42.242,2.850,-0.912,-0.282,-0.171
1684581642252,2023-05-20T13:20:42.252,2.860,-0.909,-0.276,-0.172
1684581642262,2023-05-20T13:20:42.262,2.870,-0.907,-0.272,-0.173
1684581642272,2023-05-20T13:20:42.272,2.880,-0.910,-0.270,-0.174
1684581642282,2023-05-20T13:20:42.282,2.890,-0.912,-0.273,-0.174
1684581642292,2023-05-20T13:20:42.292,2.900,-0.914,-0.270,-0.172
1684581642302,2023-05-20T13:20:42.302,2.910,-0.916,-0.267,-0.173
1684581642312,2023-05-20T13:20:42.312,2.920,-0.917,-0.263,-0.170
1684581642322,2023-05-20T13:20:42.322,2.930,-0.915,-0.257,-0.168
1684581642332,2023-05-20T13:20:42.332,2.940,-0.915,-0.252,-0.167
1684581642342,2023-05-20T13:20:42.342,2.950,-0.915,-0.253,-0.168
1684581642352,2023-05-20T13:20:42.352,2.960,-0.917,-0.257,-0.172
1684581642362,2023-05-20T13:20:42.362,2.970,-0.913,-0.260,-0.173
1684581642372,2023-05-20T13:20:42.372,2.980,-0.913,-0.266,-0.173
1684581642382,2023-05-20T13:20:42.382,2.990,-0.913,-0.272,-0.173
1684581642392,2023-05-20T13:20:42.392,3.000,-0.913,-0.278,-0.175
1684581642402,2023-05-20T13:20:42.402,3.010,-0.915,-0.281,-0.175
1684581642412,2023-05-20T13:20:42.412,3.020,-0.914,-0.277,-0.174
1684581642422,2023-05-20T13:20:42.422,3.030,-0.913,-0.274,-0.174
1684581642432,2023-05-20T13:20:42.432,3.040,-0.909,-0.274,-0.173
1684581642442,2023-05-20T13:20:42.442,3.050,-0.911,-0.276,-0.172
1684581642452,2023-05-20T13:20:42.452,3.060,-0.914,-0.276,-0.174
1684581642462,2023-05-20T13:20:42.462,3.070,-0.916,-0.278,-0.173
1684581642472,2023-05-20T13:20:42.472,3.080,-0.917,-0.279,-0.173
1684581642482,2023-05-20T13:20:42.482,3.090,-0.913,-0.276,-0.175
1684581642492,2023-05-20T13:20:42.492,3.100,-0.913,-0.270,-0.175
1684581642502,2023-05-20T13:20:42.502,3.110,-0.915,-0.264,-0.174
1684581642512,2023-05-20T13:20:42.512,3.120,-0.913,-0.265,-0.172
1684581642522,2023-05-20T13:20:42.522,3.130,-0.912,-0.267,-0.173
1684581642532,2023-05-20T13:20:42.532,3.140,-0.912,-0.270,-0.174
1684581642542,2023-05-20T13:20:42.542,3.150,-0.913,-0.277,-0.174
1684581642552,2023-05-20T13:20:42.552,3.160,-0.913,-0.285,-0.173
1684581642562,2023-05-20T13:20:42.562,3.170,-0.912,-0.289,-0.173
1684581642572,2023-05-20T13:20:42.572,3.180,-0.914,-0.291,-0.173
1684581642582,2023-05-20T13:20:42.582,3.190,-0.913,-0.288,-0.171
1684581642592,2023-05-20T13:20:42.592,3.200,-0.914,-0.281,-0.168
1684581642602,2023-05-20T13:20:42.602,3.210,-0.915,-0.274,-0.169
1684581642612,2023-05-20T13:20:42.612,3.220,-0.915,-0.272,-0.167
1684581642622,2023-05-20T13:20:42.622,3.230,-0.914,-0.269,-0.169
1684581642632,2023-05-20T13:20:42.632,3.240,-0.914,-0.262,-0.172
1684581642642,2023-05-20T13:20:42.642,3.250,-0.915,-0.258,-0.173
1684581642652,2023-05-20T13:20:42.652,3.260,-0.915,-0.255,-0.172
1684581642662,2023-05-20T13:20:42.662,3.270,-0.915,-0.256,-0.169
1684581642672,2023-05-20T13:20:42.672,3.280,-0.917,-0.261,-0.173
1684581642682,2023-05-20T13:20:42.682,3.290,-0.917,-0.267,-0.173
1684581642692,2023-05-20T13:20:42.692,3.300,-0.913,-0.267,-0.169
1684581642702,2023-05-20T13:20:42.702,3.310,-0.913,-0.269,-0.169
1684581642712,2023-05-20T13:20:42.712,3.320,-0.913,-0.272,-0.172
1684581642722,2023-05-20T13:20:42.722,3.330,-0.915,-0.277,-0.171
1684581642732,2023-05-20T13:20:42.732,3.340,-0.915,-0.279,-0.171
1684581642742,2023-05-20T13:20:42.742,3.350,-0.914,-0.281,-0.171
1684581642752,2023-05-20T13:20:42.752,3.360,-0.910,-0.281,-0.173
1684581642762,2023-05-20T13:20:42.762,3.370,-0.911,-0.276,-0.176
1684581642772,2023-05-20T13:20:42.772,3.380,-0.914,-0.267,-0.175
1684581642782,2023-05-20T13:20:42.782,3.390,-0.916,-0.258,-0.176
1684581642792,2023-05-20T13:20:42.792,3.400,-0.920,-0.253,-0.177
1684581642802,2023-05-20T13:20:42.802,3.410,-0.918,-0.251,-0.174
1684581642812,2023-05-20T13:20:42.812,3.420,-0.916,-0.248,-0.173
1684581642822,2023-05-20T13:20:42.822,3.430,-0.914,-0.248,-0.172
1684581642832,2023-05-20T13:20:42.832,3.440,-0.917,-0.251,-0.174
1684581642842,2023-05-20T13:20:42.842,3.450,-0.919,-0.254,-0.174
1684581642852,2023-05-20T13:20:42.852,3.460,-0.920,-0.253,-0.172
1684581642862,2023-05-20T13:20:42.862,3.470,-0.916,-0.254,-0.171
