epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1684581653802,2023-05-20T13:20:53.802,14.410,-0.925,-0.229,-0.163
1684581653812,2023-05-20T13:20:53.812,14.420,-0.927,-0.227,-0.169
1684581653822,2023-05-20T13:20:53.822,14.430,-0.929,-0.219,-0.165
1684581653832,2023-05-20T13:20:53.832,14.440,-0.926,-0.210,-0.166
1684581653842,2023-05-20T13:20:53.842,14.450,-0.927,-0.209,-0.164
1684581653852,2023-05-20T13:20:53.852,14.460,-0.927,-0.211,-0.162
1684581653862,2023-05-20T13:20:53.862,14.470,-0.925,-0.216,-0.164
1684581653872,2023-05-20T13:20:53.872,14.480,-0.925,-0.221,-0.161
1684581653882,2023-05-20T13:20:53.882,14.490,-0.927,-0.222,-0.164
1684581653892,2023-05-20T13:20:53.892,14.500,-0.927,-0.219,-0.163
1684581653902,2023-05-20T13:20:53.902,14.510,-0.927,-0.215,-0.166
1684581653912,2023-05-20T13:20:53.912,14.520,-0.928,-0.216,-0.167
1684581653922,2023-05-20T13:20:53.922,14.530,-0.925,-0.219,-0.162
1684581653932,2023-05-20T13:20:53.932,14.540,-0.925,-0.221,-0.164
1684581653942,2023-05-20T13:20:53.942,14.550,-0.924,-0.225,-0.172
1684581653952,2023-05-20T13:20:53.952,14.560,-0.926,-0.222,-0.167
1684581653962,2023-05-20T13:20:53.962,14.570,-0.928,-0.219,-0.165
1684581653972,2023-05-20T13:20:53.972,14.580,-0.926,-0.216,-0.167
1684581653982,2023-05-20T13:20:53.982,14.590,-0.926,-0.219,-0.167
1684581653992,2023-05-20T13:20:53.992,14.600,-0.926,-0.225,-0.160
1684581654002,2023-05-20T13:20:54.002,14.610,-0.923,-0.222,-0.159
1684581654012,2023-05-20T13:20:54.012,14.620,-0.926,-0.216,-0.164
1684581654022,2023-05-20T13:20:54.022,14.630,-0.927,-0.214,-0.165
1684581654032,2023-05-20T13:20:54.032,14.640,-0.928,-0.213,-0.163
1684581654042,2023-05-20T13:20:54.042,14.650,-0.927,-0.209,-0.163
1684581654052,2023-05-20T13:20:54.052,14.660,-0.926,-0.208,-0.168
1684581654062,2023-05-20T13:20:54.062,14.670,-0.928,-0.209,-0.166
1684581654072,2023-05-20T13:20:54.072,14.680,-0.925,-0.215,-0.161
1684581654082,2023-05-20T13:20:54.082,14.690,-0.922,-0.220,-0.164
1684581654092,2023-05-20T13:20:54.092,14.700,-0.927,-0.222,-0.167
1684581654102,2023-05-20T13:20:54.102,14.710,-0.928,-0.225,-0.160
1684581654112,2023-05-20T13:20:54.112,14.720,-0.927,-0.223,-0.163
1684581654122,2023-05-20T13:20:54.122,14.730,-0.928,-0.223,-0.172
1684581654132,2023-05-20T13:20:54.132,14.740,-0.926,-0.227,-0.171
1684581654142,2023-05-20T13:20:54.142,14.750,-0.924,-0.227,-0.161
1684581654152,2023-05-20T13:20:54.152,14.760,-0.919,-0.228,-0.162
1684581654162,2023-05-20T13:20:54.162,14.770,-0.922,-0.225,-0.164
1684581654172,2023-05-20T13:20:54.172,14.780,-0.928,-0.223,-0.162
1684581654182,2023-05-20T13:20:54.182,14.790,-0.929,-0.220,-0.160
1684581654192,2023-05-20T13:20:54.192,14.800,-0.929,-0.216,-0.162
1684581654202,2023-05-20T13:20:54.202,14.810,-0.924,-0.215,-0.161
1684581654212,2023-05-20T13:20:54.212,14.820,-0.920,-0.218,-0.158
1684581654222,2023-05-20T13:20:54.222,14.830,-0.924,-0.216,-0.160
1684581654232,2023-05-20T13:20:54.232,14.840,-0.930,-0.214,-0.164
1684581654242,2023-05-20T13:20:54.242,14.850,-0.932,-0.215,-0.165
1684581654252,2023-05-20T13:20:54.252,14.860,-0.930,-0.216,-0.166
1684581654262,2023-05-20T13:20:54.262,14.870,-0.922,-0.219,-0.161
1684581654272,2023-05-20T13:20:54.272,14.880,-0.922,-0.225,-0.161
1684581654282,2023-05-20T13:20:54.282,14.890,-0.926,-0.229,-0.165
1684581654292,2023-05-20T13:20:54.292,14.900,-0.925,-0.231,-0.162
1684581654302,2023-05-20T13:20:54.302,14.910,-0.922,-0.233,-0.162
1684581654312,2023-05-20T13:20:54.312,14.920,-0.922,-0.232,-0.169
1684581654322,2023-05-20T13:20:54.322,14.930,-0.926,-0.229,-0.167
1684581654332,2023-05-20T13:20:54.332,14.940,-0.928,-0.221,-0.160
1684581654342,2023-05-20T13:20:54.342,14.950,-0.928,-0.214,-0.161
1684581654352,2023-05-20T13:20:54.352,14.960,-0.927,-0.211,-0.166
1684581654362,2023-05-20T13:20:54.362,14.970,-0.927,-0.218,-0.167
1684581654372,2023-05-20T13:20:54.372,14.980,-0.925,-0.215,-0.164
1684581654382,2023-05-20T13:20:54.382,14.990,-0.924,-0.213,-0.166
1684581654392,2023-05-20T13:20:54.392,15.000,-0.927,-0.212,-0.166
1684581654402,2023-05-20T13:20:54.402,15.010,-0.928,-0.216,-0.163
1684581654412,2023-05-20T13:20:54.412,15.020,-0.928,-0.220,-0.162
1684581654422,2023-05-20T13:20:54.422,15.030,-0.925,-0.221,-0.163
1684581654432,2023-05-20T13:20:54.432,15.040,-0.923,-0.225,-0.164
1684581654442,2023-05-20T13:20:54.442,15.050,-0.919,-0.225,-0.166
1684581654452,2023-05-20T13:20:54.452,15.060,-0.922,-0.226,-0.162
1684581654462,2023-05-20T13:20:54.462,15.070,-0.926,-0.227,-0.162
1684581654472,2023-05-20T13:20:54.472,15.080,-0.928,-0.218,-0.164
1684581654482,2023-05-20T13:20:54.482,15.090,-0.929,-0.213,-0.160
1684581654492,2023-05-20T13:20:54.492,15.100,-0.928,-0.214,-0.161
1684581654502,2023-05-20T13:20:54.502,15.110,-0.925,-0.219,-0.157
1684581654512,2023-05-20T13:20:54.512,15.120,-0.925,-0.219,-0.161
1684581654522,2023-05-20T13:20:54.522,15.130,-0.923,-0.224,-0.164
1684581654532,2023-05-20T13:20:54.532,15.140,-0.924,-0.229,-0.165
1684581654542,2023-05-20T13:20:54.542,15.150,-0.925,-0.229,-0.165
1684581654552,2023-05-20T13:20:54.552,15.160,-0.927,-0.225,-0.164
1684581654562,2023-05-20T13:20:54.562,15.170,-0.928,-0.222,-0.164
1684581654572,2023-05-20T13:20:54.572,15.180,-0.926,-0.223,-0.163
1684581654582,2023-05-20T13:20:54.582,15.190,-0.923,-0.226,-0.157
1684581654592,2023-05-20T13:20:54.592,15.200,-0.923,-0.224,-0.159
1684581654602,2023-05-20T13:20:54.602,15.210,-0.925,-0.227,-0.162
1684581654612,2023-05-20T13:20:54.612,15.220,-0.925,-0.230,-0.160
1684581654622,2023-05-20T13:20:54.622,15.230,-0.925,-0.226,-0.166
1684581654632,2023-05-20T13:20:54.632,15.240,-0.928,-0.223,-0.168
1684581654642,2023-05-20T13:20:54.642,15.250,-0.928,-0.223,-0.168
1684581654652,2023-05-20T13:20:54.652,15.260,-0.925,-0.223,-0.166
1684581654662,2023-05-20T13:20:54.662,15.270,-0.922,-0.223,-0.162
1684581654672,2023-05-20T13:20:54.672,15.280,-0.927,-0.222,-0.162
1684581654682,2023-05-20T13:20:54.682,15.290,-0.925,-0.216,-0.164
1684581654692,2023-05-20T13:20:54.692,15.300,-0.926,-0.214,-0.160
1684581654702,2023-05-20T13:20:54.702,15.310,-0.928,-0.216,-0.160
1684581654712,2023-05-20T13:20:54.712,15.320,-0.927,-0.217,-0.161
1684581654722,2023-05-20T13:20:54.722,15.330,-0.925,-0.219,-0.162
1684581654732,2023-05-20T13:20:54.732,15.340,-0.925,-0.224,-0.161
1684581654742,2023-05-20T13:20:54.742,15.350,-0.925,-0.219,-0.163
1684581654752,2023-05-20T13:20:54.752,15.360,-0.927,-0.210,-0.163
1684581654762,2023-05-20T13:20:54.762,15.370,-0.929,-0.208,-0.164
1684581654772,2023-05-20T13:20:54.772,15.380,-0.927,-0.221,-0.159
1684581654782,2023-05-20T13:20:54.782,15.390,-0.922,-0.232,-0.158
1684581654792,2023-05-20T13:20:54.792,15.400,-0.925,-0.229,-0.166
1684581654802,2023-05-20T13:20:54.802,15.410,-0.926,-0.225,-0.167
1684581654812,2023-05-20T13:20:54.812,15.420,-0.924,-0.226,-0.159
1684581654822,2023-05-20T13:20:54.822,15.430,-0.927,-0.219,-0.162
1684581654832,2023-05-20T13:20:54.832,15.440,-0.927,-0.211,-0.165
1684581654842,2023-05-20T13:20:54.842,15.450,-0.926,-0.206,-0.153
1684581654852,2023-05-20T13:20:54.852,15.460,-0.928,-0.205,-0.159
1684581654862,2023-05-20T13:20:54.862,15.470,-0.927,-0.215,-0.156
1684581654872,2023-05-20T13:20:54.872,15.480,-0.927,-0.220,-0.153
1684581654882,2023-05-20T13:20:54.882,15.490,-0.927,-0.214,-0.157
1684581654892,2023-05-20T13:20:54.892,15.500,-0.928,-0.203,-0.162
1684581654902,2023-05-20T13:20:54.902,15.510,-0.929,-0.202,-0.156
1684581654912,2023-05-20T13:20:54.912,15.520,-0.929,-0.212,-0.154
1684581654922,2023-05-20T13:20:54.922,15.530,-0.927,-0.219,-0.157
1684581654932,2023-05-20T13:20:54.932,15.540,-0.931,-0.219,-0.164
1684581654942,2023-05-20T13:20:54.942,15.550,-0.933,-0.221,-0.161
1684581654952,2023-05-20T13:20:54.952,15.560,-0.928,-0.226,-0.149
1684581654962,2023-05-20T13:20:54.962,15.570,-0.923,-0.228,-0.144
1684581654972,2023-05-20T13:20:54.972,15.580,-0.924,-0.222,-0.153
1684581654982,2023-05-20T13:20:54.982,15.590,-0.921,-0.212,-0.159
1684581654992,2023-05-20T13:20:54.992,15.600,-0.924,-0.215,-0.157
1684581655002,2023-05-20T13:20:55.002,15.610,-0.926,-0.221,-0.160
1684581655012,2023-05-20T13:20:55.012,15.620,-0.927,-0.234,-0.159
1684581655022,2023-05-20T13:20:55.022,15.630,-0.921,-0.241,-0.154
1684581655032,2023-05-20T13:20:55.032,15.640,-0.921,-0.237,-0.152
1684581655042,2023-05-20T13:20:55.042,15.650,-0.925,-0.224,-0.161
1684581655052,2023-05-20T13:20:55.052,15.660,-0.927,-0.208,-0.161
1684581655062,2023-05-20T13:20:55.062,15.670,-0.929,-0.192,-0.156
1684581655072,2023-05-20T13:20:55.072,15.680,-0.928,-0.177,-0.154
1684581655082,2023-05-20T13:20:55.082,15.690,-0.932,-0.170,-0.153
1684581655092,2023-05-20T13:20:55.092,15.700,-0.938,-0.176,-0.155
1684581655102,2023-05-20T13:20:55.102,15.710,-0.931,-0.192,-0.147
1684581655112,2023-05-20T13:20:55.112,15.720,-0.925,-0.205,-0.142
1684581655122,2023-05-20T13:20:55.122,15.730,-0.926,-0.205,-0.147
1684581655132,2023-05-20T13:20:55.132,15.740,-0.926,-0.194,-0.146
1684581655142,2023-05-20T13:20:55.142,15.750,-0.926,-0.178,-0.146
1684581655152,2023-05-20T13:20:55.152,15.760,-0.929,-0.161,-0.144
1684581655162,2023-05-20T13:20:55.162,15.770,-0.933,-0.155,-0.142
1684581655172,2023-05-20T13:20:55.172,15.780,-0.934,-0.159,-0.142
1684581655182,2023-05-20T13:20:55.182,15.790,-0.931,-0.167,-0.139
1684581655192,2023-05-20T13:20:55.192,15.800,-0.927,-0.175,-0.142
1684581655202,2023-05-20T13:20:55.202,15.810,-0.925,-0.175,-0.147
1684581655212,2023-05-20T13:20:55.212,15.820,-0.924,-0.169,-0.146
1684581655222,2023-05-20T13:20:55.222,15.830,-0.926,-0.154,-0.139
1684581655232,2023-05-20T13:20:55.232,15.840,-0.927,-0.138,-0.136
1684581655242,2023-05-20T13:20:55.242,15.850,-0.926,-0.121,-0.132
1684581655252,2023-05-20T13:20:55.252,15.860,-0.924,-0.094,-0.120
1684581655262,2023-05-20T13:20:55.262,15.870,-0.926,-0.061,-0.111
1684581655272,2023-05-20T13:20:55.272,15.880,-0.929,-0.024,-0.095
1684581655282,2023-05-20T13:20:55.282,15.890,-0.929,0.015,-0.074
1684581655292,2023-05-20T13:20:55.292,15.900,-0.927,0.041,-0.062
1684581655302,2023-05-20T13:20:55.302,15.910,-0.936,0.050,-0.051
1684581655312,2023-05-20T13:20:55.312,15.920,-0.953,0.059,-0.054
1684581655322,2023-05-20T13:20:55.322,15.930,-0.963,0.057,-0.059
1684581655332,2023-05-20T13:20:55.332,15.940,-0.958,0.057,-0.062
1684581655342,2023-05-20T13:20:55.342,15.950,-0.941,0.050,-0.048
1684581655352,2023-05-20T13:20:55.352,15.960,-0.922,0.025,-0.004
1684581655362,2023-05-20T13:20:55.362,15.970,-0.894,-0.000,0.047
1684581655372,2023-05-20T13:20:55.372,15.980,-0.869,-0.016,0.037
1684581655382,2023-05-20T13:20:55.382,15.990,-0.850,-0.022,0.043
1684581655392,2023-05-20T13:20:55.392,16.000,-0.835,-0.015,0.057
1684581655402,2023-05-20T13:20:55.402,16.010,-0.826,-0.027,0.048
1684581655412,2023-05-20T13:20:55.412,16.020,-0.812,-0.071,0.063
1684581655422,2023-05-20T13:20:55.422,16.030,-0.821,-0.052,0.016
1684581655432,2023-05-20T13:20:55.432,16.040,-0.861,-0.036,-0.017
1684581655442,2023-05-20T13:20:55.442,16.050,-0.865,-0.081,-0.095
1684581655452,2023-05-20T13:20:55.452,16.060,-0.804,-0.176,-0.068
1684581655462,2023-05-20T13:20:55.462,16.070,-0.771,-0.195,-0.065
1684581655472,2023-05-20T13:20:55.472,16.080,-0.804,-0.213,-0.095
1684581655482,2023-05-20T13:20:55.482,16.090,-0.826,-0.186,-0.083
1684581655492,2023-05-20T13:20:55.492,16.100,-0.805,-0.061,-0.052
1684581655502,2023-05-20T13:20:55.502,16.110,-0.821,0.076,-0.085
1684581655512,2023-05-20T13:20:55.512,16.120,-0.905,0.115,-0.153
1684581655522,2023-05-20T13:20:55.522,16.130,-0.938,0.020,-0.207
1684581655532,2023-05-20T13:20:55.532,16.140,-0.849,-0.097,-0.199
1684581655542,2023-05-20T13:20:55.542,16.150,-0.845,-0.158,-0.208
1684581655552,2023-05-20T13:20:55.552,16.160,-0.930,-0.200,-0.254
1684581655562,2023-05-20T13:20:55.562,16.170,-0.989,-0.106,-0.156
1684581655572,2023-05-20T13:20:55.572,16.180,-0.999,-0.023,-0.068
1684581655582,2023-05-20T13:20:55.582,16.190,-0.973,0.042,-0.104
1684581655592,2023-05-20T13:20:55.592,16.200,-1.019,0.105,-0.042
1684581655602,2023-05-20T13:20:55.602,16.210,-1.128,0.044,0.036
1684581655612,2023-05-20T13:20:55.612,16.220,-1.072,-0.073,-0.010
1684581655622,2023-05-20T13:20:55.622,16.230,-0.942,-0.228,-0.043
1684581655632,2023-05-20T13:20:55.632,16.240,-0.944,-0.135,-0.097
1684581655642,2023-05-20T13:20:55.642,16.250,-0.994,0.106,-0.098
1684581655652,2023-05-20T13:20:55.652,16.260,-0.995,0.289,-0.045
1684581655662,2023-05-20T13:20:55.662,16.270,-0.938,0.362,0.001
1684581655672,2023-05-20T13:20:55.672,16.280,-0.953,0.367,-0.057
1684581655682,2023-05-20T13:20:55.682,16.290,-1.023,0.390,-0.113
1684581655692,2023-05-20T13:20:55.692,16.300,-1.093,0.274,-0.045
1684581655702,2023-05-20T13:20:55.702,16.310,-1.102,0.152,-0.023
1684581655712,2023-05-20T13:20:55.712,16.320,-1.023,-0.001,-0.033
1684581655722,2023-05-20T13:20:55.722,16.330,-1.010,-0.060,-0.073
1684581655732,2023-05-20T13:20:55.732,16.340,-0.960,0.055,0.059
1684581655742,2023-05-20T13:20:55.742,16.350,-0.938,0.198,0.122
1684581655752,2023-05-20T13:20:55.752,16.360,-0.927,0.376,-0.044
1684581655762,2023-05-20T13:20:55.762,16.370,-0.948,0.491,-0.207
1684581655772,2023-05-20T13:20:55.772,16.380,-0.957,0.554,-0.228
1684581655782,2023-05-20T13:20:55.782,16.390,-0.984,0.554,-0.165
1684581655792,2023-05-20T13:20:55.792,16.400,-0.958,0.506,-0.177
1684581655802,2023-05-20T13:20:55.802,16.410,-0.873,0.360,-0.138
1684581655812,2023-05-20T13:20:55.812,16.420,-0.831,0.349,-0.047
1684581655822,2023-05-20T13:20:55.822,16.430,-0.835,0.339,0.006
1684581655832,2023-05-20T13:20:55.832,16.440,-0.835,0.418,0.144
1684581655842,2023-05-20T13:20:55.842,16.450,-0.824,0.462,0.250
1684581655852,2023-05-20T13:20:55.852,16.460,-0.823,0.471,0.178
1684581655862,2023-05-20T13:20:55.862,16.470,-0.792,0.511,0.102
1684581655872,2023-05-20T13:20:55.872,16.480,-0.785,0.526,0.087
1684581655882,2023-05-20T13:20:55.882,16.490,-0.807,0.523,0.033
1684581655892,2023-05-20T13:20:55.892,16.500,-0.850,0.504,-0.017
1684581655902,2023-05-20T13:20:55.902,16.510,-0.897,0.543,-0.029
1684581655912,2023-05-20T13:20:55.912,16.520,-0.873,0.519,0.050
1684581655922,2023-05-20T13:20:55.922,16.530,-0.822,0.467,0.055
1684581655932,2023-05-20T13:20:55.932,16.540,-0.830,0.535,0.063
1684581655942,2023-05-20T13:20:55.942,16.550,-0.843,0.582,0.034
1684581655952,2023-05-20T13:20:55.952,16.560,-0.796,0.599,0.004
1684581655962,2023-05-20T13:20:55.962,16.570,-0.766,0.596,0.010
1684581655972,2023-05-20T13:20:55.972,16.580,-0.792,0.634,0.032
1684581655982,2023-05-20T13:20:55.982,16.590,-0.841,0.638,0.084
1684581655992,2023-05-20T13:20:55.992,16.600,-0.858,0.589,0.089
1684581656002,2023-05-20T13:20:56.002,16.610,-0.854,0.548,0.077
1684581656012,2023-05-20T13:20:56.012,16.620,-0.845,0.560,0.063
1684581656022,2023-05-20T13:20:56.022,16.630,-0.820,0.575,0.077
1684581656032,2023-05-20T13:20:56.032,16.640,-0.813,0.579,0.105
1684581656042,2023-05-20T13:20:56.042,16.650,-0.816,0.574,0.144
1684581656052,2023-05-20T13:20:56.052,16.660,-0.848,0.573,0.159
1684581656062,2023-05-20T13:20:56.062,16.670,-0.867,0.570,0.159
1684581656072,2023-05-20T13:20:56.072,16.680,-0.857,0.562,0.182
1684581656082,2023-05-20T13:20:56.082,16.690,-0.851,0.555,0.193
1684581656092,2023-05-20T13:20:56.092,16.700,-0.854,0.564,0.163
1684581656102,2023-05-20T13:20:56.102,16.710,-0.847,0.574,0.127
1684581656112,2023-05-20T13:20:56.112,16.720,-0.862,0.573,0.079
1684581656122,2023-05-20T13:20:56.122,16.730,-0.858,0.579,0.046
1684581656132,2023-05-20T13:20:56.132,16.740,-0.848,0.591,0.049
1684581656142,2023-05-20T13:20:56.142,16.750,-0.838,0.581,0.048
1684581656152,2023-05-20T13:20:56.152,16.760,-0.837,0.559,0.049
1684581656162,2023-05-20T13:20:56.162,16.770,-0.857,0.543,0.049
1684581656172,2023-05-20T13:20:56.172,16.780,-0.871,0.544,0.048
1684581656182,2023-05-20T13:20:56.182,16.790,-0.865,0.544,0.037
1684581656192,2023-05-20T13:20:56.192,16.800,-0.853,0.548,0.031
1684581656202,2023-05-20T13:20:56.202,16.810,-0.866,0.553,0.039
1684581656212,2023-05-20T13:20:56.212,16.820,-0.885,0.534,0.049
1684581656222,2023-05-20T13:20:56.222,16.830,-0.888,0.504,0.042
1684581656232,2023-05-20T13:20:56.232,16.840,-0.891,0.498,0.024
1684581656242,2023-05-20T13:20:56.242,16.850,-0.899,0.501,0.003
1684581656252,2023-05-20T13:20:56.252,16.860,-0.896,0.507,-0.016
1684581656262,2023-05-20T13:20:56.262,16.870,-0.892,0.488,-0.014
1684581656272,2023-05-20T13:20:56.272,16.880,-0.892,0.453,-0.019
1684581656282,2023-05-20T13:20:56.282,16.890,-0.899,0.447,-0.036
1684581656292,2023-05-20T13:20:56.292,16.900,-0.921,0.450,-0.059
1684581656302,2023-05-20T13:20:56.302,16.910,-0.939,0.427,-0.072
1684581656312,2023-05-20T13:20:56.312,16.920,-0.934,0.401,-0.076
1684581656322,2023-05-20T13:20:56.322,16.930,-0.924,0.373,-0.057
1684581656332,2023-05-20T13:20:56.332,16.940,-0.922,0.365,-0.045
1684581656342,2023-05-20T13:20:56.342,16.950,-0.922,0.361,-0.041
1684581656352,2023-05-20T13:20:56.352,16.960,-0.920,0.347,-0.043
1684581656362,2023-05-20T13:20:56.362,16.970,-0.917,0.329,-0.048
1684581656372,2023-05-20T13:20:56.372,16.980,-0.917,0.319,-0.052
1684581656382,2023-05-20T13:20:56.382,16.990,-0.919,0.318,-0.058
1684581656392,2023-05-20T13:20:56.392,17.000,-0.923,0.308,-0.069
1684581656402,2023-05-20T13:20:56.402,17.010,-0.919,0.312,-0.076
1684581656412,2023-05-20T13:20:56.412,17.020,-0.908,0.295,-0.080
1684581656422,2023-05-20T13:20:56.422,17.030,-0.906,0.281,-0.070
1684581656432,2023-05-20T13:20:56.432,17.040,-0.909,0.274,-0.056
1684581656442,2023-05-20T13:20:56.442,17.050,-0.906,0.225,-0.053
1684581656452,2023-05-20T13:20:56.452,17.060,-0.920,0.225,-0.074
1684581656462,2023-05-20T13:20:56.462,17.070,-0.924,0.229,-0.087
1684581656472,2023-05-20T13:20:56.472,17.080,-0.916,0.247,-0.085
1684581656482,2023-05-20T13:20:56.482,17.090,-0.892,0.221,-0.075
1684581656492,2023-05-20T13:20:56.492,17.100,-0.889,0.227,-0.068
1684581656502,2023-05-20T13:20:56.502,17.110,-0.889,0.224,-0.072
1684581656512,2023-05-20T13:20:56.512,17.120,-0.884,0.214,-0.054
1684581656522,2023-05-20T13:20:56.522,17.130,-0.893,0.179,-0.094
1684581656532,2023-05-20T13:20:56.532,17.140,-0.908,0.167,-0.142
1684581656542,2023-05-20T13:20:56.542,17.150,-0.920,0.132,-0.145
1684581656552,2023-05-20T13:20:56.552,17.160,-0.943,0.115,-0.135
1684581656562,2023-05-20T13:20:56.562,17.170,-0.940,0.125,-0.127
1684581656572,2023-05-20T13:20:56.572,17.180,-0.937,0.159,-0.123
1684581656582,2023-05-20T13:20:56.582,17.190,-0.914,0.157,-0.099
1684581656592,2023-05-20T13:20:56.592,17.200,-0.870,0.177,-0.075
1684581656602,2023-05-20T13:20:56.602,17.210,-0.860,0.145,-0.079
1684581656612,2023-05-20T13:20:56.612,17.220,-0.869,0.144,-0.068
1684581656622,2023-05-20T13:20:56.622,17.230,-0.865,0.102,-0.067
1684581656632,2023-05-20T13:20:56.632,17.240,-0.884,0.044,-0.054
1684581656642,2023-05-20T13:20:56.642,17.250,-0.922,0.015,-0.051
1684581656652,2023-05-20T13:20:56.652,17.260,-0.921,0.020,-0.022
1684581656662,2023-05-20T13:20:56.662,17.270,-0.896,0.033,-0.005
1684581656672,2023-05-20T13:20:56.672,17.280,-0.863,0.042,-0.022
1684581656682,2023-05-20T13:20:56.682,17.290,-0.849,0.030,0.000
1684581656692,2023-05-20T13:20:56.692,17.300,-0.853,0.003,0.007
1684581656702,2023-05-20T13:20:56.702,17.310,-0.866,-0.034,-0.005
1684581656712,2023-05-20T13:20:56.712,17.320,-0.886,-0.035,-0.010
1684581656722,2023-05-20T13:20:56.722,17.330,-0.889,-0.032,-0.047
1684581656732,2023-05-20T13:20:56.732,17.340,-0.881,-0.040,-0.044
1684581656742,2023-05-20T13:20:56.742,17.350,-0.870,0.002,-0.043
1684581656752,2023-05-20T13:20:56.752,17.360,-0.859,0.066,-0.081
1684581656762,2023-05-20T13:20:56.762,17.370,-0.854,0.135,-0.132
1684581656772,2023-05-20T13:20:56.772,17.380,-0.855,0.171,-0.157
1684581656782,2023-05-20T13:20:56.782,17.390,-0.861,0.178,-0.113
1684581656792,2023-05-20T13:20:56.792,17.400,-0.878,0.141,-0.137
1684581656802,2023-05-20T13:20:56.802,17.410,-0.889,0.023,-0.059
1684581656812,2023-05-20T13:20:56.812,17.420,-0.893,-0.005,-0.025
1684581656822,2023-05-20T13:20:56.822,17.430,-0.908,0.000,-0.077
1684581656832,2023-05-20T13:20:56.832,17.440,-0.929,-0.008,0.015
1684581656842,2023-05-20T13:20:56.842,17.450,-0.950,0.052,0.009
1684581656852,2023-05-20T13:20:56.852,17.460,-0.962,0.035,0.027
1684581656862,2023-05-20T13:20:56.862,17.470,-0.940,0.036,0.043
1684581656872,2023-05-20T13:20:56.872,17.480,-0.931,0.048,-0.018
1684581656882,2023-05-20T13:20:56.882,17.490,-0.938,0.031,-0.023
1684581656892,2023-05-20T13:20:56.892,17.500,-0.940,0.063,-0.090
1684581656902,2023-05-20T13:20:56.902,17.510,-0.953,0.095,-0.125
1684581656912,2023-05-20T13:20:56.912,17.520,-0.967,0.102,-0.138
1684581656922,2023-05-20T13:20:56.922,17.530,-0.968,0.042,-0.128
1684581656932,2023-05-20T13:20:56.932,17.540,-0.947,-0.010,-0.077
1684581656942,2023-05-20T13:20:56.942,17.550,-0.916,0.023,-0.087
1684581656952,2023-05-20T13:20:56.952,17.560,-0.929,0.027,-0.095
1684581656962,2023-05-20T13:20:56.962,17.570,-0.952,-0.015,-0.083
1684581656972,2023-05-20T13:20:56.972,17.580,-0.959,-0.043,-0.079
1684581656982,2023-05-20T13:20:56.982,17.590,-0.957,-0.060,-0.107
1684581656992,2023-05-20T13:20:56.992,17.600,-0.952,-0.080,-0.133
1684581657002,2023-05-20T13:20:57.002,17.610,-0.945,-0.083,-0.148
1684581657012,2023-05-20T13:20:57.012,17.620,-0.943,-0.075,-0.150
1684581657022,2023-05-20T13:20:57.022,17.630,-0.940,-0.095,-0.142
1684581657032,2023-05-20T13:20:57.032,17.640,-0.926,-0.124,-0.136
1684581657042,2023-05-20T13:20:57.042,17.650,-0.924,-0.136,-0.148
1684581657052,2023-05-20T13:20:57.052,17.660,-0.935,-0.163,-0.150
1684581657062,2023-05-20T13:20:57.062,17.670,-0.943,-0.181,-0.146
1684581657072,2023-05-20T13:20:57.072,17.680,-0.948,-0.181,-0.155
1684581657082,2023-05-20T13:20:57.082,17.690,-0.956,-0.168,-0.154
1684581657092,2023-05-20T13:20:57.092,17.700,-0.945,-0.156,-0.138
1684581657102,2023-05-20T13:20:57.102,17.710,-0.931,-0.143,-0.119
1684581657112,2023-05-20T13:20:57.112,17.720,-0.931,-0.133,-0.123
1684581657122,2023-05-20T13:20:57.122,17.730,-0.935,-0.140,-0.119
1684581657132,2023-05-20T13:20:57.132,17.740,-0.944,-0.151,-0.135
1684581657142,2023-05-20T13:20:57.142,17.750,-0.944,-0.156,-0.163
1684581657152,2023-05-20T13:20:57.152,17.760,-0.934,-0.166,-0.168
1684581657162,2023-05-20T13:20:57.162,17.770,-0.923,-0.175,-0.147
1684581657172,2023-05-20T13:20:57.172,17.780,-0.928,-0.184,-0.152
1684581657182,2023-05-20T13:20:57.182,17.790,-0.933,-0.185,-0.164
1684581657192,2023-05-20T13:20:57.192,17.800,-0.937,-0.194,-0.170
1684581657202,2023-05-20T13:20:57.202,17.810,-0.934,-0.201,-0.166
1684581657212,2023-05-20T13:20:57.212,17.820,-0.938,-0.192,-0.170
1684581657222,2023-05-20T13:20:57.222,17.830,-0.938,-0.184,-0.173
1684581657232,2023-05-20T13:20:57.232,17.840,-0.931,-0.178,-0.163
1684581657242,2023-05-20T13:20:57.242,17.850,-0.928,-0.170,-0.153
1684581657252,2023-05-20T13:20:57.252,17.860,-0.939,-0.162,-0.153
1684581657262,2023-05-20T13:20:57.262,17.870,-0.941,-0.169,-0.158
1684581657272,2023-05-20T13:20:57.272,17.880,-0.935,-0.169,-0.165
1684581657282,2023-05-20T13:20:57.282,17.890,-0.935,-0.157,-0.171
1684581657292,2023-05-20T13:20:57.292,17.900,-0.936,-0.163,-0.168
1684581657302,2023-05-20T13:20:57.302,17.910,-0.933,-0.192,-0.160
1684581657312,2023-05-20T13:20:57.312,17.920,-0.925,-0.218,-0.162
1684581657322,2023-05-20T13:20:57.322,17.930,-0.927,-0.231,-0.179
