epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681555290026,2023-04-15T12.41.30.026,0.000,-1.055,0.010,-0.093
1681555290036,2023-04-15T12.41.30.036,0.010,-1.072,0.012,-0.101
1681555290046,2023-04-15T12.41.30.046,0.020,-1.069,0.006,-0.097
1681555290056,2023-04-15T12.41.30.056,0.030,-1.057,-0.001,-0.091
1681555290066,2023-04-15T12.41.30.066,0.040,-1.058,-0.002,-0.095
1681555290076,2023-04-15T12.41.30.076,0.050,-1.063,-0.008,-0.100
1681555290086,2023-04-15T12.41.30.086,0.060,-1.050,-0.013,-0.093
1681555290096,2023-04-15T12.41.30.096,0.070,-1.049,-0.009,-0.092
1681555290106,2023-04-15T12.41.30.106,0.080,-1.059,-0.005,-0.100
1681555290116,2023-04-15T12.41.30.116,0.090,-1.061,-0.002,-0.100
1681555290126,2023-04-15T12.41.30.126,0.100,-1.057,0.003,-0.100
1681555290136,2023-04-15T12.41.30.136,0.110,-1.055,0.006,-0.096
1681555290146,2023-04-15T12.41.30.146,0.120,-1.053,0.004,-0.093
1681555290156,2023-04-15T12.41.30.156,0.130,-1.057,0.004,-0.093
1681555290166,2023-04-15T12.41.30.166,0.140,-1.060,0.000,-0.091
1681555290176,2023-04-15T12.41.30.176,0.150,-1.064,-0.003,-0.094
1681555290186,2023-04-15T12.41.30.186,0.160,-1.063,-0.004,-0.096
1681555290196,2023-04-15T12.41.30.196,0.170,-1.061,-0.008,-0.096
1681555290206,2023-04-15T12.41.30.206,0.180,-1.057,-0.007,-0.096
1681555290216,2023-04-15T12.41.30.216,0.190,-1.064,-0.004,-0.106
1681555290226,2023-04-15T12.41.30.226,0.200,-1.063,-0.005,-0.106
1681555290236,2023-04-15T12.41.30.236,0.210,-1.050,-0.008,-0.102
1681555290246,2023-04-15T12.41.30.246,0.220,-1.049,-0.009,-0.096
1681555290256,2023-04-15T12.41.30.256,0.230,-1.049,-0.008,-0.098
1681555290266,2023-04-15T12.41.30.266,0.240,-1.063,-0.004,-0.101
1681555290276,2023-04-15T12.41.30.276,0.250,-1.062,-0.003,-0.095
1681555290286,2023-04-15T12.41.30.286,0.260,-1.053,0.001,-0.091
1681555290296,2023-04-15T12.41.30.296,0.270,-1.061,0.003,-0.094
1681555290306,2023-04-15T12.41.30.306,0.280,-1.061,-0.001,-0.098
1681555290316,2023-04-15T12.41.30.316,0.290,-1.056,-0.001,-0.097
1681555290326,2023-04-15T12.41.30.326,0.300,-1.059,-0.002,-0.098
1681555290336,2023-04-15T12.41.30.336,0.310,-1.055,-0.003,-0.100
1681555290346,2023-04-15T12.41.30.346,0.320,-1.059,-0.003,-0.103
1681555290356,2023-04-15T12.41.30.356,0.330,-1.060,-0.004,-0.102
1681555290366,2023-04-15T12.41.30.366,0.340,-1.058,-0.004,-0.100
1681555290376,2023-04-15T12.41.30.376,0.350,-1.052,-0.006,-0.099
1681555290386,2023-04-15T12.41.30.386,0.360,-1.055,-0.001,-0.098
1681555290396,2023-04-15T12.41.30.396,0.370,-1.059,-0.003,-0.096
1681555290406,2023-04-15T12.41.30.406,0.380,-1.055,-0.002,-0.093
1681555290416,2023-04-15T12.41.30.416,0.390,-1.067,0.001,-0.102
1681555290426,2023-04-15T12.41.30.426,0.400,-1.076,-0.001,-0.108
1681555290436,2023-04-15T12.41.30.436,0.410,-1.063,-0.002,-0.104
1681555290446,2023-04-15T12.41.30.446,0.420,-1.049,0.002,-0.102
1681555290456,2023-04-15T12.41.30.456,0.430,-1.050,0.004,-0.100
1681555290466,2023-04-15T12.41.30.466,0.440,-1.048,0.000,-0.096
1681555290476,2023-04-15T12.41.30.476,0.450,-1.049,-0.000,-0.092
1681555290486,2023-04-15T12.41.30.486,0.460,-1.058,0.003,-0.093
1681555290496,2023-04-15T12.41.30.496,0.470,-1.068,0.006,-0.095
1681555290506,2023-04-15T12.41.30.506,0.480,-1.073,0.006,-0.100
1681555290516,2023-04-15T12.41.30.516,0.490,-1.059,0.002,-0.097
1681555290526,2023-04-15T12.41.30.526,0.500,-1.047,-0.001,-0.092
1681555290536,2023-04-15T12.41.30.536,0.510,-1.051,-0.002,-0.094
1681555290546,2023-04-15T12.41.30.546,0.520,-1.062,-0.004,-0.097
1681555290556,2023-04-15T12.41.30.556,0.530,-1.063,-0.005,-0.091
1681555290566,2023-04-15T12.41.30.566,0.540,-1.058,-0.002,-0.083
1681555290576,2023-04-15T12.41.30.576,0.550,-1.054,0.004,-0.090
1681555290586,2023-04-15T12.41.30.586,0.560,-1.058,0.010,-0.096
1681555290596,2023-04-15T12.41.30.596,0.570,-1.066,0.006,-0.102
1681555290606,2023-04-15T12.41.30.606,0.580,-1.062,0.003,-0.099
1681555290616,2023-04-15T12.41.30.616,0.590,-1.058,0.004,-0.101
1681555290626,2023-04-15T12.41.30.626,0.600,-1.053,-0.000,-0.101
1681555290636,2023-04-15T12.41.30.636,0.610,-1.054,-0.003,-0.099
1681555290646,2023-04-15T12.41.30.646,0.620,-1.056,-0.004,-0.098
1681555290656,2023-04-15T12.41.30.656,0.630,-1.058,0.002,-0.096
1681555290666,2023-04-15T12.41.30.666,0.640,-1.052,0.008,-0.097
1681555290676,2023-04-15T12.41.30.676,0.650,-1.054,0.011,-0.094
1681555290686,2023-04-15T12.41.30.686,0.660,-1.069,0.012,-0.099
1681555290696,2023-04-15T12.41.30.696,0.670,-1.062,0.005,-0.095
1681555290706,2023-04-15T12.41.30.706,0.680,-1.049,0.003,-0.089
1681555290716,2023-04-15T12.41.30.716,0.690,-1.053,0.005,-0.091
1681555290726,2023-04-15T12.41.30.726,0.700,-1.066,0.002,-0.097
1681555290736,2023-04-15T12.41.30.736,0.710,-1.068,0.000,-0.098
1681555290746,2023-04-15T12.41.30.746,0.720,-1.062,0.001,-0.096
1681555290756,2023-04-15T12.41.30.756,0.730,-1.055,0.006,-0.090
1681555290766,2023-04-15T12.41.30.766,0.740,-1.048,0.009,-0.092
1681555290776,2023-04-15T12.41.30.776,0.750,-1.046,0.008,-0.087
1681555290786,2023-04-15T12.41.30.786,0.760,-1.054,0.005,-0.091
1681555290796,2023-04-15T12.41.30.796,0.770,-1.068,0.003,-0.094
1681555290806,2023-04-15T12.41.30.806,0.780,-1.067,0.001,-0.096
1681555290816,2023-04-15T12.41.30.816,0.790,-1.054,0.002,-0.095
1681555290826,2023-04-15T12.41.30.826,0.800,-1.056,0.002,-0.094
1681555290836,2023-04-15T12.41.30.836,0.810,-1.061,0.000,-0.097
1681555290846,2023-04-15T12.41.30.846,0.820,-1.053,-0.000,-0.094
1681555290856,2023-04-15T12.41.30.856,0.830,-1.052,0.005,-0.100
1681555290866,2023-04-15T12.41.30.866,0.840,-1.049,0.004,-0.093
1681555290876,2023-04-15T12.41.30.876,0.850,-1.052,0.006,-0.093
1681555290886,2023-04-15T12.41.30.886,0.860,-1.066,0.005,-0.101
1681555290896,2023-04-15T12.41.30.896,0.870,-1.071,0.003,-0.099
1681555290906,2023-04-15T12.41.30.906,0.880,-1.058,0.002,-0.097
1681555290916,2023-04-15T12.41.30.916,0.890,-1.056,0.002,-0.100
1681555290926,2023-04-15T12.41.30.926,0.900,-1.055,-0.001,-0.096
1681555290936,2023-04-15T12.41.30.936,0.910,-1.055,-0.008,-0.094
1681555290946,2023-04-15T12.41.30.946,0.920,-1.055,-0.006,-0.095
1681555290956,2023-04-15T12.41.30.956,0.930,-1.060,-0.000,-0.097
1681555290966,2023-04-15T12.41.30.966,0.940,-1.064,0.002,-0.096
1681555290976,2023-04-15T12.41.30.976,0.950,-1.059,0.004,-0.096
1681555290986,2023-04-15T12.41.30.986,0.960,-1.051,0.006,-0.095
1681555290996,2023-04-15T12.41.30.996,0.970,-1.051,0.007,-0.097
1681555291006,2023-04-15T12.41.31.006,0.980,-1.057,0.006,-0.096
1681555291016,2023-04-15T12.41.31.016,0.990,-1.058,0.002,-0.094
1681555291026,2023-04-15T12.41.31.026,1.000,-1.064,-0.004,-0.095
1681555291036,2023-04-15T12.41.31.036,1.010,-1.071,-0.004,-0.096
1681555291046,2023-04-15T12.41.31.046,1.020,-1.066,-0.002,-0.098
1681555291056,2023-04-15T12.41.31.056,1.030,-1.062,-0.001,-0.100
1681555291066,2023-04-15T12.41.31.066,1.040,-1.053,0.001,-0.096
1681555291076,2023-04-15T12.41.31.076,1.050,-1.045,-0.000,-0.093
1681555291086,2023-04-15T12.41.31.086,1.060,-1.049,0.003,-0.093
1681555291096,2023-04-15T12.41.31.096,1.070,-1.054,0.001,-0.092
1681555291106,2023-04-15T12.41.31.106,1.080,-1.059,0.001,-0.092
1681555291116,2023-04-15T12.41.31.116,1.090,-1.063,0.002,-0.095
1681555291126,2023-04-15T12.41.31.126,1.100,-1.073,-0.001,-0.095
1681555291136,2023-04-15T12.41.31.136,1.110,-1.068,-0.007,-0.095
1681555291146,2023-04-15T12.41.31.146,1.120,-1.062,-0.002,-0.097
1681555291156,2023-04-15T12.41.31.156,1.130,-1.052,0.001,-0.099
1681555291166,2023-04-15T12.41.31.166,1.140,-1.050,-0.001,-0.102
1681555291176,2023-04-15T12.41.31.176,1.150,-1.051,0.000,-0.103
1681555291186,2023-04-15T12.41.31.186,1.160,-1.052,-0.001,-0.095
1681555291196,2023-04-15T12.41.31.196,1.170,-1.054,0.003,-0.091
1681555291206,2023-04-15T12.41.31.206,1.180,-1.065,0.008,-0.095
1681555291216,2023-04-15T12.41.31.216,1.190,-1.065,0.007,-0.092
1681555291226,2023-04-15T12.41.31.226,1.200,-1.058,0.005,-0.093
1681555291236,2023-04-15T12.41.31.236,1.210,-1.059,-0.000,-0.093
1681555291246,2023-04-15T12.41.31.246,1.220,-1.060,-0.006,-0.095
1681555291256,2023-04-15T12.41.31.256,1.230,-1.055,-0.007,-0.093
1681555291266,2023-04-15T12.41.31.266,1.240,-1.056,-0.007,-0.096
1681555291276,2023-04-15T12.41.31.276,1.250,-1.061,-0.002,-0.099
1681555291286,2023-04-15T12.41.31.286,1.260,-1.056,0.004,-0.098
1681555291296,2023-04-15T12.41.31.296,1.270,-1.055,0.006,-0.099
1681555291306,2023-04-15T12.41.31.306,1.280,-1.058,0.006,-0.097
1681555291316,2023-04-15T12.41.31.316,1.290,-1.062,0.008,-0.098
1681555291326,2023-04-15T12.41.31.326,1.300,-1.060,0.004,-0.097
1681555291336,2023-04-15T12.41.31.336,1.310,-1.052,-0.001,-0.090
1681555291346,2023-04-15T12.41.31.346,1.320,-1.052,-0.001,-0.094
1681555291356,2023-04-15T12.41.31.356,1.330,-1.055,-0.000,-0.096
1681555291366,2023-04-15T12.41.31.366,1.340,-1.062,-0.001,-0.093
1681555291376,2023-04-15T12.41.31.376,1.350,-1.060,-0.001,-0.095
1681555291386,2023-04-15T12.41.31.386,1.360,-1.056,0.002,-0.091
1681555291396,2023-04-15T12.41.31.396,1.370,-1.059,0.004,-0.093
1681555291406,2023-04-15T12.41.31.406,1.380,-1.056,0.006,-0.097
1681555291416,2023-04-15T12.41.31.416,1.390,-1.055,0.004,-0.099
1681555291426,2023-04-15T12.41.31.426,1.400,-1.063,0.005,-0.099
1681555291436,2023-04-15T12.41.31.436,1.410,-1.060,0.000,-0.098
1681555291446,2023-04-15T12.41.31.446,1.420,-1.054,-0.001,-0.095
1681555291456,2023-04-15T12.41.31.456,1.430,-1.052,-0.000,-0.095
1681555291466,2023-04-15T12.41.31.466,1.440,-1.057,0.000,-0.096
1681555291476,2023-04-15T12.41.31.476,1.450,-1.061,0.001,-0.097
1681555291486,2023-04-15T12.41.31.486,1.460,-1.063,0.005,-0.097
1681555291496,2023-04-15T12.41.31.496,1.470,-1.062,0.004,-0.097
1681555291506,2023-04-15T12.41.31.506,1.480,-1.057,0.003,-0.096
1681555291516,2023-04-15T12.41.31.516,1.490,-1.055,0.005,-0.096
1681555291526,2023-04-15T12.41.31.526,1.500,-1.052,0.003,-0.094
1681555291536,2023-04-15T12.41.31.536,1.510,-1.053,0.000,-0.092
1681555291546,2023-04-15T12.41.31.546,1.520,-1.062,0.002,-0.094
1681555291556,2023-04-15T12.41.31.556,1.530,-1.062,0.001,-0.095
1681555291566,2023-04-15T12.41.31.566,1.540,-1.059,0.003,-0.092
1681555291576,2023-04-15T12.41.31.576,1.550,-1.056,0.007,-0.093
1681555291586,2023-04-15T12.41.31.586,1.560,-1.060,0.006,-0.095
1681555291596,2023-04-15T12.41.31.596,1.570,-1.057,0.002,-0.091
1681555291606,2023-04-15T12.41.31.606,1.580,-1.055,-0.000,-0.090
1681555291616,2023-04-15T12.41.31.616,1.590,-1.055,0.001,-0.090
1681555291626,2023-04-15T12.41.31.626,1.600,-1.061,0.001,-0.090
1681555291636,2023-04-15T12.41.31.636,1.610,-1.059,0.004,-0.091
1681555291646,2023-04-15T12.41.31.646,1.620,-1.057,0.005,-0.097
1681555291656,2023-04-15T12.41.31.656,1.630,-1.058,0.006,-0.094
1681555291666,2023-04-15T12.41.31.666,1.640,-1.057,0.003,-0.094
1681555291676,2023-04-15T12.41.31.676,1.650,-1.055,0.000,-0.091
1681555291686,2023-04-15T12.41.31.686,1.660,-1.062,-0.001,-0.092
1681555291696,2023-04-15T12.41.31.696,1.670,-1.061,0.001,-0.098
1681555291706,2023-04-15T12.41.31.706,1.680,-1.059,0.004,-0.096
1681555291716,2023-04-15T12.41.31.716,1.690,-1.055,0.007,-0.094
1681555291726,2023-04-15T12.41.31.726,1.700,-1.058,0.005,-0.098
1681555291736,2023-04-15T12.41.31.736,1.710,-1.061,-0.001,-0.097
1681555291746,2023-04-15T12.41.31.746,1.720,-1.054,-0.004,-0.092
1681555291756,2023-04-15T12.41.31.756,1.730,-1.054,-0.002,-0.091
1681555291766,2023-04-15T12.41.31.766,1.740,-1.060,-0.003,-0.094
1681555291776,2023-04-15T12.41.31.776,1.750,-1.060,-0.005,-0.096
1681555291786,2023-04-15T12.41.31.786,1.760,-1.059,0.001,-0.098
1681555291796,2023-04-15T12.41.31.796,1.770,-1.059,0.001,-0.094
1681555291806,2023-04-15T12.41.31.806,1.780,-1.058,0.000,-0.094
1681555291816,2023-04-15T12.41.31.816,1.790,-1.055,0.000,-0.096
1681555291826,2023-04-15T12.41.31.826,1.800,-1.056,0.005,-0.097
1681555291836,2023-04-15T12.41.31.836,1.810,-1.058,0.005,-0.097
1681555291846,2023-04-15T12.41.31.846,1.820,-1.056,0.004,-0.096
1681555291856,2023-04-15T12.41.31.856,1.830,-1.057,0.001,-0.094
1681555291866,2023-04-15T12.41.31.866,1.840,-1.060,-0.001,-0.096
1681555291876,2023-04-15T12.41.31.876,1.850,-1.060,-0.003,-0.095
1681555291886,2023-04-15T12.41.31.886,1.860,-1.052,-0.003,-0.093
1681555291896,2023-04-15T12.41.31.896,1.870,-1.058,-0.000,-0.095
1681555291906,2023-04-15T12.41.31.906,1.880,-1.061,0.002,-0.096
1681555291916,2023-04-15T12.41.31.916,1.890,-1.054,0.002,-0.093
1681555291926,2023-04-15T12.41.31.926,1.900,-1.056,0.001,-0.097
1681555291936,2023-04-15T12.41.31.936,1.910,-1.059,0.001,-0.099
1681555291946,2023-04-15T12.41.31.946,1.920,-1.060,-0.002,-0.099
1681555291956,2023-04-15T12.41.31.956,1.930,-1.061,-0.001,-0.099
1681555291966,2023-04-15T12.41.31.966,1.940,-1.055,0.000,-0.094
1681555291976,2023-04-15T12.41.31.976,1.950,-1.054,0.002,-0.095
1681555291986,2023-04-15T12.41.31.986,1.960,-1.053,0.001,-0.095
1681555291996,2023-04-15T12.41.31.996,1.970,-1.054,-0.004,-0.092
1681555292006,2023-04-15T12.41.32.006,1.980,-1.055,-0.003,-0.094
1681555292016,2023-04-15T12.41.32.016,1.990,-1.055,-0.000,-0.098
1681555292026,2023-04-15T12.41.32.026,2.000,-1.056,0.003,-0.097
1681555292036,2023-04-15T12.41.32.036,2.010,-1.060,0.003,-0.097
1681555292046,2023-04-15T12.41.32.046,2.020,-1.060,0.003,-0.097
1681555292056,2023-04-15T12.41.32.056,2.030,-1.055,0.003,-0.097
1681555292066,2023-04-15T12.41.32.066,2.040,-1.058,0.000,-0.100
1681555292076,2023-04-15T12.41.32.076,2.050,-1.058,-0.001,-0.094
1681555292086,2023-04-15T12.41.32.086,2.060,-1.057,-0.001,-0.094
1681555292096,2023-04-15T12.41.32.096,2.070,-1.056,-0.001,-0.098
1681555292106,2023-04-15T12.41.32.106,2.080,-1.064,-0.002,-0.099
1681555292116,2023-04-15T12.41.32.116,2.090,-1.058,0.002,-0.097
1681555292126,2023-04-15T12.41.32.126,2.100,-1.054,0.005,-0.097
1681555292136,2023-04-15T12.41.32.136,2.110,-1.052,0.005,-0.095
1681555292146,2023-04-15T12.41.32.146,2.120,-1.054,-0.001,-0.091
1681555292156,2023-04-15T12.41.32.156,2.130,-1.055,-0.000,-0.089
1681555292166,2023-04-15T12.41.32.166,2.140,-1.066,-0.000,-0.095
1681555292176,2023-04-15T12.41.32.176,2.150,-1.059,0.001,-0.093
1681555292186,2023-04-15T12.41.32.186,2.160,-1.062,0.006,-0.093
1681555292196,2023-04-15T12.41.32.196,2.170,-1.057,0.004,-0.095
1681555292206,2023-04-15T12.41.32.206,2.180,-1.052,0.003,-0.095
1681555292216,2023-04-15T12.41.32.216,2.190,-1.053,0.002,-0.098
1681555292226,2023-04-15T12.41.32.226,2.200,-1.057,-0.002,-0.096
1681555292236,2023-04-15T12.41.32.236,2.210,-1.057,-0.008,-0.092
1681555292246,2023-04-15T12.41.32.246,2.220,-1.056,-0.005,-0.090
1681555292256,2023-04-15T12.41.32.256,2.230,-1.062,-0.003,-0.094
1681555292266,2023-04-15T12.41.32.266,2.240,-1.054,0.003,-0.093
1681555292276,2023-04-15T12.41.32.276,2.250,-1.057,0.005,-0.098
1681555292286,2023-04-15T12.41.32.286,2.260,-1.061,0.003,-0.103
1681555292296,2023-04-15T12.41.32.296,2.270,-1.056,0.001,-0.104
1681555292306,2023-04-15T12.41.32.306,2.280,-1.058,-0.001,-0.103
1681555292316,2023-04-15T12.41.32.316,2.290,-1.056,-0.003,-0.100
1681555292326,2023-04-15T12.41.32.326,2.300,-1.058,0.000,-0.097
1681555292336,2023-04-15T12.41.32.336,2.310,-1.062,0.003,-0.099
1681555292346,2023-04-15T12.41.32.346,2.320,-1.056,-0.000,-0.097
1681555292356,2023-04-15T12.41.32.356,2.330,-1.055,0.001,-0.093
1681555292366,2023-04-15T12.41.32.366,2.340,-1.050,0.002,-0.095
1681555292376,2023-04-15T12.41.32.376,2.350,-1.054,-0.001,-0.094
1681555292386,2023-04-15T12.41.32.386,2.360,-1.063,-0.003,-0.096
1681555292396,2023-04-15T12.41.32.396,2.370,-1.067,0.000,-0.098
1681555292406,2023-04-15T12.41.32.406,2.380,-1.065,0.000,-0.099
1681555292416,2023-04-15T12.41.32.416,2.390,-1.056,0.001,-0.102
1681555292426,2023-04-15T12.41.32.426,2.400,-1.049,0.003,-0.098
1681555292436,2023-04-15T12.41.32.436,2.410,-1.054,0.003,-0.099
1681555292446,2023-04-15T12.41.32.446,2.420,-1.061,-0.001,-0.104
1681555292456,2023-04-15T12.41.32.456,2.430,-1.060,-0.003,-0.099
1681555292466,2023-04-15T12.41.32.466,2.440,-1.061,-0.000,-0.100
1681555292476,2023-04-15T12.41.32.476,2.450,-1.056,-0.000,-0.099
1681555292486,2023-04-15T12.41.32.486,2.460,-1.049,-0.002,-0.094
1681555292496,2023-04-15T12.41.32.496,2.470,-1.051,-0.003,-0.097
1681555292506,2023-04-15T12.41.32.506,2.480,-1.058,-0.000,-0.097
1681555292516,2023-04-15T12.41.32.516,2.490,-1.059,0.003,-0.098
1681555292526,2023-04-15T12.41.32.526,2.500,-1.062,0.005,-0.099
1681555292536,2023-04-15T12.41.32.536,2.510,-1.064,0.003,-0.096
1681555292546,2023-04-15T12.41.32.546,2.520,-1.058,0.002,-0.095
1681555292556,2023-04-15T12.41.32.556,2.530,-1.062,0.000,-0.097
1681555292566,2023-04-15T12.41.32.566,2.540,-1.063,0.001,-0.102
1681555292576,2023-04-15T12.41.32.576,2.550,-1.056,-0.002,-0.101
1681555292586,2023-04-15T12.41.32.586,2.560,-1.057,-0.002,-0.100
1681555292596,2023-04-15T12.41.32.596,2.570,-1.052,-0.000,-0.101
1681555292606,2023-04-15T12.41.32.606,2.580,-1.053,-0.000,-0.099
1681555292616,2023-04-15T12.41.32.616,2.590,-1.056,0.003,-0.096
1681555292626,2023-04-15T12.41.32.626,2.600,-1.057,0.003,-0.097
1681555292636,2023-04-15T12.41.32.636,2.610,-1.056,0.001,-0.097
1681555292646,2023-04-15T12.41.32.646,2.620,-1.059,-0.001,-0.098
1681555292656,2023-04-15T12.41.32.656,2.630,-1.060,-0.005,-0.104
1681555292666,2023-04-15T12.41.32.666,2.640,-1.061,-0.002,-0.104
1681555292676,2023-04-15T12.41.32.676,2.650,-1.052,-0.001,-0.097
1681555292686,2023-04-15T12.41.32.686,2.660,-1.050,0.002,-0.097
1681555292696,2023-04-15T12.41.32.696,2.670,-1.053,-0.001,-0.100
1681555292706,2023-04-15T12.41.32.706,2.680,-1.055,-0.002,-0.097
1681555292716,2023-04-15T12.41.32.716,2.690,-1.058,-0.002,-0.097
1681555292726,2023-04-15T12.41.32.726,2.700,-1.059,-0.001,-0.097
1681555292736,2023-04-15T12.41.32.736,2.710,-1.063,-0.001,-0.101
1681555292746,2023-04-15T12.41.32.746,2.720,-1.061,-0.000,-0.098
1681555292756,2023-04-15T12.41.32.756,2.730,-1.065,0.004,-0.106
1681555292766,2023-04-15T12.41.32.766,2.740,-1.060,0.001,-0.104
1681555292776,2023-04-15T12.41.32.776,2.750,-1.057,-0.003,-0.098
1681555292786,2023-04-15T12.41.32.786,2.760,-1.049,-0.003,-0.102
1681555292796,2023-04-15T12.41.32.796,2.770,-1.050,0.001,-0.101
1681555292806,2023-04-15T12.41.32.806,2.780,-1.055,0.001,-0.102
1681555292816,2023-04-15T12.41.32.816,2.790,-1.056,-0.000,-0.096
1681555292826,2023-04-15T12.41.32.826,2.800,-1.059,-0.002,-0.094
1681555292836,2023-04-15T12.41.32.836,2.810,-1.061,-0.002,-0.094
1681555292846,2023-04-15T12.41.32.846,2.820,-1.062,-0.002,-0.093
1681555292856,2023-04-15T12.41.32.856,2.830,-1.064,-0.004,-0.100
1681555292866,2023-04-15T12.41.32.866,2.840,-1.052,-0.005,-0.096
1681555292876,2023-04-15T12.41.32.876,2.850,-1.052,-0.003,-0.099
1681555292886,2023-04-15T12.41.32.886,2.860,-1.055,-0.000,-0.104
1681555292896,2023-04-15T12.41.32.896,2.870,-1.057,-0.000,-0.101
1681555292906,2023-04-15T12.41.32.906,2.880,-1.054,-0.000,-0.099
1681555292916,2023-04-15T12.41.32.916,2.890,-1.055,-0.000,-0.100
1681555292926,2023-04-15T12.41.32.926,2.900,-1.060,0.001,-0.100
1681555292936,2023-04-15T12.41.32.936,2.910,-1.063,0.002,-0.103
1681555292946,2023-04-15T12.41.32.946,2.920,-1.060,-0.003,-0.097
1681555292956,2023-04-15T12.41.32.956,2.930,-1.063,0.000,-0.103
1681555292966,2023-04-15T12.41.32.966,2.940,-1.060,-0.002,-0.107
1681555292976,2023-04-15T12.41.32.976,2.950,-1.054,-0.002,-0.103
1681555292986,2023-04-15T12.41.32.986,2.960,-1.053,-0.002,-0.098
1681555292996,2023-04-15T12.41.32.996,2.970,-1.049,-0.001,-0.099
1681555293006,2023-04-15T12.41.33.006,2.980,-1.055,0.001,-0.097
1681555293016,2023-04-15T12.41.33.016,2.990,-1.062,0.001,-0.096
1681555293026,2023-04-15T12.41.33.026,3.000,-1.060,0.002,-0.095
1681555293036,2023-04-15T12.41.33.036,3.010,-1.058,0.001,-0.096
1681555293046,2023-04-15T12.41.33.046,3.020,-1.053,-0.001,-0.095
1681555293056,2023-04-15T12.41.33.056,3.030,-1.068,0.002,-0.098
1681555293066,2023-04-15T12.41.33.066,3.040,-1.065,-0.002,-0.102
1681555293076,2023-04-15T12.41.33.076,3.050,-1.055,-0.001,-0.102
1681555293086,2023-04-15T12.41.33.086,3.060,-1.051,-0.001,-0.099
1681555293096,2023-04-15T12.41.33.096,3.070,-1.052,-0.002,-0.101
1681555293106,2023-04-15T12.41.33.106,3.080,-1.054,-0.004,-0.104
1681555293116,2023-04-15T12.41.33.116,3.090,-1.057,-0.004,-0.104
1681555293126,2023-04-15T12.41.33.126,3.100,-1.056,-0.003,-0.105
1681555293136,2023-04-15T12.41.33.136,3.110,-1.058,-0.003,-0.103
1681555293146,2023-04-15T12.41.33.146,3.120,-1.064,-0.000,-0.101
1681555293156,2023-04-15T12.41.33.156,3.130,-1.057,-0.002,-0.097
1681555293166,2023-04-15T12.41.33.166,3.140,-1.054,-0.000,-0.095
1681555293176,2023-04-15T12.41.33.176,3.150,-1.058,0.004,-0.098
1681555293186,2023-04-15T12.41.33.186,3.160,-1.057,0.005,-0.099
1681555293196,2023-04-15T12.41.33.196,3.170,-1.053,0.004,-0.095
1681555293206,2023-04-15T12.41.33.206,3.180,-1.058,0.002,-0.096
1681555293216,2023-04-15T12.41.33.216,3.190,-1.059,-0.004,-0.100
1681555293226,2023-04-15T12.41.33.226,3.200,-1.052,-0.008,-0.097
1681555293236,2023-04-15T12.41.33.236,3.210,-1.056,-0.007,-0.093
1681555293246,2023-04-15T12.41.33.246,3.220,-1.057,-0.004,-0.092
1681555293256,2023-04-15T12.41.33.256,3.230,-1.055,-0.002,-0.092
1681555293266,2023-04-15T12.41.33.266,3.240,-1.064,0.001,-0.093
1681555293276,2023-04-15T12.41.33.276,3.250,-1.065,0.003,-0.094
1681555293286,2023-04-15T12.41.33.286,3.260,-1.057,0.005,-0.092
1681555293296,2023-04-15T12.41.33.296,3.270,-1.055,0.004,-0.095
1681555293306,2023-04-15T12.41.33.306,3.280,-1.061,0.004,-0.100
1681555293316,2023-04-15T12.41.33.316,3.290,-1.060,-0.002,-0.098
1681555293326,2023-04-15T12.41.33.326,3.300,-1.054,-0.007,-0.098
1681555293336,2023-04-15T12.41.33.336,3.310,-1.050,-0.005,-0.097
1681555293346,2023-04-15T12.41.33.346,3.320,-1.050,-0.001,-0.095
1681555293356,2023-04-15T12.41.33.356,3.330,-1.053,0.004,-0.091
1681555293366,2023-04-15T12.41.33.366,3.340,-1.055,0.004,-0.094
1681555293376,2023-04-15T12.41.33.376,3.350,-1.068,0.005,-0.097
1681555293386,2023-04-15T12.41.33.386,3.360,-1.073,0.002,-0.098
1681555293396,2023-04-15T12.41.33.396,3.370,-1.062,-0.000,-0.094
1681555293406,2023-04-15T12.41.33.406,3.380,-1.056,0.001,-0.094
1681555293416,2023-04-15T12.41.33.416,3.390,-1.052,-0.001,-0.096
1681555293426,2023-04-15T12.41.33.426,3.400,-1.050,-0.003,-0.100
1681555293436,2023-04-15T12.41.33.436,3.410,-1.058,-0.001,-0.100
1681555293446,2023-04-15T12.41.33.446,3.420,-1.066,-0.001,-0.100
1681555293456,2023-04-15T12.41.33.456,3.430,-1.060,-0.002,-0.101
1681555293466,2023-04-15T12.41.33.466,3.440,-1.060,0.001,-0.101
1681555293476,2023-04-15T12.41.33.476,3.450,-1.060,0.004,-0.102
1681555293486,2023-04-15T12.41.33.486,3.460,-1.050,0.003,-0.095
1681555293496,2023-04-15T12.41.33.496,3.470,-1.048,0.001,-0.093
1681555293506,2023-04-15T12.41.33.506,3.480,-1.052,-0.001,-0.095
1681555293516,2023-04-15T12.41.33.516,3.490,-1.056,-0.005,-0.090
1681555293526,2023-04-15T12.41.33.526,3.500,-1.063,-0.003,-0.095
1681555293536,2023-04-15T12.41.33.536,3.510,-1.068,-0.001,-0.101
1681555293546,2023-04-15T12.41.33.546,3.520,-1.064,-0.001,-0.100
