epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1681555297076,2023-04-15T12.41.37.076,7.050,-1.017,-0.002,-0.095
1681555297086,2023-04-15T12.41.37.086,7.060,-1.017,0.011,-0.075
1681555297096,2023-04-15T12.41.37.096,7.070,-1.017,0.019,-0.041
1681555297106,2023-04-15T12.41.37.106,7.080,-1.067,0.019,-0.030
1681555297116,2023-04-15T12.41.37.116,7.090,-1.117,0.022,-0.036
1681555297126,2023-04-15T12.41.37.126,7.100,-1.100,0.012,-0.016
1681555297136,2023-04-15T12.41.37.136,7.110,-1.070,0.006,-0.008
1681555297146,2023-04-15T12.41.37.146,7.120,-1.042,0.013,-0.014
1681555297156,2023-04-15T12.41.37.156,7.130,-1.044,0.011,-0.037
1681555297166,2023-04-15T12.41.37.166,7.140,-1.076,0.006,-0.069
1681555297176,2023-04-15T12.41.37.176,7.150,-1.083,0.003,-0.088
1681555297186,2023-04-15T12.41.37.186,7.160,-1.088,-0.001,-0.113
1681555297196,2023-04-15T12.41.37.196,7.170,-1.079,-0.014,-0.112
1681555297206,2023-04-15T12.41.37.206,7.180,-1.062,-0.027,-0.106
1681555297216,2023-04-15T12.41.37.216,7.190,-1.054,-0.021,-0.099
1681555297226,2023-04-15T12.41.37.226,7.200,-1.081,0.006,-0.105
1681555297236,2023-04-15T12.41.37.236,7.210,-1.076,0.019,-0.079
1681555297246,2023-04-15T12.41.37.246,7.220,-1.057,0.019,-0.054
1681555297256,2023-04-15T12.41.37.256,7.230,-1.053,0.023,-0.045
1681555297266,2023-04-15T12.41.37.266,7.240,-1.055,0.024,-0.043
1681555297276,2023-04-15T12.41.37.276,7.250,-1.049,0.034,-0.031
1681555297286,2023-04-15T12.41.37.286,7.260,-1.052,0.042,-0.032
1681555297296,2023-04-15T12.41.37.296,7.270,-1.059,0.035,-0.035
1681555297306,2023-04-15T12.41.37.306,7.280,-1.054,0.021,-0.041
1681555297316,2023-04-15T12.41.37.316,7.290,-1.058,0.019,-0.060
1681555297326,2023-04-15T12.41.37.326,7.300,-1.058,0.014,-0.067
1681555297336,2023-04-15T12.41.37.336,7.310,-1.058,0.024,-0.073
1681555297346,2023-04-15T12.41.37.346,7.320,-1.057,0.024,-0.070
1681555297356,2023-04-15T12.41.37.356,7.330,-1.053,0.015,-0.059
1681555297366,2023-04-15T12.41.37.366,7.340,-1.047,0.003,-0.050
1681555297376,2023-04-15T12.41.37.376,7.350,-1.066,0.001,-0.057
1681555297386,2023-04-15T12.41.37.386,7.360,-1.088,-0.001,-0.071
1681555297396,2023-04-15T12.41.37.396,7.370,-1.068,0.006,-0.074
1681555297406,2023-04-15T12.41.37.406,7.380,-1.051,0.022,-0.078
1681555297416,2023-04-15T12.41.37.416,7.390,-1.055,0.032,-0.083
1681555297426,2023-04-15T12.41.37.426,7.400,-1.063,0.026,-0.088
1681555297436,2023-04-15T12.41.37.436,7.410,-1.057,0.019,-0.073
1681555297446,2023-04-15T12.41.37.446,7.420,-1.056,0.023,-0.063
1681555297456,2023-04-15T12.41.37.456,7.430,-1.062,0.022,-0.061
1681555297466,2023-04-15T12.41.37.466,7.440,-1.064,0.017,-0.047
1681555297476,2023-04-15T12.41.37.476,7.450,-1.061,0.009,-0.028
1681555297486,2023-04-15T12.41.37.486,7.460,-1.051,0.014,-0.023
1681555297496,2023-04-15T12.41.37.496,7.470,-1.051,0.031,-0.031
1681555297506,2023-04-15T12.41.37.506,7.480,-1.053,0.031,-0.038
1681555297516,2023-04-15T12.41.37.516,7.490,-1.049,0.025,-0.045
1681555297526,2023-04-15T12.41.37.526,7.500,-1.061,0.019,-0.060
1681555297536,2023-04-15T12.41.37.536,7.510,-1.074,0.013,-0.075
1681555297546,2023-04-15T12.41.37.546,7.520,-1.070,0.015,-0.077
1681555297556,2023-04-15T12.41.37.556,7.530,-1.060,0.019,-0.080
1681555297566,2023-04-15T12.41.37.566,7.540,-1.056,0.026,-0.076
1681555297576,2023-04-15T12.41.37.576,7.550,-1.056,0.031,-0.066
1681555297586,2023-04-15T12.41.37.586,7.560,-1.060,0.031,-0.059
1681555297596,2023-04-15T12.41.37.596,7.570,-1.069,0.026,-0.063
1681555297606,2023-04-15T12.41.37.606,7.580,-1.055,0.022,-0.062
1681555297616,2023-04-15T12.41.37.616,7.590,-1.054,0.021,-0.066
1681555297626,2023-04-15T12.41.37.626,7.600,-1.062,0.021,-0.073
1681555297636,2023-04-15T12.41.37.636,7.610,-1.064,0.017,-0.082
1681555297646,2023-04-15T12.41.37.646,7.620,-1.062,0.015,-0.084
1681555297656,2023-04-15T12.41.37.656,7.630,-1.064,0.010,-0.079
1681555297666,2023-04-15T12.41.37.666,7.640,-1.058,0.003,-0.075
1681555297676,2023-04-15T12.41.37.676,7.650,-1.046,0.004,-0.062
1681555297686,2023-04-15T12.41.37.686,7.660,-1.049,0.012,-0.061
1681555297696,2023-04-15T12.41.37.696,7.670,-1.060,0.022,-0.063
1681555297706,2023-04-15T12.41.37.706,7.680,-1.077,0.025,-0.084
1681555297716,2023-04-15T12.41.37.716,7.690,-1.091,0.011,-0.097
1681555297726,2023-04-15T12.41.37.726,7.700,-1.068,-0.001,-0.091
1681555297736,2023-04-15T12.41.37.736,7.710,-1.049,-0.005,-0.095
1681555297746,2023-04-15T12.41.37.746,7.720,-1.043,-0.001,-0.099
1681555297756,2023-04-15T12.41.37.756,7.730,-1.050,0.004,-0.090
1681555297766,2023-04-15T12.41.37.766,7.740,-1.056,0.010,-0.064
1681555297776,2023-04-15T12.41.37.776,7.750,-1.058,0.021,-0.044
1681555297786,2023-04-15T12.41.37.786,7.760,-1.073,0.028,-0.042
1681555297796,2023-04-15T12.41.37.796,7.770,-1.079,0.026,-0.043
1681555297806,2023-04-15T12.41.37.806,7.780,-1.067,0.028,-0.045
1681555297816,2023-04-15T12.41.37.816,7.790,-1.056,0.027,-0.054
1681555297826,2023-04-15T12.41.37.826,7.800,-1.056,0.021,-0.058
1681555297836,2023-04-15T12.41.37.836,7.810,-1.064,0.014,-0.062
1681555297846,2023-04-15T12.41.37.846,7.820,-1.062,0.011,-0.065
1681555297856,2023-04-15T12.41.37.856,7.830,-1.063,0.009,-0.069
1681555297866,2023-04-15T12.41.37.866,7.840,-1.066,0.004,-0.072
1681555297876,2023-04-15T12.41.37.876,7.850,-1.057,0.008,-0.075
1681555297886,2023-04-15T12.41.37.886,7.860,-1.051,0.015,-0.073
1681555297896,2023-04-15T12.41.37.896,7.870,-1.052,0.021,-0.074
1681555297906,2023-04-15T12.41.37.906,7.880,-1.059,0.024,-0.079
1681555297916,2023-04-15T12.41.37.916,7.890,-1.062,0.025,-0.077
1681555297926,2023-04-15T12.41.37.926,7.900,-1.062,0.026,-0.073
1681555297936,2023-04-15T12.41.37.936,7.910,-1.055,0.020,-0.061
1681555297946,2023-04-15T12.41.37.946,7.920,-1.043,0.018,-0.053
1681555297956,2023-04-15T12.41.37.956,7.930,-1.052,0.024,-0.057
1681555297966,2023-04-15T12.41.37.966,7.940,-1.065,0.032,-0.065
1681555297976,2023-04-15T12.41.37.976,7.950,-1.068,0.033,-0.066
1681555297986,2023-04-15T12.41.37.986,7.960,-1.074,0.030,-0.071
1681555297996,2023-04-15T12.41.37.996,7.970,-1.069,0.019,-0.071
1681555298006,2023-04-15T12.41.38.006,7.980,-1.061,0.010,-0.068
1681555298016,2023-04-15T12.41.38.016,7.990,-1.060,0.006,-0.068
1681555298026,2023-04-15T12.41.38.026,8.000,-1.064,0.007,-0.070
1681555298036,2023-04-15T12.41.38.036,8.010,-1.059,0.013,-0.071
1681555298046,2023-04-15T12.41.38.046,8.020,-1.058,0.021,-0.067
1681555298056,2023-04-15T12.41.38.056,8.030,-1.059,0.022,-0.069
1681555298066,2023-04-15T12.41.38.066,8.040,-1.060,0.023,-0.063
1681555298076,2023-04-15T12.41.38.076,8.050,-1.062,0.020,-0.061
1681555298086,2023-04-15T12.41.38.086,8.060,-1.062,0.015,-0.052
1681555298096,2023-04-15T12.41.38.096,8.070,-1.064,0.017,-0.059
1681555298106,2023-04-15T12.41.38.106,8.080,-1.058,0.018,-0.055
1681555298116,2023-04-15T12.41.38.116,8.090,-1.052,0.022,-0.057
1681555298126,2023-04-15T12.41.38.126,8.100,-1.057,0.031,-0.068
1681555298136,2023-04-15T12.41.38.136,8.110,-1.061,0.029,-0.068
1681555298146,2023-04-15T12.41.38.146,8.120,-1.060,0.026,-0.068
1681555298156,2023-04-15T12.41.38.156,8.130,-1.057,0.025,-0.067
1681555298166,2023-04-15T12.41.38.166,8.140,-1.060,0.025,-0.062
1681555298176,2023-04-15T12.41.38.176,8.150,-1.061,0.022,-0.055
1681555298186,2023-04-15T12.41.38.186,8.160,-1.059,0.016,-0.045
1681555298196,2023-04-15T12.41.38.196,8.170,-1.062,0.017,-0.051
1681555298206,2023-04-15T12.41.38.206,8.180,-1.070,0.018,-0.064
1681555298216,2023-04-15T12.41.38.216,8.190,-1.066,0.022,-0.065
1681555298226,2023-04-15T12.41.38.226,8.200,-1.057,0.022,-0.071
1681555298236,2023-04-15T12.41.38.236,8.210,-1.059,0.019,-0.073
1681555298246,2023-04-15T12.41.38.246,8.220,-1.060,0.011,-0.070
1681555298256,2023-04-15T12.41.38.256,8.230,-1.053,0.008,-0.056
1681555298266,2023-04-15T12.41.38.266,8.240,-1.046,0.018,-0.044
1681555298276,2023-04-15T12.41.38.276,8.250,-1.052,0.028,-0.043
1681555298286,2023-04-15T12.41.38.286,8.260,-1.066,0.036,-0.046
1681555298296,2023-04-15T12.41.38.296,8.270,-1.072,0.037,-0.048
1681555298306,2023-04-15T12.41.38.306,8.280,-1.068,0.035,-0.052
1681555298316,2023-04-15T12.41.38.316,8.290,-1.059,0.023,-0.048
1681555298326,2023-04-15T12.41.38.326,8.300,-1.053,0.017,-0.045
1681555298336,2023-04-15T12.41.38.336,8.310,-1.059,0.017,-0.043
1681555298346,2023-04-15T12.41.38.346,8.320,-1.064,0.014,-0.034
1681555298356,2023-04-15T12.41.38.356,8.330,-1.057,0.015,-0.020
1681555298366,2023-04-15T12.41.38.366,8.340,-1.051,0.018,-0.019
1681555298376,2023-04-15T12.41.38.376,8.350,-1.054,0.018,-0.022
1681555298386,2023-04-15T12.41.38.386,8.360,-1.062,0.023,-0.026
1681555298396,2023-04-15T12.41.38.396,8.370,-1.065,0.039,-0.027
1681555298406,2023-04-15T12.41.38.406,8.380,-1.064,0.048,-0.028
1681555298416,2023-04-15T12.41.38.416,8.390,-1.068,0.054,-0.020
1681555298426,2023-04-15T12.41.38.426,8.400,-1.072,0.063,0.002
1681555298436,2023-04-15T12.41.38.436,8.410,-1.066,0.070,0.037
1681555298446,2023-04-15T12.41.38.446,8.420,-1.061,0.089,0.081
1681555298456,2023-04-15T12.41.38.456,8.430,-1.051,0.116,0.148
1681555298466,2023-04-15T12.41.38.466,8.440,-1.051,0.157,0.218
1681555298476,2023-04-15T12.41.38.476,8.450,-1.066,0.194,0.275
1681555298486,2023-04-15T12.41.38.486,8.460,-1.043,0.232,0.338
1681555298496,2023-04-15T12.41.38.496,8.470,-0.989,0.245,0.432
1681555298506,2023-04-15T12.41.38.506,8.480,-1.085,0.203,0.318
1681555298516,2023-04-15T12.41.38.516,8.490,-1.120,0.116,0.224
1681555298526,2023-04-15T12.41.38.526,8.500,-1.095,0.054,0.210
1681555298536,2023-04-15T12.41.38.536,8.510,-0.948,-0.070,0.217
1681555298546,2023-04-15T12.41.38.546,8.520,-0.840,-0.119,0.191
1681555298556,2023-04-15T12.41.38.556,8.530,-0.821,-0.083,0.195
1681555298566,2023-04-15T12.41.38.566,8.540,-0.921,-0.073,0.115
1681555298576,2023-04-15T12.41.38.576,8.550,-1.001,-0.039,0.111
1681555298586,2023-04-15T12.41.38.586,8.560,-1.050,0.001,0.096
1681555298596,2023-04-15T12.41.38.596,8.570,-1.034,0.066,0.117
1681555298606,2023-04-15T12.41.38.606,8.580,-0.948,0.106,0.117
1681555298616,2023-04-15T12.41.38.616,8.590,-0.930,0.105,0.094
1681555298626,2023-04-15T12.41.38.626,8.600,-0.891,0.059,0.213
1681555298636,2023-04-15T12.41.38.636,8.610,-0.820,0.035,0.288
1681555298646,2023-04-15T12.41.38.646,8.620,-0.937,0.044,0.166
1681555298656,2023-04-15T12.41.38.656,8.630,-1.071,0.093,0.120
1681555298666,2023-04-15T12.41.38.666,8.640,-1.004,0.128,0.177
1681555298676,2023-04-15T12.41.38.676,8.650,-0.873,0.153,0.247
1681555298686,2023-04-15T12.41.38.686,8.660,-0.852,0.159,0.155
1681555298696,2023-04-15T12.41.38.696,8.670,-1.000,0.154,-0.032
1681555298706,2023-04-15T12.41.38.706,8.680,-1.061,0.121,-0.132
1681555298716,2023-04-15T12.41.38.716,8.690,-1.023,0.218,-0.105
1681555298726,2023-04-15T12.41.38.726,8.700,-0.917,0.307,0.018
1681555298736,2023-04-15T12.41.38.736,8.710,-0.961,0.330,0.040
1681555298746,2023-04-15T12.41.38.746,8.720,-1.085,0.333,-0.004
1681555298756,2023-04-15T12.41.38.756,8.730,-1.172,0.237,-0.119
1681555298766,2023-04-15T12.41.38.766,8.740,-1.136,0.155,-0.102
1681555298776,2023-04-15T12.41.38.776,8.750,-0.946,0.072,0.077
1681555298786,2023-04-15T12.41.38.786,8.760,-1.000,0.023,0.098
1681555298796,2023-04-15T12.41.38.796,8.770,-1.157,0.005,0.077
1681555298806,2023-04-15T12.41.38.806,8.780,-1.204,-0.040,0.096
1681555298816,2023-04-15T12.41.38.816,8.790,-1.207,-0.006,0.094
1681555298826,2023-04-15T12.41.38.826,8.800,-1.125,0.045,0.146
1681555298836,2023-04-15T12.41.38.836,8.810,-1.155,0.060,0.107
1681555298846,2023-04-15T12.41.38.846,8.820,-1.190,0.052,0.041
1681555298856,2023-04-15T12.41.38.856,8.830,-1.056,0.056,0.187
1681555298866,2023-04-15T12.41.38.866,8.840,-1.154,0.114,0.182
1681555298876,2023-04-15T12.41.38.876,8.850,-1.221,0.170,0.144
1681555298886,2023-04-15T12.41.38.886,8.860,-1.191,0.205,0.154
1681555298896,2023-04-15T12.41.38.896,8.870,-1.158,0.127,0.148
1681555298906,2023-04-15T12.41.38.906,8.880,-0.998,0.060,0.277
1681555298916,2023-04-15T12.41.38.916,8.890,-1.074,0.048,0.270
1681555298926,2023-04-15T12.41.38.926,8.900,-1.158,0.044,0.223
1681555298936,2023-04-15T12.41.38.936,8.910,-1.141,0.125,0.240
1681555298946,2023-04-15T12.41.38.946,8.920,-1.131,0.200,0.214
1681555298956,2023-04-15T12.41.38.956,8.930,-1.062,0.315,0.227
1681555298966,2023-04-15T12.41.38.966,8.940,-1.075,0.452,0.195
1681555298976,2023-04-15T12.41.38.976,8.950,-1.088,0.526,0.170
1681555298986,2023-04-15T12.41.38.986,8.960,-1.099,0.546,0.165
1681555298996,2023-04-15T12.41.38.996,8.970,-1.081,0.457,0.176
1681555299006,2023-04-15T12.41.39.006,8.980,-1.061,0.364,0.229
1681555299016,2023-04-15T12.41.39.016,8.990,-1.103,0.371,0.227
1681555299026,2023-04-15T12.41.39.026,9.000,-1.063,0.305,0.316
1681555299036,2023-04-15T12.41.39.036,9.010,-1.045,0.143,0.426
1681555299046,2023-04-15T12.41.39.046,9.020,-1.025,-0.003,0.496
1681555299056,2023-04-15T12.41.39.056,9.030,-0.990,-0.058,0.506
1681555299066,2023-04-15T12.41.39.066,9.040,-0.974,-0.009,0.479
1681555299076,2023-04-15T12.41.39.076,9.050,-0.996,0.055,0.490
1681555299086,2023-04-15T12.41.39.086,9.060,-1.013,0.045,0.523
1681555299096,2023-04-15T12.41.39.096,9.070,-1.006,0.027,0.563
1681555299106,2023-04-15T12.41.39.106,9.080,-1.053,0.040,0.518
1681555299116,2023-04-15T12.41.39.116,9.090,-1.005,0.064,0.481
1681555299126,2023-04-15T12.41.39.126,9.100,-0.862,0.081,0.524
1681555299136,2023-04-15T12.41.39.136,9.110,-0.873,0.158,0.496
1681555299146,2023-04-15T12.41.39.146,9.120,-0.877,0.198,0.490
1681555299156,2023-04-15T12.41.39.156,9.130,-0.872,0.177,0.530
1681555299166,2023-04-15T12.41.39.166,9.140,-0.994,0.217,0.484
1681555299176,2023-04-15T12.41.39.176,9.150,-1.031,0.291,0.419
1681555299186,2023-04-15T12.41.39.186,9.160,-0.953,0.290,0.450
1681555299196,2023-04-15T12.41.39.196,9.170,-0.957,0.307,0.460
1681555299206,2023-04-15T12.41.39.206,9.180,-0.912,0.312,0.488
1681555299216,2023-04-15T12.41.39.216,9.190,-0.841,0.314,0.522
1681555299226,2023-04-15T12.41.39.226,9.200,-0.867,0.315,0.522
1681555299236,2023-04-15T12.41.39.236,9.210,-0.913,0.278,0.500
1681555299246,2023-04-15T12.41.39.246,9.220,-0.949,0.251,0.474
1681555299256,2023-04-15T12.41.39.256,9.230,-0.966,0.258,0.448
1681555299266,2023-04-15T12.41.39.266,9.240,-0.977,0.286,0.431
1681555299276,2023-04-15T12.41.39.276,9.250,-0.994,0.310,0.429
1681555299286,2023-04-15T12.41.39.286,9.260,-0.970,0.293,0.464
1681555299296,2023-04-15T12.41.39.296,9.270,-0.961,0.248,0.503
1681555299306,2023-04-15T12.41.39.306,9.280,-0.958,0.214,0.503
1681555299316,2023-04-15T12.41.39.316,9.290,-0.943,0.217,0.488
1681555299326,2023-04-15T12.41.39.326,9.300,-0.968,0.240,0.455
1681555299336,2023-04-15T12.41.39.336,9.310,-0.995,0.264,0.429
1681555299346,2023-04-15T12.41.39.346,9.320,-1.008,0.274,0.423
1681555299356,2023-04-15T12.41.39.356,9.330,-1.023,0.270,0.429
1681555299366,2023-04-15T12.41.39.366,9.340,-1.030,0.263,0.439
1681555299376,2023-04-15T12.41.39.376,9.350,-1.034,0.241,0.431
1681555299386,2023-04-15T12.41.39.386,9.360,-1.017,0.232,0.425
1681555299396,2023-04-15T12.41.39.396,9.370,-1.002,0.237,0.438
1681555299406,2023-04-15T12.41.39.406,9.380,-1.031,0.226,0.418
1681555299416,2023-04-15T12.41.39.416,9.390,-1.031,0.220,0.403
1681555299426,2023-04-15T12.41.39.426,9.400,-1.013,0.210,0.422
1681555299436,2023-04-15T12.41.39.436,9.410,-1.041,0.168,0.431
1681555299446,2023-04-15T12.41.39.446,9.420,-1.031,0.102,0.450
1681555299456,2023-04-15T12.41.39.456,9.430,-0.993,0.088,0.452
1681555299466,2023-04-15T12.41.39.466,9.440,-1.008,0.144,0.416
1681555299476,2023-04-15T12.41.39.476,9.450,-1.040,0.202,0.372
1681555299486,2023-04-15T12.41.39.486,9.460,-1.019,0.211,0.378
1681555299496,2023-04-15T12.41.39.496,9.470,-1.008,0.177,0.396
1681555299506,2023-04-15T12.41.39.506,9.480,-1.027,0.135,0.398
1681555299516,2023-04-15T12.41.39.516,9.490,-1.009,0.086,0.405
1681555299526,2023-04-15T12.41.39.526,9.500,-1.007,0.115,0.400
1681555299536,2023-04-15T12.41.39.536,9.510,-1.039,0.152,0.369
1681555299546,2023-04-15T12.41.39.546,9.520,-1.035,0.133,0.352
1681555299556,2023-04-15T12.41.39.556,9.530,-0.999,0.113,0.351
1681555299566,2023-04-15T12.41.39.566,9.540,-0.997,0.127,0.339
1681555299576,2023-04-15T12.41.39.576,9.550,-1.007,0.103,0.348
1681555299586,2023-04-15T12.41.39.586,9.560,-1.010,0.107,0.371
1681555299596,2023-04-15T12.41.39.596,9.570,-1.062,0.134,0.326
1681555299606,2023-04-15T12.41.39.606,9.580,-1.089,0.138,0.284
1681555299616,2023-04-15T12.41.39.616,9.590,-1.074,0.120,0.255
1681555299626,2023-04-15T12.41.39.626,9.600,-1.049,0.110,0.229
1681555299636,2023-04-15T12.41.39.636,9.610,-1.030,0.137,0.238
1681555299646,2023-04-15T12.41.39.646,9.620,-1.035,0.180,0.243
1681555299656,2023-04-15T12.41.39.656,9.630,-1.062,0.199,0.225
1681555299666,2023-04-15T12.41.39.666,9.640,-1.070,0.189,0.213
1681555299676,2023-04-15T12.41.39.676,9.650,-1.062,0.182,0.180
1681555299686,2023-04-15T12.41.39.686,9.660,-1.002,0.173,0.196
1681555299696,2023-04-15T12.41.39.696,9.670,-0.959,0.200,0.195
1681555299706,2023-04-15T12.41.39.706,9.680,-1.018,0.234,0.153
1681555299716,2023-04-15T12.41.39.716,9.690,-1.048,0.224,0.134
1681555299726,2023-04-15T12.41.39.726,9.700,-1.029,0.218,0.156
1681555299736,2023-04-15T12.41.39.736,9.710,-0.980,0.206,0.217
1681555299746,2023-04-15T12.41.39.746,9.720,-0.994,0.163,0.198
1681555299756,2023-04-15T12.41.39.756,9.730,-0.985,0.154,0.227
1681555299766,2023-04-15T12.41.39.766,9.740,-0.975,0.145,0.233
1681555299776,2023-04-15T12.41.39.776,9.750,-1.031,0.138,0.178
1681555299786,2023-04-15T12.41.39.786,9.760,-1.043,0.134,0.098
1681555299796,2023-04-15T12.41.39.796,9.770,-1.025,0.101,-0.039
1681555299806,2023-04-15T12.41.39.806,9.780,-0.978,0.115,-0.051
1681555299816,2023-04-15T12.41.39.816,9.790,-0.889,0.166,0.073
1681555299826,2023-04-15T12.41.39.826,9.800,-0.842,0.174,0.188
1681555299836,2023-04-15T12.41.39.836,9.810,-0.977,0.208,0.168
1681555299846,2023-04-15T12.41.39.846,9.820,-1.113,0.241,0.139
1681555299856,2023-04-15T12.41.39.856,9.830,-1.066,0.245,0.120
1681555299866,2023-04-15T12.41.39.866,9.840,-1.017,0.224,0.076
1681555299876,2023-04-15T12.41.39.876,9.850,-0.916,0.227,0.189
1681555299886,2023-04-15T12.41.39.886,9.860,-0.805,0.182,0.211
1681555299896,2023-04-15T12.41.39.896,9.870,-0.889,0.160,0.134
1681555299906,2023-04-15T12.41.39.906,9.880,-0.950,0.180,0.179
1681555299916,2023-04-15T12.41.39.916,9.890,-0.956,0.167,0.208
1681555299926,2023-04-15T12.41.39.926,9.900,-0.971,0.109,0.208
1681555299936,2023-04-15T12.41.39.936,9.910,-0.990,0.043,0.238
1681555299946,2023-04-15T12.41.39.946,9.920,-0.962,-0.012,0.250
1681555299956,2023-04-15T12.41.39.956,9.930,-0.935,-0.030,0.264
1681555299966,2023-04-15T12.41.39.966,9.940,-0.918,-0.021,0.320
1681555299976,2023-04-15T12.41.39.976,9.950,-0.928,0.016,0.326
1681555299986,2023-04-15T12.41.39.986,9.960,-0.968,0.076,0.342
1681555299996,2023-04-15T12.41.39.996,9.970,-1.020,0.096,0.250
1681555300006,2023-04-15T12.41.40.006,9.980,-1.061,0.120,0.177
1681555300016,2023-04-15T12.41.40.016,9.990,-1.098,0.129,0.141
1681555300026,2023-04-15T12.41.40.026,10.000,-1.140,0.092,0.108
1681555300036,2023-04-15T12.41.40.036,10.010,-1.117,0.044,0.126
1681555300046,2023-04-15T12.41.40.046,10.020,-1.079,0.010,0.117
1681555300056,2023-04-15T12.41.40.056,10.030,-1.084,0.000,0.071
1681555300066,2023-04-15T12.41.40.066,10.040,-1.108,0.023,0.037
1681555300076,2023-04-15T12.41.40.076,10.050,-1.114,0.061,0.027
1681555300086,2023-04-15T12.41.40.086,10.060,-1.096,0.071,0.026
1681555300096,2023-04-15T12.41.40.096,10.070,-1.106,0.066,0.015
1681555300106,2023-04-15T12.41.40.106,10.080,-1.079,0.047,0.035
1681555300116,2023-04-15T12.41.40.116,10.090,-1.040,0.023,0.058
1681555300126,2023-04-15T12.41.40.126,10.100,-1.077,0.015,0.048
1681555300136,2023-04-15T12.41.40.136,10.110,-1.097,0.010,0.034
1681555300146,2023-04-15T12.41.40.146,10.120,-1.051,0.004,0.052
1681555300156,2023-04-15T12.41.40.156,10.130,-1.029,0.008,0.042
1681555300166,2023-04-15T12.41.40.166,10.140,-1.018,0.015,0.027
1681555300176,2023-04-15T12.41.40.176,10.150,-1.038,0.036,0.003
1681555300186,2023-04-15T12.41.40.186,10.160,-1.082,0.058,-0.034
1681555300196,2023-04-15T12.41.40.196,10.170,-1.085,0.074,-0.050
1681555300206,2023-04-15T12.41.40.206,10.180,-1.074,0.079,-0.046
1681555300216,2023-04-15T12.41.40.216,10.190,-1.048,0.074,-0.028
1681555300226,2023-04-15T12.41.40.226,10.200,-1.052,0.062,-0.007
1681555300236,2023-04-15T12.41.40.236,10.210,-1.117,0.042,-0.033
1681555300246,2023-04-15T12.41.40.246,10.220,-1.113,0.026,-0.021
1681555300256,2023-04-15T12.41.40.256,10.230,-1.046,0.016,0.005
1681555300266,2023-04-15T12.41.40.266,10.240,-1.020,0.009,-0.001
1681555300276,2023-04-15T12.41.40.276,10.250,-1.016,-0.004,-0.002
1681555300286,2023-04-15T12.41.40.286,10.260,-1.053,-0.010,-0.013
1681555300296,2023-04-15T12.41.40.296,10.270,-1.081,-0.019,-0.033
1681555300306,2023-04-15T12.41.40.306,10.280,-1.078,-0.015,-0.056
1681555300316,2023-04-15T12.41.40.316,10.290,-1.079,0.002,-0.079
1681555300326,2023-04-15T12.41.40.326,10.300,-1.086,0.033,-0.096
1681555300336,2023-04-15T12.41.40.336,10.310,-1.073,0.059,-0.105
1681555300346,2023-04-15T12.41.40.346,10.320,-1.036,0.060,-0.094
1681555300356,2023-04-15T12.41.40.356,10.330,-1.027,0.044,-0.095
1681555300366,2023-04-15T12.41.40.366,10.340,-1.046,0.029,-0.094
1681555300376,2023-04-15T12.41.40.376,10.350,-1.081,0.021,-0.104
1681555300386,2023-04-15T12.41.40.386,10.360,-1.082,0.028,-0.102
1681555300396,2023-04-15T12.41.40.396,10.370,-1.076,0.036,-0.095
1681555300406,2023-04-15T12.41.40.406,10.380,-1.059,0.041,-0.078
1681555300416,2023-04-15T12.41.40.416,10.390,-1.039,0.038,-0.066
1681555300426,2023-04-15T12.41.40.426,10.400,-1.043,0.019,-0.059
1681555300436,2023-04-15T12.41.40.436,10.410,-1.068,0.004,-0.050
1681555300446,2023-04-15T12.41.40.446,10.420,-1.103,-0.010,-0.064
1681555300456,2023-04-15T12.41.40.456,10.430,-1.097,-0.006,-0.068
1681555300466,2023-04-15T12.41.40.466,10.440,-1.056,0.010,-0.056
1681555300476,2023-04-15T12.41.40.476,10.450,-1.028,0.023,-0.047
1681555300486,2023-04-15T12.41.40.486,10.460,-1.024,0.035,-0.043
1681555300496,2023-04-15T12.41.40.496,10.470,-1.038,0.043,-0.030
1681555300506,2023-04-15T12.41.40.506,10.480,-1.067,0.046,-0.026
1681555300516,2023-04-15T12.41.40.516,10.490,-1.088,0.050,-0.031
1681555300526,2023-04-15T12.41.40.526,10.500,-1.080,0.055,-0.029
1681555300536,2023-04-15T12.41.40.536,10.510,-1.065,0.060,-0.039
1681555300546,2023-04-15T12.41.40.546,10.520,-1.051,0.058,-0.044
1681555300556,2023-04-15T12.41.40.556,10.530,-1.046,0.044,-0.040
1681555300566,2023-04-15T12.41.40.566,10.540,-1.056,0.025,-0.034
1681555300576,2023-04-15T12.41.40.576,10.550,-1.069,0.014,-0.038
1681555300586,2023-04-15T12.41.40.586,10.560,-1.073,0.009,-0.050
1681555300596,2023-04-15T12.41.40.596,10.570,-1.058,0.014,-0.057
1681555300606,2023-04-15T12.41.40.606,10.580,-1.066,0.035,-0.073
1681555300616,2023-04-15T12.41.40.616,10.590,-1.073,0.047,-0.084
1681555300626,2023-04-15T12.41.40.626,10.600,-1.060,0.057,-0.073
1681555300636,2023-04-15T12.41.40.636,10.610,-1.045,0.055,-0.062
1681555300646,2023-04-15T12.41.40.646,10.620,-1.041,0.051,-0.045
1681555300656,2023-04-15T12.41.40.656,10.630,-1.050,0.046,-0.029
1681555300666,2023-04-15T12.41.40.666,10.640,-1.073,0.049,-0.023
1681555300676,2023-04-15T12.41.40.676,10.650,-1.087,0.053,-0.026
